カード番号,文字,字体数,用例数1,用例数2,用例数3,大字典番号,部首番号
0200,滅,0,,,,06432,085
0201,汚,0,,,,05979,085
0202,渉,0,,,,06193,085
0203,求,0,,,,05964,085
0204,熟,0,,,,06949,086
0205,07010,0,,,,07010,086
0206,熾,0,,,,06965,086
0207,烏,0,,,,06835,086
0208,熱,0,,,,06957,086
0209,爰,0,,,,07030,087
0210,牲,0,,,,07082,093
0211,獸,0,,,,07248,094
0212,獄,0,,,,07212,094
0213,状,0,,,,07122,094
0214,狩,0,,,,07153,094
0215,獨,0,,,,07230,094
0216,07258,0,,,,07258,095
0217,珠,0,,,,07291,096
0218,瑞,0,,,,07346,096
0219,甘,0,,,,07456,099
0220,甲,0,,,,07480,102
0221,畫,0,,,,07525,102
0222,畔,0,,,,07507,102
0223,疆,0,,,,07548,102
0224,留,0,,,,07508,102
0225,疏,0,,,,07557,103
0226,疑,0,,,,07559,103
0227,疫,0,,,,07578,104
0228,瘠,0,,,,07648,104
0229,監,0,,,,07781,108
0230,目,0,,,,07790,109
0231,督,0,,,,07862,109
0232,省,0,,,,07807,109
0233,矯,0,,,,07951,111
0234,神,0,,,,08124,113
0235,福,0,,,,08148,113
0236,禦,0,,,,08159,113
0237,穰,0,,,,08289,115
0238,穫,0,,,,08285,115
0239,稾,0,,,,08259,115
0240,稼,0,,,,08257,115
0241,稠,0,,,,08239,115
0242,竊,0,,,,08353,116
0243,窮,0,,,,08329,116
0244,豎,0,,,,11258,151
0245,章,0,,,,08366,117
0246,端,0,,,,08376,117
0247,竟,0,,,,08365,117
0248,篇,0,,,,08500,118
0249,管,0,,,,08477,118
0250,算,0,,,,08469,118
0251,竹,0,,,,08382,118
0252,符,0,,,,08408,118
0253,等,0,,,,08426,118
0254,簒,0,,,,08519,118
0255,籍,0,,,,08603,118
0256,粗,0,,,,08659,119
0257,精,0,,,,08685,119
0258,納,0,,,,08747,120
0259,縮,0,,,,08979,120
0260,08962,0,,,,08962,120
0261,績,0,,,,08994,120
0262,織,0,,,,09012,120
0263,繋,0,,,,09030,120
0264,縵,0,,,,08984,120
0265,總,0,,,,08993,120
0266,繁,0,,,,08997,120
0267,統,0,,,,08833,120
0268,纔,0,,,,09073,120
0269,紛,0,,,,08760,120
0270,罔,0,,,,09104,122
0271,美,0,,,,09155,123
0272,翦,0,,,,09228,124
0273,翫,0,,,,09232,124
0274,耜,0,,,,09278,127
0275,聲,0,,,,09328,128
0276,腴,0,,,,09512,130
0277,膏,0,,,,09535,130
0278,腹,0,,,,09516,130
0279,膚,0,,,,09539,130
0280,胥,0,,,,09414,130
0281,腐,0,,,,09486,130
0282,膩,0,,,,09548,130
0283,臣,0,,,,09596,131
0284,舜,0,,,,09653,136
0285,芻,0,,,,09765,140
0286,苟,0,,,,09782,140
0287,茂,0,,,,09807,140
0288,荀,0,,,,09837,140
0289,萌,0,,,,09941,140
0290,蒸,0,,,,10028,140
0291,蒙,0,,,,10008,140
0292,蕃,0,,,,10093,140
0293,藜,0,,,,10200,140
0294,藪,0,,,,10207,140
0295,薦,0,,,,10160,140
0296,蘇,0,,,,10231,140
0297,葉,0,,,,09966,140
0298,苑,0,,,,09772,140
0299,苴,0,,,,09797,140
0300,虜,0,,,,10273,141
0301,號,0,,,,10276,141
0302,蠶,0,,,,10599,142
0303,衰,0,,,,10649,145
0304,裔,0,,,,10708,145
0305,表,0,,,,10643,145
0306,覽,0,,,,10857,147
0307,規,0,,,,10833,147
0308,覬,0,,,,10849,147
0309,觀,0,,,,10859,147
0310,覦,0,,,,10845,147
0311,許,0,,,,10930,149
0312,訖,0,,,,10912,149
0313,諫,0,,,,11074,149
0314,誰,0,,,,11028,149
0315,謫,0,,,,11133,149
0316,認,0,,,,11003,149
0317,詐,0,,,,10957,149
0318,訟,0,,,,10919,149
0319,託,0,,,,10913,149
0320,詩,0,,,,10979,149
0321,謁,0,,,,11094,149
0322,試,0,,,,10975,149
0323,誠,0,,,,11018,149
0324,誘,0,,,,11012,149
0325,訓,0,,,,10909,149
0326,識,0,,,,11171,149
0327,10943,0,,,,10943,149
0328,讀,0,,,,11207,149
0329,豫,0,,,,11283,152
0330,贓,0,,,,11438,154
0331,貪,0,,,,11342,154
0332,貿,0,,,,11362,154
0333,費,0,,,,11359,154
0334,貢,0,,,,11335,154
0335,責,0,,,,11344,154
0336,赤,0,,,,11445,155
0337,趙,0,,,,11479,156
0338,越,0,,,,11471,156
0339,11590,0,,,,11590,157
0340,M37781,0,,,,,157
0341,11591,0,,,,11591,157
0342,11552,0,,,,11552,157
0343,路,0,,,,11548,157
0344,躡,0,,,,11708,157
0345,輸,0,,,,11841,159
0346,轉,0,,,,11856,159
0347,輒,0,,,,11799,159
0348,辜,0,,,,11896,160
0349,辱,0,,,,11918,161
0350,逐,0,,,,11993,162
0351,迸,0,,,,12017,162
0352,迺,0,,,,11977,162
0353,迎,0,,,,11947,162
0354,迹,0,,,,11976,162
0355,遏,0,,,,12047,162
0356,迫,0,,,,11965,162
0357,逾,0,,,,12031,162
0358,遊,0,,,,12042,162
0359,返,0,,,,11951,162
0360,遭,0,,,,12082,162
0361,達,0,,,,12052,162
0362,鄰,0,,,,12234,163
0363,邪,0,,,,12139,163
0364,鄭,0,,,,12229,163
0365,郎,0,,,,12168,163
0366,鄙,0,,,,12212,163
0367,邸,0,,,,12149,163
0368,12232,0,,,,12232,163
0369,12217,0,,,,12217,163
0370,配,0,,,,12263,164
0371,酒,0,,,,12266,164
0372,醪,0,,,,12340,164
0373,酷,0,,,,12301,164
0374,采,0,,,,12367,165
0375,鉅,0,,,,12425,167
0376,閭,0,,,,12750,169
0377,阜,0,,,,12802,170
0378,隔,0,,,,12898,170
0379,隧,0,,,,12926,170
0380,12923,0,,,,12923,170
0381,陜,0,,,,12849,170
0382,陋,0,,,,12836,170
0383,陵,0,,,,12867,170
0384,陛,0,,,,12847,170
0385,陶,0,,,,12868,170
0386,陳,0,,,,12864,170
0387,隆,0,,,,12886,170
0388,雄,0,,,,12961,172
0389,雍,0,,,,12972,172
0390,雨,0,,,,13012,173
0391,靈,0,,,,13092,173
0392,零,0,,,,13022,173
0393,頌,0,,,,13307,181
0394,頗,0,,,,13325,181
0395,願,0,,,,13391,181
0396,類,0,,,,13398,181
0397,領,0,,,,13327,181
0398,頻,0,,,,13359,181
0399,頽,0,,,,13358,181
0400,顧,0,,,,13409,181
0401,題,0,,,,13376,181
0402,頓,0,,,,13316,181
0403,餽,0,,,,13613,184
0404,館,0,,,,13584,184
0405,餒,0,,,,13558,184
0406,饒,0,,,,13641,184
0407,飽,0,,,,13541,184
0408,驅,0,,,,13839,187
0409,驗,0,,,,13849,187
0410,駕,0,,,,13724,187
0411,骨,0,,,,13873,188
0412,鬻,0,,,,14057,193
0413,14137,0,,,,14137,195
0414,鰌,0,,,,14254,195
0415,鮮,0,,,,14174,195
0416,鳥,0,,,,14361,196
0417,鴨,0,,,,14431,196
0418,黍,0,,,,14699,202
0419,黒,0,,,,14709,203
0420,黨,0,,,,14730,203
0421,黔,0,,,,14717,203
0422,齊,0,,,,14828,210
0423-0424,一,1,53,,,00001,001
0425-0427,不,1,128,,,00013,001
0428-0429,三,1,52,,,00007,001
0430,丞,1,7,,,00029,001
0431,丘,1,3,,,00026,001
0432,丁,1,8,,,00002,001
0433,上,1,32,,,00008,001
0434,下,1,36,,,00009,001
0435,世,1,2,,,00025,001
0436,且,1,5,,,00020,001
0437,七,1,15,,,00004,001
0438,中,1,23,,,00051,002
0439,主,1,7,,,00070,003
0440,丹,1,2,,,00069,003
0441,久,1,5,,,00085,004
0442,乘,1,8,,,00102,004
2003,乎,1,11,,,00092,004
2004,乃,1,13,,,00078,004
0443-0447,之,1,224,,,00088,004
0448,乏,1,2,,,00093,004
0449,九,1,14,,,00107,005
0450,也,1,51,,,00109,005
0451,亂,1,3,,,00121,005
0452,事,1,18,,,00128,006
0453,二,1,40,,,00129,007
0454,井,1,28,,,00136,007
0455,五,1,30,,,00135,007
0456,京,1,4,,,00157,008
0457,亡,1,9,,,00150,008
0458,亦,1,13,,,00154,008
0459-461,人,1,115,,,00168,009
0462,今,1,21,,,00175,009
0463,依,1,6,,,00301,009
0464,仍,1,2,,,00177,009
0465,倶,1,2,,,00350,009
0466,供,1,3,,,00299,009
0467,使,1,16,,,00279,009
0468,任,1,15,,,00206,009
0469,何,1,3,,,00250,009
0470,他,1,4,,,00183,009
0471,仲,1,4,,,00200,009
0472,作,1,8,,,00256,009
0473,俗,1,4,,,00338,009
0474,倉,1,2,,,00365,009
0475-0476,以,1,107,,,00194,009
0477,00534,1,4,,,00534,009
0478,儉,1,2,,,00524,009
0479,償,1,3,,,00539,009
0480,倍,1,11,,,00368,009
0481,保,1,2,,,00342,009
0482,便,1,5,,,00321,009
0483,來,1,6,,,00282,009
0484,僭,1,2,,,00509,009
0485,佑,1,2,,,00247,009
0486,令,1,21,,,00193,009
0487,伐,1,2,,,00218,009
0488,位,1,2,,,00243,009
0489,侯,1,15,,,00313,009
0490,信,1,2,,,00345,009
0491,代,1,14,,,00192,009
0492,休,2,3,1,,00219,009
0493,借,1,2,,,00382,009
0494,免,1,3,,,00570,010
0495,元,1,10,,,00560,010
0496,光,1,5,,,00567,010
0497,充,1,4,,,00562,010
0498,00577,1,2,,,00577,010
0499,先,1,10,,,00566,010
0500,兆,1,2,,,00564,010
0501,入,1,3,,,00582,011
0502,内,1,12,,,00585,011
0503,八,1,10,,,00594,012
0504,具,1,4,,,00606,012
0505,六,1,16,,,00597,012
0506-507,其,1,72,,,00605,012
0508,兼,1,8,,,00613,012
0509,兵,1,6,,,00602,012
0510,典,1,3,,,00608,012
0511,公,1,16,,,00596,012
0512,冀,1,2,,,00616,012
0513,再,1,3,,,00629,013
0514,凍,1,2,,,00684,015
0515,凌,1,2,,,00683,015
0516,冬,1,2,,,00662,015
0517,凡,1,5,,,00701,016
0518,出,1,5,,,00723,017
0519,刑,1,6,,,00746,018
0520,分,1,18,,,00734,018
0521,列,1,8,,,00754,018
0522,則,1,19,,,00789,018
0523,前,1,3,,,00794,018
0524,制,1,25,,,00776,018
0525,利,1,12,,,00767,018
0526,別,1,5,,,00763,018
0527,初,1,6,,,00759,018
0528,刺,1,2,,,00782,018
0529,勅,1,2,,,00879,019
0530,勸,1,10,,,00913,019
0531,力,1,15,,,00856,019
0532,務,2,8,2,,00890,019
0533,勞,1,4,,,00894,019
0534,加,1,5,,,00858,019
0535,功,1,8,,,00857,019
0536,勝,1,2,,,00893,019
0537,勿,1,2,,,00919,020
0538,化,1,4,,,00938,021
0539-0540,十,1,70,,,00985,024
0541,半,1,6,,,00994,024
0542,千,1,18,,,00987,024
0543,卒,1,7,,,01004,024
0544,南,1,2,,,01010,024
0545,博,1,3,,,01016,024
0546,占,1,14,,,01022,025
0547,卿,1,5,,,01052,026
0548,巻,1,2,,,01040,026
0549,即,1,2,,,01049,026
0550,厥,1,19,,,01079,027
0551,去,1,5,,,01101,028
0552,又,1,18,,,01108,029
0553,及,1,24,,,01111,029
0554,受,1,27,,,01128,029
0555,取,1,2,,,01127,029
0556,口,1,15,,,01141,030
0557,名,1,7,,,01175,030
0558,唐,1,2,,,01342,030
0559,商,1,6,,,01363,030
0560,史,1,3,,,01157,030
0561,品,1,11,,,01296,030
0562,右,1,2,,,01158,030
0563,嘗,1,2,,,01479,030
0564,吏,1,10,,,01177,030
0565,同,1,7,,,01174,030
0566,和,1,2,,,01263,030
0567,司,1,11,,,01163,030
0568,周,1,4,,,01235,030
0569,君,1,8,,,01185,030
0570,可,1,28,,,01154,030
0571,嚴,1,2,,,01581,030
0572,各,1,9,,,01168,030
0573,善,1,3,,,01395,030
0574,哉,1,2,,,01305,030
0575,器,1,3,,,01523,030
0576,命,1,2,,,01252,030
0577,咸,1,2,,,01288,030
0578,哀,1,3,,,01295,030
0579,古,1,10,,,01142,030
0580,四,1,23,,,01607,031
0581,因,1,7,,,01611,031
0582,園,1,2,,,01644,031
0583,困,1,2,,,01623,031
0584,國,1,25,,,01639,031
0585,固,1,3,,,01627,031
0586,土,1,34,,,01654,032
0587-0588,地,1,55,,,01666,032
0589,堯,1,3,,,01793,032
0590,壞,1,2,,,01895,032
0591,墳,1,4,,,01866,032
0592,壤,1,3,,,01899,032
0593,城,1,8,,,01740,032
0594,塗,1,2,,,01818,032
0595,均,1,8,,,01674,032
0596,堤,1,3,,,01783,032
0597,在,1,17,,,01659,032
0598,坐,1,4,,,01682,032
0599,墾,1,12,,,01872,032
0600,墟,1,2,,,01855,032
0601,壬,1,3,,,01904,033
0602,士,1,6,,,01903,033
0603,夏,1,5,,,01927,035
0604,外,1,3,,,01934,036
0605,多,1,18,,,01938,036
0606,大,1,20,,,01946,037
0607,夫,1,34,,,01949,037
0608,太,1,10,,,01948,037
0609,失,1,4,,,01957,037
0610,奏,1,4,,,01981,037
0611,奉,1,2,,,01974,037
0612,天,1,16,,,01947,037
0613,女,1,4,,,02022,038
0614,如,1,12,,,02031,038
0615,妻,1,2,,,02061,038
0616,始,1,11,,,02069,038
0617,婢,1,10,,,02151,038
0618,奴,1,12,,,02024,038
0619,威,1,2,,,02105,038
0620,婦,1,5,,,02155,038
0621,好,1,2,,,02029,038
0622,委,1,2,,,02078,038
0623,姓,1,11,,,02077,038
0624,孫,1,3,,,02282,039
0625,子,1,18,,,02262,039
0626,孔,1,2,,,02264,039
0627,孝,1,16,,,02273,039
0628,學,1,2,,,02293,039
0629,實,1,6,,,02390,040
0630,富,1,15,,,02366,040
0631,安,1,8,,,02309,040
0632,寛,1,3,,,02397,040
0633,定,1,9,,,02325,040
0634,宿,1,2,,,02355,040
0635,寒,1,5,,,02371,040
0636,審,1,3,,,02395,040
0637,宅,1,10,,,02306,040
0638,家,1,30,,,02349,040
0639,察,1,3,,,02383,040
0640,宮,1,3,,,02342,040
0641,寡,1,7,,,02386,040
0642,寵,1,2,,,02406,040
0643,官,1,16,,,02323,040
0644,害,1,3,,,02346,040
0645,寔,1,2,,,02373,040
0646,室,1,3,,,02332,040
0647,客,1,3,,,02331,040
0648,宗,1,2,,,02322,040
0649,守,1,5,,,02308,040
0650,封,1,13,,,02420,041
0651,專,1,5,,,02426,041
0652,將,1,3,,,02425,041
0653,小,1,10,,,02439,042
0654,少,1,14,,,02440,042
0655,尚,1,3,,,02446,042
0656,就,1,4,,,02464,043
0657,居,1,8,,,02482,044
0658,屋,1,3,,,02488,044
0659,尺,1,4,,,02471,044
0660,屬,1,5,,,02515,044
0661,山,1,13,,,02528,046
0662,州,1,22,,,02764,047
0663,工,1,3,,,02773,048
0664,巧,1,3,,,02775,048
0665,差,1,5,,,02780,048
0666,左,1,2,,,02774,048
0667,已,1,6,,,02783,049
0668,常,1,6,,,02847,050
0669,帝,1,21,,,02820,050
0670,布,1,2,,,02800,050
0671,希,1,2,,,02806,050
0672,師,1,2,,,02835,050
0673,帥,1,2,,,02828,050
0674,市,1,3,,,02799,050
0675,年,1,39,,,02900,051
0676,幸,1,3,,,02903,051
0677,平,1,10,,,02899,051
0678,并,1,7,,,02902,051
0679,康,1,2,,,02962,053
0680,廬,1,2,,,02999,053
0681,廢,1,6,,,02992,053
0682,度,1,6,,,02944,053
0683,府,1,2,,,02938,053
0684,廩,1,3,,,02997,053
0685,廣,1,7,,,02993,053
0686,庶,1,4,,,02961,053
0687,延,1,2,,,03005,054
0688,建,1,4,,,03006,054
0689,弊,1,4,,,03027,055
0690,弱,1,4,,,03064,057
0691,彌,1,3,,,03084,057
0692,張,1,3,,,03065,057
0693,得,1,37,,,03145,060
0694,復,1,10,,,03159,060
0695,徙,1,10,,,03148,060
0696,從,1,11,,,03151,060
0697,徒,1,3,,,03143,060
0698,役,1,6,,,03123,060
0699,律,1,2,,,03137,060
0700,循,1,2,,,03160,060
0701,徐,1,3,,,03141,060
0702,往,1,3,,,03128,060
0703,待,1,3,,,03132,060
0704,後,1,22,,,03138,060
0705,心,1,5,,,03179,061
0706,意,1,3,,,03395,061
0707,急,1,4,,,03243,061
0708,應,1,2,,,03550,061
0709,息,1,4,,,03298,061
0710,志,1,2,,,03194,061
0711,恆,1,5,,,03267,061
0712,惑,1,2,,,03355,061
0713,惠,1,2,,,03366,061
0714,怨,1,2,,,03245,061
0715,悉,1,4,,,03312,061
0716,必,1,3,,,03180,061
0717,惟,1,14,,,03365,061
0718,戎,1,7,,,03607,062
0719,或,1,9,,,03617,062
0720,成,1,5,,,03610,062
0721,所,1,32,,,03647,063
0722,戸,1,6,,,03640,063
0723,才,1,2,,,03661,064
0724,承,1,2,,,03690,064
0725,採,1,3,,,03872,064
0726,損,1,3,,,03939,064
0727,播,1,3,,,04069,064
0728,授,1,7,,,03855,064
0729,擅,1,2,,,04084,064
0730,變,1,2,,,04319,066
0731,政,1,15,,,04235,066
0732,數,1,17,,,04298,066
0733,故,1,29,,,04243,066
0734,斂,1,3,,,04309,066
0735,敵,1,3,,,04293,066
0736,教,1,10,,,04261,066
0737,收,1,3,,,04224,066
0738,改,1,7,,,04228,066
0739,文,1,5,,,04321,067
0740,斛,1,2,,,04349,068
0741,斯,1,4,,,04373,069
0742,方,1,10,,,04385,070
0743,施,1,2,,,04391,070
0744,族,1,4,,,04412,070
0745,於,1,44,,,04389,070
0746,既,1,12,,,04442,071
0747,暑,1,2,,,04587,072
0748,日,1,9,,,04446,072
0749,昭,1,3,,,04510,072
0750,明,1,10,,,04485,072
0751,春,1,6,,,04503,072
0752,易,1,9,,,04489,072
0753,時,1,22,,,04523,072
0754,是,1,23,,,04512,072
0755,昔,1,2,,,04490,072
0756,曠,1,3,,,04640,072
0757,晉,1,5,,,04530,072
0758,暴,1,5,,,04608,072
0759,景,1,2,,,04558,072
0760,旱,1,8,,,04461,072
0761,曰,1,31,,,04650,073
0762,曾,1,2,,,04661,073
0763,更,1,8,,,04654,073
0764,最,1,2,,,04664,073
0765,書,1,10,,,04657,073
0766,月,1,6,,,04673,074
0767,服,1,3,,,04679,074
0768-0769,有,1,63,,,04674,074
0770,朝,2,2,1,,04696,074
0771,本,1,14,,,04713,075
0772,檢,1,2,,,05420,075
0773,案,1,2,,,04933,075
0774,樹,1,3,,,05323,075
0775,楊,1,2,,,05123,075
0776,樂,1,8,,,05279,075
0777,楡,1,5,,,05141,075
0778,果,1,3,,,04806,075
0779,棗,1,2,,,05030,075
0780,條,1,4,,,04984,075
0781,權,1,2,,,05529,075
0782,梁,1,2,,,04967,075
0783,未,1,16,,,04711,075
0784,末,1,8,,,04712,075
0785,東,1,5,,,04765,075
0786,桑,1,22,,,04941,075
0787,根,1,5,,,04922,075
0788,林,1,2,,,04803,075
0789,次,1,9,,,05558,076
0790,欲,1,8,,,05580,076
0791,歸,1,4,,,05676,077
0792,歳,1,15,,,05666,077
0793,正,1,10,,,05643,077
0794,歴,1,2,,,05670,077
0795,此,1,13,,,05644,077
0796,武,1,9,,,05649,077
0797,死,1,8,,,05686,078
0798,殖,1,5,,,05734,078
0799,殘,1,2,,,05737,078
0800,毎,1,2,,,05836,080
0801,比,1,5,,,05841,081
0802,水,1,11,,,05952,085
0803,準,1,2,,,06400,085
0804,流,1,6,,,06151,085
0805,漢,1,7,,,06499,085
0806,泥,1,2,,,06088,085
0807,洪,1,3,,,06134,085
0808,治,1,10,,,06055,085
0809,湖,1,5,,,06362,085
0810,法,1,20,,,06074,085
0811,河,1,4,,,06045,085
0812,江,1,2,,,05985,085
0813,減,1,4,,,06313,085
0814,海,1,4,,,06182,085
0815,游,1,3,,,06340,085
0816,湯,1,2,,,06381,085
0817,沒,1,2,,,06023,085
0818,池,1,2,,,05986,085
0819,深,1,5,,,06285,085
0820,澤,1,7,,,06603,085
0821,滋,1,2,,,06437,085
0822,漸,1,2,,,06517,085
0823,涼,1,2,,,06230,085
0824,06933,1,2,,,06933,086
0825,焉,1,6,,,06861,086
0826,災,1,2,,,06792,086
0827,然,1,12,,,06885,086
0828,無,1,46,,,06872,086
0829-0830,爲,1,73,,,07032,087
0831,爭,1,2,,,07028,087
0832,父,1,3,,,07035,088
0833,牛,1,17,,,07072,093
0834,物,1,2,,,07080,093
0835,牧,1,5,,,07079,093
0836,犂,1,3,,,07091,093
0837,犯,1,2,,,07112,094
0838,狹,1,4,,,07162,094
0839,猶,1,6,,,07203,094
0840,獲,1,3,,,07241,094
0841,猾,1,2,,,07208,094
0842,率,1,7,,,07259,095
0843,王,1,14,,,07262,096
0844,玉,1,2,,,07261,096
0845,理,1,6,,,07307,096
0846,甚,1,4,,,07457,099
0847,生,1,18,,,07461,100
0848,用,1,11,,,07469,101
0849-0851,田,1,145,,,07478,102
0852,申,1,3,,,07481,102
0853,由,1,4,,,07479,102
0854,疇,1,2,,,07550,102
0855,界,1,6,,,07501,102
0856,略,1,3,,,07522,102
0857,甸,1,4,,,07485,102
0858,畿,1,4,,,07546,102
0859,07502,1,6,,,07502,102
0860,男,1,10,,,07483,102
0861,當,1,4,,,07535,102
0862,畜,1,11,,,07513,102
0863,異,1,3,,,07530,102
0864,疋,1,5,,,07554,103
0865,疾,1,3,,,07591,104
0866,痛,1,2,,,07613,104
0867,登,1,3,,,07706,105
0868,發,1,2,,,07707,105
0869,白,1,4,,,07709,106
0870,皆,1,18,,,07717,106
0871,百,1,37,,,07710,106
0872,皇,1,2,,,07718,106
0873,盈,1,7,,,07758,108
0874,盡,1,9,,,07779,108
