カード番号,文字,字体数,用例数1,用例数2,用例数3,用例数4,大字典,部首,枚数
0288,事,1 ,8 ,,,,00128,006,1 
0289,云,1 ,18 ,,,,00133,007,1 
0290,五,1 ,4 ,,,,00135,007,1 
0291,人,1 ,24 ,,,,00168,009,1 
0292,今,1 ,3 ,,,,00175,009,1 
0293,他,1 ,2 ,,,,00183,009,1 
0294,令,1 ,29 ,,,,00193,009,1 
0295,以,1 ,44 ,,,,00194,009,1 
0296,仰,1 ,4 ,,,,00199,009,1 
0297,伏,1 ,8 ,,,,00217,009,1 
0298,位,1 ,2 ,,,,00243,009,1 
0299,住,1 ,28 ,,,,00245,009,1 
0300,何,1 ,24 ,,,,00250,009,1 
0301-0303,佛,1 ,119 ,,,,00255,009,3 
0304,作,1 ,23 ,,,,00256,009,1 
0305,來,1 ,39 ,,,,00282,009,1 
0306,供,1 ,7 ,,,,00299,009,1 
0307,依,1 ,5 ,,,,00301,009,1 
0308,便,1 ,10 ,,,,00321,009,1 
0309,倶,1 ,3 ,,,,00350,009,1 
0310,倒,1 ,2 ,,,,00373,009,1 
0311,値,1 ,2 ,,,,00385,009,1 
0312,像,1 ,2 ,,,,00489,009,1 
0313,僧,1 ,2 ,,,,00503,009,1 
0314,億,1 ,7 ,,,,00520,009,1 
0315,充,1 ,4 ,,,,00562,010,1 
0316,先,1 ,5 ,,,,00566,010,1 
0317,光,1 ,39 ,,,,00567,010,1 
0318,免,1 ,3 ,,,,00570,010,1 
0319,入,1 ,25 ,,,,00582,011,1 
0320,内,1 ,9 ,,,,00585,011,1 
0321,八,1 ,2 ,,,,00594,012,1 
0322,六,1 ,2 ,,,,00597,012,1 
0323,共,1 ,4 ,,,,00599,012,1 
0324-0325,其,1 ,82 ,,,,00605,012,2 
0326,具,1 ,14 ,,,,00606,012,1 
0327,冠,1 ,3 ,,,,00646,014,1 
0328,出,1 ,24 ,,,,00723,017,1 
0329,分,1 ,10 ,,,,00734,018,1 
0330-0332,切,1 ,127 ,,,,00735,018,3 
0333,初,1 ,2 ,,,,00759,018,1 
0334,別,1 ,10 ,,,,00763,018,1 
0335,利,1 ,8 ,,,,00767,018,1 
0336,刹,1 ,19 ,,,,00781,018,1 
0337,則,1 ,13 ,,,,00789,018,1 
0338,前,1 ,6 ,,,,00794,018,1 
0339,剛,1 ,2 ,,,,00803,018,1 
0340,力,1 ,19 ,,,,00856,019,1 
0341,功,1 ,15 ,,,,00857,019,1 
0342,加,1 ,2 ,,,,00858,019,1 
0343,劫,1 ,18 ,,,,00865,019,1 
0344,勇,1 ,3 ,,,,00881,019,1 
0345,動,1 ,8 ,,,,00887,019,1 
0346,勝,1 ,6 ,,,,00893,019,1 
0347,勤,1 ,6 ,,,,00900,019,1 
0348,化,1 ,7 ,,,,00938,021,1 
0349,匝,1 ,6 ,,,,00951,022,1 
0350,十,1 ,15 ,,,,00985,024,1 
0351,千,1 ,12 ,,,,00987,024,1 
0352,南,1 ,2 ,,,,01010,024,1 
0353,博,1 ,2 ,,,,01016,024,1 
0354,即,1 ,9 ,,,,01049,026,1 
0355,厄,1 ,2 ,,,,01058,027,1 
0356,厭,1 ,3 ,,,,01088,027,1 
0357,去,1 ,6 ,,,,01101,028,1 
0358,又,1 ,5 ,,,,01108,029,1 
0359,及,1 ,13 ,,,,01111,029,1 
0360,友,1 ,2 ,,,,01112,029,1 
0361,取,1 ,5 ,,,,01127,029,1 
0362,受,1 ,16 ,,,,01128,029,1 
0363,古,1 ,2 ,,,,01142,030,1 
0364,可,1 ,18 ,,,,01154,030,1 
0365,各,1 ,2 ,,,,01168,030,1 
0366,合,1 ,6 ,,,,01170,030,1 
0367,同,1 ,7 ,,,,01174,030,1 
0368,名,1 ,39 ,,,,01175,030,1 
0369,含,1 ,2 ,,,,01197,030,1 
0370,吼,1 ,2 ,,,,01215,030,1 
0371,告,1 ,11 ,,,,01219,030,1 
0372,咸,1 ,3 ,,,,01288,030,1 
0373,哉,1 ,4 ,,,,01305,030,1 
0374,唯,1 ,8 ,,,,01349,030,1 
0375,問,1 ,6 ,,,,01369,030,1 
0376,喜,1 ,9 ,,,,01412,030,1 
0377,嚴,1 ,23 ,,,,01581,030,1 
0378,四,1 ,3 ,,,,01607,031,1 
0379,因,1 ,2 ,,,,01611,031,1 
0380,國,1 ,9 ,,,,01639,031,1 
0381,圍,1 ,6 ,,,,01641,031,1 
0382,圓,1 ,3 ,,,,01645,031,1 
0383,土,1 ,6 ,,,,01654,032,1 
0384,在,1 ,25 ,,,,01659,032,1 
0385,地,1 ,21 ,,,,01666,032,1 
0386,坦,1 ,4 ,,,,01690,032,1 
0387,垢,1 ,3 ,,,,01726,032,1 
0388,城,1 ,16 ,,,,01740,032,1 
0389,執,1 ,3 ,,,,01755,032,1 
0390,場,1 ,2 ,,,,01798,032,1 
0391,塔,1 ,3 ,,,,01816,032,1 
0392,塵,1 ,18 ,,,,01831,032,1 
0393,塹,1 ,2 ,,,,01833,032,1 
0394,境,1 ,11 ,,,,01839,032,1 
0395,増,1 ,4 ,,,,01853,032,1 
0396,墮,1 ,2 ,,,,01863,032,1 
0397,壞,1 ,7 ,,,,01895,032,1 
0398,士,1 ,5 ,,,,01903,033,1 
0399,多,1 ,18 ,,,,01938,036,1 
0400,夜,1 ,12 ,,,,01939,036,1 
0401-0402,大,1 ,54 ,,,,01946,037,2 
0403,天,1 ,15 ,,,,01947,037,1 
0404,夫,1 ,8 ,,,,01949,037,1 
0405,奏,1 ,2 ,,,,01981,037,1 
0406,女,1 ,15 ,,,,02022,038,1 
0407,好,1 ,4 ,,,,02029,038,1 
0408-0409,如,1 ,63 ,,,,02031,038,2 
0410,妙,1 ,24 ,,,,02045,038,1 
0411,妻,1 ,2 ,,,,02061,038,1 
0412,始,1 ,4 ,,,,02069,038,1 
0413,娑,1 ,2 ,,,,02110,038,1 
0414,婆,1 ,17 ,,,,02142,038,1 
0415-0416,子,1 ,66 ,,,,02262,039,2 
0417,孔,1 ,5 ,,,,02264,039,1 
0418,字,1 ,2 ,,,,02267,039,1 
0419,宅,1 ,7 ,,,,02306,040,1 
0420,安,1 ,13 ,,,,02309,040,1 
0421,定,1 ,4 ,,,,02325,040,1 
0422,宣,1 ,3 ,,,,02333,040,1 
0423,宮,1 ,3 ,,,,02342,040,1 
0424,害,1 ,4 ,,,,02346,040,1 
0425,寂,1 ,7 ,,,,02357,040,1 
0426,察,1 ,6 ,,,,02383,040,1 
0427,寶,1 ,29 ,,,,02407,040,1 
0428,將,1 ,2 ,,,,02425,041,1 
0429,專,1 ,2 ,,,,02426,041,1 
0430,尋,1 ,3 ,,,,02430,041,1 
0431,導,1 ,2 ,,,,02436,041,1 
0432,就,1 ,10 ,,,,02464,043,1 
0433,尸,1 ,2 ,,,,02469,044,1 
0434,尼,1 ,5 ,,,,02473,044,1 
0435,居,1 ,6 ,,,,02482,044,1 
0436,屬,1 ,2 ,,,,02515,044,1 
0437,山,1 ,13 ,,,,02528,046,1 
0438,巧,1 ,2 ,,,,02775,048,1 
0439,差,1 ,2 ,,,,02780,048,1 
0440,已,1 ,26 ,,,,02783,049,1 
0441,布,1 ,7 ,,,,02800,050,1 
0442,師,1 ,5 ,,,,02835,050,1 
0443,常,1 ,27 ,,,,02847,050,1 
0444,幢,1 ,6 ,,,,02882,050,1 
0445,平,1 ,8 ,,,,02899,051,1 
0446,幾,1 ,2 ,,,,02915,052,1 
0447,底,1 ,3 ,,,,02932,053,1 
0448,度,1 ,5 ,,,,02944,053,1 
0449,座,1 ,5 ,,,,02946,053,1 
0450,廻,1 ,2 ,,,,03008,054,1 
0451,彌,1 ,7 ,,,,03084,057,1 
0452,形,1 ,4 ,,,,03101,059,1 
0453-0454,彼,1 ,54 ,,,,03124,060,2 
0455,往,1 ,17 ,,,,03128,060,1 
0456-0457,得,1 ,61 ,,,,03145,060,2 
0458,從,1 ,9 ,,,,03151,060,1 
0459,03157,1 ,19 ,,,,03157,060,1 
0460,復,1 ,9 ,,,,03159,060,1 
0461,微,1 ,15 ,,,,03165,060,1 
0462,徳,1 ,21 ,,,,03172,060,1 
0463,徹,1 ,2 ,,,,03173,060,1 
0464,心,1 ,41 ,,,,03179,061,1 
0465,必,1 ,2 ,,,,03180,061,1 
0466,念,1 ,35 ,,,,03214,061,1 
0467,怖,1 ,24 ,,,,03233,061,1 
0468,怙,1 ,2 ,,,,03235,061,1 
0469,思,1 ,6 ,,,,03239,061,1 
0470,性,1 ,3 ,,,,03244,061,1 
0471,怨,1 ,2 ,,,,03245,061,1 
0472,恆,1 ,4 ,,,,03267,061,1 
0473,恐,1 ,2 ,,,,03272,061,1 
0474,恩,1 ,2 ,,,,03292,061,1 
0475,恭,1 ,3 ,,,,03297,061,1 
0476,息,1 ,3 ,,,,03298,061,1 
0477,悟,1 ,5 ,,,,03326,061,1 
0478,患,1 ,2 ,,,,03329,061,1 
0479,悲,1 ,12 ,,,,03335,061,1 
0480,惑,1 ,6 ,,,,03355,061,1 
0481,惟,1 ,3 ,,,,03365,061,1 
0482,惡,1 ,16 ,,,,03367,061,1 
0483,惱,1 ,7 ,,,,03372,061,1 
0484,想,1 ,12 ,,,,03373,061,1 
0485,意,1 ,8 ,,,,03395,061,1 
0486,慇,1 ,4 ,,,,03438,061,1 
0487,慈,1 ,2 ,,,,03439,061,1 
0488,慧,1 ,20 ,,,,03462,061,1 
0489,憂,1 ,7 ,,,,03486,061,1 
0490,憶,1 ,9 ,,,,03534,061,1 
0491,懃,1 ,2 ,,,,03544,061,1 
0492,應,1 ,18 ,,,,03550,061,1 
0493,成,1 ,24 ,,,,03610,062,1 
0494-0496,我,1 ,108 ,,,,03611,062,3 
0497,或,1 ,18 ,,,,03617,062,1 
0498-0499,所,1 ,66 ,,,,03647,063,2 
0500,承,1 ,4 ,,,,03690,064,1 
0501,拘,1 ,3 ,,,,03757,064,1 
0502,持,1 ,13 ,,,,03780,064,1 
0503,按,1 ,2 ,,,,03785,064,1 
0504,振,1 ,2 ,,,,03799,064,1 
0505,捨,1 ,4 ,,,,03835,064,1 
0506,掌,1 ,6 ,,,,03858,064,1 
0507,摧,1 ,3 ,,,,04008,064,1 
0508,摩,1 ,11 ,,,,04009,064,1 
0509,攝,1 ,13 ,,,,04192,064,1 
0510,放,1 ,6 ,,,,04233,066,1 
0511,故,1 ,5 ,,,,04243,066,1 
0512,教,1 ,13 ,,,,04261,066,1 
0513,救,1 ,7 ,,,,04263,066,1 
0514,散,1 ,3 ,,,,04280,066,1 
0515,敬,1 ,5 ,,,,04286,066,1 
0516,數,1 ,22 ,,,,04298,066,1 
0517,變,1 ,4 ,,,,04319,066,1 
0518,文,1 ,4 ,,,,04321,067,1 
0519,斷,1 ,3 ,,,,04381,069,1 
0520,方,1 ,24 ,,,,04385,070,1 
0521-0522,於,1 ,62 ,,,,04389,070,2 
0523,施,1 ,5 ,,,,04391,070,1 
0524,既,1 ,3 ,,,,04442,071,1 
0525,日,1 ,3 ,,,,04446,072,1 
0526,明,1 ,33 ,,,,04485,072,1 
0527,易,1 ,2 ,,,,04489,072,1 
0528,昔,1 ,3 ,,,,04490,072,1 
0529,星,1 ,2 ,,,,04499,072,1 
0530,映,1 ,3 ,,,,04500,072,1 
0531,昧,1 ,22 ,,,,04505,072,1 
0532,時,1 ,39 ,,,,04523,072,1 
0533,普,1 ,36 ,,,,04557,072,1 
0534,智,1 ,40 ,,,,04569,072,1 
0535,暗,1 ,12 ,,,,04591,072,1 
0536,暫,1 ,6 ,,,,04603,072,1 
0537,曜,1 ,2 ,,,,04636,072,1 
0538,曰,1 ,4 ,,,,04650,073,1 
0539,曾,1 ,3 ,,,,04661,073,1 
0540,會,1 ,3 ,,,,04667,073,1 
0541,月,1 ,10 ,,,,04673,074,1 
0542-0543,有,1 ,72 ,,,,04674,074,2 
0544,未,1 ,8 ,,,,04711,075,1 
0545,本,1 ,2 ,,,,04713,075,1 
0546,東,1 ,3 ,,,,04765,075,1 
0547,林,1 ,9 ,,,,04803,075,1 
0548,果,1 ,6 ,,,,04806,075,1 
0549,栴,1 ,3 ,,,,04918,075,1 
0550,根,1 ,18 ,,,,04922,075,1 
0551,梵,1 ,2 ,,,,05010,075,1 
0552,業,1 ,5 ,,,,05152,075,1 
0553,極,1 ,2 ,,,,05161,075,1 
0554,槃,1 ,6 ,,,,05228,075,1 
0555,樹,1 ,12 ,,,,05323,075,1 
0556,檀,1 ,3 ,,,,05391,075,1 
0557,次,1 ,9 ,,,,05558,076,1 
0558,欲,1 ,31 ,,,,05580,076,1 
0559-0560,此,1 ,67 ,,,,05644,077,2 
0561,歩,1 ,2 ,,,,05645,077,1 
0562,死,1 ,7 ,,,,05686,078,1 
0563,殊,1 ,6 ,,,,05717,078,1 
0564,殿,1 ,3 ,,,,05809,079,1 
0565,毀,1 ,2 ,,,,05812,079,1 
0566,母,1 ,3 ,,,,05834,080,1 
0567,比,1 ,4 ,,,,05841,081,1 
0568,毘,1 ,3 ,,,,05845,081,1 
0569,毛,1 ,6 ,,,,05850,082,1 
0570,水,1 ,4 ,,,,05952,085,1 
0571,求,1 ,8 ,,,,05964,085,1 
0572,汝,1 ,33 ,,,,05983,085,1 
0573,池,1 ,2 ,,,,05986,085,1 
0574,決,1 ,6 ,,,,06003,085,1 
0575,沙,1 ,4 ,,,,06031,085,1 
0576,河,1 ,2 ,,,,06045,085,1 
0577,沼,1 ,2 ,,,,06053,085,1 
0578,泉,1 ,2 ,,,,06063,085,1 
0579-0580,法,1 ,70 ,,,,06074,085,2 
0581,波,1 ,3 ,,,,06086,085,1 
0582,浮,1 ,2 ,,,,06175,085,1 
0583,海,1 ,13 ,,,,06182,085,1 
0584,涅,1 ,6 ,,,,06189,085,1 
0585,淨,1 ,40 ,,,,06272,085,1 
0586,深,1 ,6 ,,,,06285,085,1 
0587,清,1 ,23 ,,,,06290,085,1 
0588,滅,1 ,7 ,,,,06432,085,1 
0589,滿,1 ,12 ,,,,06476,085,1 
0590,演,1 ,6 ,,,,06490,085,1 
0591,漸,1 ,4 ,,,,06517,085,1 
0592,濟,1 ,2 ,,,,06641,085,1 
0593-0594,無,1 ,76 ,,,,06872,086,2 
0595,然,1 ,6 ,,,,06885,086,1 
0596,照,1 ,12 ,,,,06918,086,1 
0597,煩,1 ,5 ,,,,06921,086,1 
0598,熟,1 ,4 ,,,,06949,086,1 
0599,燈,1 ,2 ,,,,06971,086,1 
0600-0601,爲,1 ,52 ,,,,07032,087,2 
0602,父,1 ,3 ,,,,07035,088,1 
0603,爾,1 ,16 ,,,,07043,089,1 
0604,物,1 ,3 ,,,,07080,093,1 
0605,猛,1 ,3 ,,,,07180,094,1 
0606,猶,1 ,4 ,,,,07203,094,1 
0607,獄,1 ,2 ,,,,07212,094,1 
0608,獲,1 ,5 ,,,,07241,094,1 
0609,王,1 ,20 ,,,,07262,096,1 
0610,珍,1 ,3 ,,,,07287,096,1 
0611,珞,1 ,3 ,,,,07290,096,1 
0612,現,1 ,30 ,,,,07304,096,1 
0613,瓔,1 ,3 ,,,,07397,096,1 
0614-0616,生,1 ,119 ,,,,07461,100,3 
0617,男,1 ,45 ,,,,07483,102,1 
0618,界,1 ,45 ,,,,07501,102,1 
0619,畏,1 ,4 ,,,,07503,102,1 
