カード番号,文字,字体数,用例数1,用例数2,用例数3,用例数4,大字典,部首,枚数
0620,留,1 ,2 ,,,,07508,102,1 
0621,畜,1 ,2 ,,,,07513,102,1 
0622,畢,1 ,2 ,,,,07520,102,1 
0623,異,1 ,2 ,,,,07530,102,1 
0624,疾,1 ,2 ,,,,07591,104,1 
0625,病,1 ,2 ,,,,07598,104,1 
0626,白,1 ,9 ,,,,07709,106,1 
0627,百,1 ,11 ,,,,07710,106,1 
0628,皆,1 ,27 ,,,,07717,106,1 
0629,盈,1 ,2 ,,,,07758,108,1 
0630,益,1 ,2 ,,,,07759,108,1 
0631,盡,1 ,5 ,,,,07779,108,1 
0632,盧,1 ,2 ,,,,07785,108,1 
0633,目,1 ,5 ,,,,07790,109,1 
0634,直,1 ,2 ,,,,07799,109,1 
0635,相,1 ,13 ,,,,07801,109,1 
0636,眠,1 ,2 ,,,,07828,109,1 
0637,眷,1 ,2 ,,,,07839,109,1 
0638,眼,1 ,8 ,,,,07843,109,1 
0639-0640,衆,1 ,95 ,,,,07844,109,2 
0641,瞬,1 ,3 ,,,,07898,109,1 
0642,瞻,1 ,4 ,,,,07907,109,1 
0643,知,1 ,44 ,,,,07941,111,1 
0644,石,1 ,2 ,,,,07954,112,1 
0645,破,1 ,5 ,,,,07986,112,1 
0646,礙,1 ,6 ,,,,08077,112,1 
0647,示,1 ,20 ,,,,08097,113,1 
0648,神,1 ,31 ,,,,08124,113,1 
0649,禮,1 ,9 ,,,,08165,113,1 
0650,稠,1 ,3 ,,,,08239,115,1 
0651,種,1 ,27 ,,,,08244,115,1 
0652,稱,1 ,4 ,,,,08248,115,1 
0653,究,1 ,2 ,,,,08293,116,1 
0654,空,1 ,6 ,,,,08296,116,1 
0655,窮,1 ,3 ,,,,08329,116,1 
0656,立,1 ,3 ,,,,08354,117,1 
0657,竟,1 ,4 ,,,,08365,117,1 
0658,童,1 ,20 ,,,,08371,117,1 
0659,竭,1 ,3 ,,,,08375,117,1 
0660,端,1 ,2 ,,,,08376,117,1 
0661,第,1 ,6 ,,,,08412,118,1 
0662,等,1 ,23 ,,,,08426,118,1 
0663,答,1 ,3 ,,,,08437,118,1 
0664,細,1 ,2 ,,,,08779,120,1 
0665,結,1 ,2 ,,,,08807,120,1 
0666,經,1 ,2 ,,,,08856,120,1 
0667,網,1 ,3 ,,,,08885,120,1 
0668,縛,1 ,2 ,,,,08963,120,1 
0669,繞,1 ,6 ,,,,09020,120,1 
0670,續,1 ,3 ,,,,09061,120,1 
0671,纏,1 ,2 ,,,,09064,120,1 
0672,羅,1 ,24 ,,,,09144,122,1 
0673,美,1 ,2 ,,,,09155,123,1 
0674,義,1 ,2 ,,,,09177,123,1 
0675,老,1 ,2 ,,,,09250,125,1 
0676,者,1 ,41 ,,,,09255,125,1 
0677,而,1 ,48 ,,,,09264,126,1 
0678,耨,1 ,11 ,,,,09286,127,1 
0679,耳,1 ,2 ,,,,09290,128,1 
0680,聖,1 ,15 ,,,,09308,128,1 
0681,聚,1 ,3 ,,,,09314,128,1 
0682,聞,1 ,17 ,,,,09315,128,1 
0683,聲,1 ,8 ,,,,09328,128,1 
0684,聽,1 ,3 ,,,,09335,128,1 
0685,能,1 ,43 ,,,,09429,130,1 
0686,脱,1 ,21 ,,,,09463,130,1 
0687,自,1 ,30 ,,,,09602,132,1 
0688,至,1 ,12 ,,,,09610,133,1 
0689,與,1 ,6 ,,,,09629,134,1 
0690,舍,1 ,3 ,,,,09638,135,1 
0691,舒,1 ,2 ,,,,09643,135,1 
0692,般,1 ,6 ,,,,09665,137,1 
0693,色,1 ,7 ,,,,09716,139,1 
0694,若,1 ,23 ,,,,09788,140,1 
0695,苦,1 ,12 ,,,,09789,140,1 
0696,莊,1 ,15 ,,,,09869,140,1 
0697-0699,菩,1 ,106 ,,,,09919,140,3 
0700,落,1 ,2 ,,,,09961,140,1 
0701,葉,1 ,2 ,,,,09966,140,1 
0702,著,1 ,9 ,,,,09972,140,1 
0703,蓮,1 ,3 ,,,,10050,140,1 
0704-0705,薩,1 ,91 ,,,,10163,140,2 
0706,藏,1 ,16 ,,,,10191,140,1 
0707,藐,1 ,11 ,,,,10192,140,1 
0708,蘊,1 ,2 ,,,,10232,140,1 
0709,處,1 ,21 ,,,,10270,141,1 
0710,虚,1 ,2 ,,,,10272,141,1 
0711,號,1 ,2 ,,,,10276,141,1 
0712,蜜,1 ,7 ,,,,10414,142,1 
0713-0714,行,1 ,51 ,,,,10614,144,2 
0715,覆,1 ,3 ,,,,10826,146,1 
0716-0717,見,1 ,62 ,,,,10831,147,2 
0718,覓,1 ,3 ,,,,10834,147,1 
0719,視,1 ,2 ,,,,10837,147,1 
0720,親,1 ,3 ,,,,10848,147,1 
0721,觀,1 ,18 ,,,,10859,147,1 
0722,解,1 ,24 ,,,,10875,148,1 
0723,言,1 ,41 ,,,,10890,149,1 
0724,訶,1 ,5 ,,,,10936,149,1 
0725,詣,1 ,16 ,,,,10974,149,1 
0726,語,1 ,5 ,,,,11017,149,1 
0727,誨,1 ,4 ,,,,11024,149,1 
0728,説,1 ,39 ,,,,11025,149,1 
0729,調,1 ,6 ,,,,11038,149,1 
0730,諦,1 ,2 ,,,,11072,149,1 
0731-0733,諸,1 ,106 ,,,,11085,149,3 
0734,謂,1 ,2 ,,,,11095,149,1 
0735,謗,1 ,2 ,,,,11116,149,1 
0736,識,1 ,18 ,,,,11171,149,1 
0737,議,1 ,2 ,,,,11195,149,1 
0738,護,1 ,5 ,,,,11200,149,1 
0739,貌,1 ,2 ,,,,11311,153,1 
0740,財,1 ,28 ,,,,11334,154,1 
0741,貧,1 ,2 ,,,,11338,154,1 
0742,貪,1 ,19 ,,,,11342,154,1 
0743,賢,1 ,11 ,,,,11397,154,1 
0744,起,1 ,6 ,,,,11461,156,1 
0745,超,1 ,2 ,,,,11467,156,1 
0746,趣,2 ,7 ,5 ,,,11485,156,1 
0747,足,1 ,20 ,,,,11495,157,1 
0748,路,1 ,2 ,,,,11548,157,1 
0749,踊,1 ,5 ,,,,11565,157,1 
0750,躍,1 ,3 ,,,,11689,157,1 
0751,身,1 ,32 ,,,,11715,158,1 
0752,輪,1 ,8 ,,,,11827,159,1 
0753,轉,1 ,6 ,,,,11856,159,1 
0754,辭,1 ,4 ,,,,11914,160,1 
0755,近,1 ,5 ,,,,11948,162,1 
0756,迦,1 ,3 ,,,,11960,162,1 
0757,迫,1 ,2 ,,,,11965,162,1 
0758,迷,1 ,5 ,,,,11974,162,1 
0759,退,1 ,7 ,,,,11982,162,1 
0760,通,1 ,4 ,,,,12000,162,1 
0761,速,1 ,5 ,,,,12003,162,1 
0762,逼,1 ,2 ,,,,12030,162,1 
0763,遇,1 ,3 ,,,,12040,162,1 
0764,遊,1 ,4 ,,,,12042,162,1 
0765,過,1 ,6 ,,,,12046,162,1 
0766,道,1 ,28 ,,,,12051,162,1 
0767,遶,1 ,5 ,,,,12092,162,1 
0768,邊,1 ,6 ,,,,12115,162,1 
0769,那,1 ,4 ,,,,12134,163,1 
0770,邪,1 ,6 ,,,,12139,163,1 
0771,重,1 ,4 ,,,,12373,166,1 
0772,野,1 ,2 ,,,,12374,166,1 
0773,量,1 ,14 ,,,,12376,166,1 
0774,金,1 ,4 ,,,,12380,167,1 
0775,長,1 ,10 ,,,,12698,168,1 
0776,門,1 ,38 ,,,,12709,169,1 
0777,開,1 ,6 ,,,,12716,169,1 
0778,間,1 ,12 ,,,,12724,169,1 
0779,閻,1 ,3 ,,,,12757,169,1 
0780,阿,1 ,14 ,,,,12830,170,1 
0781,陀,1 ,3 ,,,,12831,170,1 
0782,除,1 ,6 ,,,,12855,170,1 
0783,際,1 ,5 ,,,,12913,170,1 
0784,隨,1 ,14 ,,,,12927,170,1 
0785,險,1 ,7 ,,,,12929,170,1 
0786,離,2 ,44 ,4 ,,,13001,172,1 
0787,難,1 ,8 ,,,,13002,172,1 
0788,雨,1 ,4 ,,,,13012,173,1 
0789,雲,1 ,2 ,,,,13020,173,1 
0790,雷,1 ,2 ,,,,13023,173,1 
0791,震,1 ,3 ,,,,13036,173,1 
0792,靜,1 ,5 ,,,,13103,174,1 
0793,非,1 ,4 ,,,,13104,175,1 
0794,音,1 ,14 ,,,,13281,180,1 
0795,頂,1 ,8 ,,,,13296,181,1 
0796,須,1 ,11 ,,,,13304,181,1 
0797,頌,1 ,4 ,,,,13307,181,1 
0798,領,1 ,2 ,,,,13327,181,1 
0799,頭,1 ,2 ,,,,13346,181,1 
0800,願,1 ,29 ,,,,13391,181,1 
0801,類,1 ,2 ,,,,13398,181,1 
0802,風,1 ,2 ,,,,13423,182,1 
0803,養,1 ,7 ,,,,13551,184,1 
0804,餓,1 ,2 ,,,,13559,184,1 
0805,饒,1 ,2 ,,,,13641,184,1 
0806,首,1 ,3 ,,,,13661,185,1 
0807,香,1 ,4 ,,,,13667,186,1 
0808,高,1 ,4 ,,,,13940,189,1 
0809,鬼,1 ,2 ,,,,14061,194,1 
0810,魔,1 ,4 ,,,,14088,194,1 
0811,麗,1 ,2 ,,,,14645,198,1 
0812,黒,1 ,3 ,,,,14709,203,1 
0813,亦,2 ,16 ,9 ,,,00154,008,1 
0814-0816,善,2 ,108 ,14 ,,,01395,030,3 
0817,坐,2 ,3 ,2 ,,,01682,032,1 
0818,學,2 ,6 ,5 ,,,02293,039,1 
0819,廣,2 ,16 ,2 ,,,02993,053,1 
0820,悉,2 ,29 ,2 ,,,03312,061,1 
0821,愛,2 ,6 ,1 ,,,03405,061,1 
0822,提,2 ,22 ,4 ,,,03896,064,1 
0823,是,2 ,28 ,4 ,,,04512,072,1 
0824,樂,2 ,15 ,3 ,,,05279,075,1 
0825,歡,2 ,8 ,1 ,,,05639,076,1 
0826,正,2 ,17 ,5 ,,,05643,077,1 
0827,殺,2 ,2 ,1 ,,,05796,079,1 
0828,流,2 ,4 ,1 ,,,06151,085,1 
0829,珊,2 ,2 ,1 ,,,07284,096,1 
0830,甚,2 ,6 ,3 ,,,07457,099,1 
0831,當,2 ,6 ,3 ,,,07535,102,1 
0832,發,2 ,18 ,1 ,,,07707,105,1 
0833,福,2 ,4 ,3 ,,,08148,113,1 
0834,華,2 ,13 ,1 ,,,09921,140,1 
0835,萬,2 ,2 ,2 ,,,09954,140,1 
0836,覺,2 ,8 ,7 ,,,10856,147,1 
0837,遞,2 ,2 ,1 ,,,12068,162,1 
0838,脩,3 ,16 ,1 ,1 ,,09462,130,1 
