統合ID,文字,カード番号,字体数,用例数,部首
11402,賤,0212,0,1,154
11502,趺,0213,0,1,157
11618,蹈,0214,0,1,157
11744,軌,0215,0,1,159
11745,軍,0216,0,1,159
11831,11831,0217,0,1,159
11802,輕,0218,0,1,159
11918,辱,0219,0,1,161
11986,逆,0220,0,1,162
11993,逐,0221,0,1,162
12022,進,0222,0,1,162
12052,達,0223,0,1,162
12054,違,0224,0,1,162
12062,遙,0225,0,1,162
12070,遠,0226,0,1,162
12082,遭,0227,0,1,162
12083,遮,0228,0,1,162
12093,遷,0229,0,1,162
12102,遽,0230,0,1,162
12123,邑,0231,0,1,163
12176,部,0232,0,1,163
12188,都,0233,0,1,163
12371,釋,0234,0,1,165
12418,鈴,0235,0,1,167
12440,鉢,0236,0,1,167
12518,錢,0237,0,1,167
12528,錯,0238,0,1,167
12657,鐸,0239,0,1,167
12665,鑑,0240,0,1,167
12739,閣,0241,0,1,169
12748,12748,0242,0,1,169
12768,闇,0243,0,1,169
12800,闥,0244,0,1,169
12914,障,0245,0,1,170
12935,隱,0246,0,1,170
12963,集,0247,0,1,172
12997,雜,0248,0,1,172
13026,電,0249,0,1,173
13063,霧,0250,0,1,173
13092,靈,0251,0,1,173
13095,青,0252,0,1,174
13107,靡,0253,0,1,175
13108,面,0254,0,1,176
13176,13176,0255,0,1,177
13297,頃,0256,0,1,181
13302,順,0257,0,1,181
13359,頻,0258,0,1,181
13380,顏,0259,0,1,181
13395,顛,0260,0,1,181
13416,顯,0261,0,1,181
13542,飾,0262,0,1,184
13959,髮,0263,0,1,190
14039,鬱,0264,0,1,192
14361,鳥,0265,0,1,196
14659,14659,0266,0,1,198
14809,鼻,0267,0,1,209
14876,龍,0268,0,1,212
00001,一,0269,1,164,001
00007,三,0273,1,56,001
00008,上,0275,1,8,001
00009,下,0276,1,9,001
00013,不,0277,1,67,001
00025,世,0279,1,53,001
00051,中,0281,1,35,002
00070,主,0282,1,5,003
00078,乃,0283,1,10,004
00085,久,0284,1,5,004
00088,之,0285,1,20,004
00102,乘,0286,1,3,004
00125,了,0287,1,13,006
00128,事,0288,1,8,006
00133,云,0289,1,18,007
00135,五,0290,1,4,007
00168,人,0291,1,24,009
00175,今,0292,1,3,009
00183,他,0293,1,2,009
00193,令,0294,1,29,009
00194,以,0295,1,44,009
00199,仰,0296,1,4,009
00217,伏,0297,1,8,009
00243,位,0298,1,2,009
00245,住,0299,1,28,009
00250,何,0300,1,24,009
00255,佛,0301,1,119,009
00256,作,0304,1,23,009
00282,來,0305,1,39,009
00299,供,0306,1,7,009
00301,依,0307,1,5,009
00321,便,0308,1,10,009
00350,倶,0309,1,3,009
00373,倒,0310,1,2,009
00385,値,0311,1,2,009
00489,像,0312,1,2,009
00503,僧,0313,1,2,009
00520,億,0314,1,7,009
00562,充,0315,1,4,010
00566,先,0316,1,5,010
00567,光,0317,1,39,010
00570,免,0318,1,3,010
00582,入,0319,1,25,011
00585,内,0320,1,9,011
00594,八,0321,1,2,012
00597,六,0322,1,2,012
00599,共,0323,1,4,012
00605,其,0324,1,82,012
00606,具,0326,1,14,012
00646,冠,0327,1,3,014
00723,出,0328,1,24,017
00734,分,0329,1,10,018
00735,切,0330,1,127,018
00759,初,0333,1,2,018
00763,別,0334,1,10,018
00767,利,0335,1,8,018
00781,刹,0336,1,19,018
00789,則,0337,1,13,018
00794,前,0338,1,6,018
00803,剛,0339,1,2,018
00856,力,0340,1,19,019
00857,功,0341,1,15,019
00858,加,0342,1,2,019
00865,劫,0343,1,18,019
00881,勇,0344,1,3,019
00887,動,0345,1,8,019
00893,勝,0346,1,6,019
00900,勤,0347,1,6,019
00938,化,0348,1,7,021
00951,匝,0349,1,6,022
00985,十,0350,1,15,024
00987,千,0351,1,12,024
01010,南,0352,1,2,024
01016,博,0353,1,2,024
01049,即,0354,1,9,026
01058,厄,0355,1,2,027
01088,厭,0356,1,3,027
01101,去,0357,1,6,028
01108,又,0358,1,5,029
01111,及,0359,1,13,029
01112,友,0360,1,2,029
01127,取,0361,1,5,029
01128,受,0362,1,16,029
01142,古,0363,1,2,030
01154,可,0364,1,18,030
01168,各,0365,1,2,030
01170,合,0366,1,6,030
01174,同,0367,1,7,030
01175,名,0368,1,39,030
01197,含,0369,1,2,030
01215,吼,0370,1,2,030
01219,告,0371,1,11,030
01288,咸,0372,1,3,030
01305,哉,0373,1,4,030
01349,唯,0374,1,8,030
01369,問,0375,1,6,030
01412,喜,0376,1,9,030
01581,嚴,0377,1,23,030
01607,四,0378,1,3,031
01611,因,0379,1,2,031
01639,國,0380,1,9,031
01641,圍,0381,1,6,031
01645,圓,0382,1,3,031
01654,土,0383,1,6,032
01659,在,0384,1,25,032
01666,地,0385,1,21,032
01690,坦,0386,1,4,032
01726,垢,0387,1,3,032
01740,城,0388,1,16,032
01755,執,0389,1,3,032
01798,場,0390,1,2,032
01816,塔,0391,1,3,032
01831,塵,0392,1,18,032
01833,塹,0393,1,2,032
01839,境,0394,1,11,032
01853,増,0395,1,4,032
01863,墮,0396,1,2,032
01895,壞,0397,1,7,032
01903,士,0398,1,5,033
01938,多,0399,1,18,036
01939,夜,0400,1,12,036
01946,大,0401,1,54,037
01947,天,0403,1,15,037
01949,夫,0404,1,8,037
01981,奏,0405,1,2,037
02022,女,0406,1,15,038
02029,好,0407,1,4,038
02031,如,0408,1,63,038
02045,妙,0410,1,24,038
02061,妻,0411,1,2,038
02069,始,0412,1,4,038
02110,娑,0413,1,2,038
02142,婆,0414,1,17,038
02262,子,0415,1,66,039
02264,孔,0417,1,5,039
02267,字,0418,1,2,039
02306,宅,0419,1,7,040
02309,安,0420,1,13,040
02325,定,0421,1,4,040
02333,宣,0422,1,3,040
02342,宮,0423,1,3,040
02346,害,0424,1,4,040
02357,寂,0425,1,7,040
02383,察,0426,1,6,040
02407,寶,0427,1,29,040
02425,將,0428,1,2,041
02426,專,0429,1,2,041
02430,尋,0430,1,3,041
02436,導,0431,1,2,041
02464,就,0432,1,10,043
02469,尸,0433,1,2,044
02473,尼,0434,1,5,044
02482,居,0435,1,6,044
02515,屬,0436,1,2,044
02528,山,0437,1,13,046
02775,巧,0438,1,2,048
02780,差,0439,1,2,048
02783,已,0440,1,26,049
02800,布,0441,1,7,050
02835,師,0442,1,5,050
02847,常,0443,1,27,050
02882,幢,0444,1,6,050
02899,平,0445,1,8,051
02915,幾,0446,1,2,052
02932,底,0447,1,3,053
02944,度,0448,1,5,053
02946,座,0449,1,5,053
03008,廻,0450,1,2,054
03084,彌,0451,1,7,057
03101,形,0452,1,4,059
03124,彼,0453,1,54,060
03128,往,0455,1,17,060
03145,得,0456,1,61,060
03151,從,0458,1,9,060
03157,03157,0459,1,19,060
03159,復,0460,1,9,060
03165,微,0461,1,15,060
03172,徳,0462,1,21,060
03173,徹,0463,1,2,060
03179,心,0464,1,41,061
03180,必,0465,1,2,061
03214,念,0466,1,35,061
03233,怖,0467,1,24,061
03235,怙,0468,1,2,061
03239,思,0469,1,6,061
03244,性,0470,1,3,061
03245,怨,0471,1,2,061
03267,恆,0472,1,4,061
03272,恐,0473,1,2,061
03292,恩,0474,1,2,061
03297,恭,0475,1,3,061
03298,息,0476,1,3,061
03326,悟,0477,1,5,061
03329,患,0478,1,2,061
03335,悲,0479,1,12,061
03355,惑,0480,1,6,061
03365,惟,0481,1,3,061
03367,惡,0482,1,16,061
03372,惱,0483,1,7,061
03373,想,0484,1,12,061
03395,意,0485,1,8,061
03438,慇,0486,1,4,061
03439,慈,0487,1,2,061
03462,慧,0488,1,20,061
03486,憂,0489,1,7,061
03534,憶,0490,1,9,061
03544,懃,0491,1,2,061
03550,應,0492,1,18,061
03610,成,0493,1,24,062
03611,我,0494,1,108,062
03617,或,0497,1,18,062
03647,所,0498,1,66,063
03690,承,0500,1,4,064
03757,拘,0501,1,3,064
03780,持,0502,1,13,064
03785,按,0503,1,2,064
03799,振,0504,1,2,064
03835,捨,0505,1,4,064
03858,掌,0506,1,6,064
04008,摧,0507,1,3,064
04009,摩,0508,1,11,064
04192,攝,0509,1,13,064
04233,放,0510,1,6,066
04243,故,0511,1,5,066
04261,教,0512,1,13,066
04263,救,0513,1,7,066
04280,散,0514,1,3,066
04286,敬,0515,1,5,066
04298,數,0516,1,22,066
04319,變,0517,1,4,066
04321,文,0518,1,4,067
04381,斷,0519,1,3,069
04385,方,0520,1,24,070
04389,於,0521,1,62,070
04391,施,0523,1,5,070
04442,既,0524,1,3,071
04446,日,0525,1,3,072
04485,明,0526,1,33,072
04489,易,0527,1,2,072
04490,昔,0528,1,3,072
04499,星,0529,1,2,072
04500,映,0530,1,3,072
04505,昧,0531,1,22,072
04523,時,0532,1,39,072
04557,普,0533,1,36,072
04569,智,0534,1,40,072
04591,暗,0535,1,12,072
04603,暫,0536,1,6,072
04636,曜,0537,1,2,072
04650,曰,0538,1,4,073
04661,曾,0539,1,3,073
04667,會,0540,1,3,073
04673,月,0541,1,10,074
04674,有,0542,1,72,074
04711,未,0544,1,8,075
04713,本,0545,1,2,075
04765,東,0546,1,3,075
04803,林,0547,1,9,075
04806,果,0548,1,6,075
04918,栴,0549,1,3,075
04922,根,0550,1,18,075
05010,梵,0551,1,2,075
05152,業,0552,1,5,075
05161,極,0553,1,2,075
05228,槃,0554,1,6,075
05323,樹,0555,1,12,075
05391,檀,0556,1,3,075
05558,次,0557,1,9,076
05580,欲,0558,1,31,076
05644,此,0559,1,67,077
05645,歩,0561,1,2,077
05686,死,0562,1,7,078
05717,殊,0563,1,6,078
05809,殿,0564,1,3,079
05812,毀,0565,1,2,079
05834,母,0566,1,3,080
05841,比,0567,1,4,081
05845,毘,0568,1,3,081
05850,毛,0569,1,6,082
05952,水,0570,1,4,085
05964,求,0571,1,8,085
05983,汝,0572,1,33,085
05986,池,0573,1,2,085
06003,決,0574,1,6,085
06031,沙,0575,1,4,085
06045,河,0576,1,2,085
06053,沼,0577,1,2,085
06063,泉,0578,1,2,085
06074,法,0579,1,70,085
06086,波,0581,1,3,085
06175,浮,0582,1,2,085
06182,海,0583,1,13,085
06189,涅,0584,1,6,085
06272,淨,0585,1,40,085
06285,深,0586,1,6,085
06290,清,0587,1,23,085
06432,滅,0588,1,7,085
06476,滿,0589,1,12,085
06490,演,0590,1,6,085
06517,漸,0591,1,4,085
06641,濟,0592,1,2,085
06872,無,0593,1,76,086
06885,然,0595,1,6,086
06918,照,0596,1,12,086
06921,煩,0597,1,5,086
06949,熟,0598,1,4,086
06971,燈,0599,1,2,086
07032,爲,0600,1,52,087
07035,父,0602,1,3,088
07043,爾,0603,1,16,089
07080,物,0604,1,3,093
07180,猛,0605,1,3,094
07203,猶,0606,1,4,094
07212,獄,0607,1,2,094
07241,獲,0608,1,5,094
07262,王,0609,1,20,096
07287,珍,0610,1,3,096
07290,珞,0611,1,3,096
07304,現,0612,1,30,096
07397,瓔,0613,1,3,096
07461,生,0614,1,119,100
07483,男,0617,1,45,102
07501,界,0618,1,45,102
07503,畏,0619,1,4,102
07508,留,0620,1,2,102
07513,畜,0621,1,2,102
07520,畢,0622,1,2,102
07530,異,0623,1,2,102
07591,疾,0624,1,2,104
07598,病,0625,1,2,104
07709,白,0626,1,9,106
07710,百,0627,1,11,106
07717,皆,0628,1,27,106
07758,盈,0629,1,2,108
07759,益,0630,1,2,108
07779,盡,0631,1,5,108
07785,盧,0632,1,2,108
07790,目,0633,1,5,109
07799,直,0634,1,2,109
07801,相,0635,1,13,109
07828,眠,0636,1,2,109
07839,眷,0637,1,2,109
07843,眼,0638,1,8,109
07844,衆,0639,1,95,109
07898,瞬,0641,1,3,109
07907,瞻,0642,1,4,109
07941,知,0643,1,44,111
07954,石,0644,1,2,112
07986,破,0645,1,5,112
08077,礙,0646,1,6,112
08097,示,0647,1,20,113
08124,神,0648,1,31,113
08165,禮,0649,1,9,113
08239,稠,0650,1,3,115
08244,種,0651,1,27,115
08248,稱,0652,1,4,115
08293,究,0653,1,2,116
08296,空,0654,1,6,116
08329,窮,0655,1,3,116
08354,立,0656,1,3,117
08365,竟,0657,1,4,117
08371,童,0658,1,20,117
08375,竭,0659,1,3,117
08376,端,0660,1,2,117
08412,第,0661,1,6,118
08426,等,0662,1,23,118
08437,答,0663,1,3,118
08779,細,0664,1,2,120
08807,結,0665,1,2,120
08856,經,0666,1,2,120
08885,網,0667,1,3,120
08963,縛,0668,1,2,120
09020,繞,0669,1,6,120
09061,續,0670,1,3,120
09064,纏,0671,1,2,120
09144,羅,0672,1,24,122
09155,美,0673,1,2,123
09177,義,0674,1,2,123
09250,老,0675,1,2,125
09255,者,0676,1,41,125
09264,而,0677,1,48,126
09286,耨,0678,1,11,127
09290,耳,0679,1,2,128
09308,聖,0680,1,15,128
09314,聚,0681,1,3,128
09315,聞,0682,1,17,128
09328,聲,0683,1,8,128
09335,聽,0684,1,3,128
09429,能,0685,1,43,130
09463,脱,0686,1,21,130
09602,自,0687,1,30,132
09610,至,0688,1,12,133
09629,與,0689,1,6,134
09638,舍,0690,1,3,135
09643,舒,0691,1,2,135
09665,般,0692,1,6,137
09716,色,0693,1,7,139
09788,若,0694,1,23,140
09789,苦,0695,1,12,140
09869,莊,0696,1,15,140
09919,菩,0697,1,106,140
09961,落,0700,1,2,140
09966,葉,0701,1,2,140
09972,著,0702,1,9,140
10050,蓮,0703,1,3,140
10163,薩,0704,1,91,140
10191,藏,0706,1,16,140
10192,藐,0707,1,11,140
10232,蘊,0708,1,2,140
10270,處,0709,1,21,141
10272,虚,0710,1,2,141
10276,號,0711,1,2,141
10414,蜜,0712,1,7,142
10614,行,0713,1,51,144
10826,覆,0715,1,3,146
10831,見,0716,1,62,147
10834,覓,0718,1,3,147
10837,視,0719,1,2,147
10848,親,0720,1,3,147
10859,觀,0721,1,18,147
10875,解,0722,1,24,148
10890,言,0723,1,41,149
10936,訶,0724,1,5,149
10974,詣,0725,1,16,149
11017,語,0726,1,5,149
11024,誨,0727,1,4,149
11025,説,0728,1,39,149
11038,調,0729,1,6,149
11072,諦,0730,1,2,149
11085,諸,0731,1,106,149
11095,謂,0734,1,2,149
11116,謗,0735,1,2,149
11171,識,0736,1,18,149
11195,議,0737,1,2,149
11200,護,0738,1,5,149
11311,貌,0739,1,2,153
11334,財,0740,1,28,154
11338,貧,0741,1,2,154
11342,貪,0742,1,19,154
11397,賢,0743,1,11,154
11461,起,0744,1,6,156
11467,超,0745,1,2,156
11485,趣,0746a,2,7,156
11485b,趣,0746b,2,5,156
11495,足,0747,1,20,157
11548,路,0748,1,2,157
11565,踊,0749,1,5,157
11689,躍,0750,1,3,157
11715,身,0751,1,32,158
11827,輪,0752,1,8,159
11856,轉,0753,1,6,159
11914,辭,0754,1,4,160
11948,近,0755,1,5,162
11960,迦,0756,1,3,162
11965,迫,0757,1,2,162
11974,迷,0758,1,5,162
11982,退,0759,1,7,162
12000,通,0760,1,4,162
12003,速,0761,1,5,162
12030,逼,0762,1,2,162
12040,遇,0763,1,3,162
12042,遊,0764,1,4,162
12046,過,0765,1,6,162
12051,道,0766,1,28,162
12092,遶,0767,1,5,162
12115,邊,0768,1,6,162
12134,那,0769,1,4,163
12139,邪,0770,1,6,163
12373,重,0771,1,4,166
12374,野,0772,1,2,166
12376,量,0773,1,14,166
12380,金,0774,1,4,167
12698,長,0775,1,10,168
12709,門,0776,1,38,169
12716,開,0777,1,6,169
12724,間,0778,1,12,169
12757,閻,0779,1,3,169
12830,阿,0780,1,14,170
12831,陀,0781,1,3,170
12855,除,0782,1,6,170
12913,際,0783,1,5,170
12927,隨,0784,1,14,170
12929,險,0785,1,7,170
13001,離,0786a,2,44,172
13001b,離,0786b,2,4,172
13002,難,0787,1,8,172
13012,雨,0788,1,4,173
13020,雲,0789,1,2,173
13023,雷,0790,1,2,173
13036,震,0791,1,3,173
13103,靜,0792,1,5,174
13104,非,0793,1,4,175
13281,音,0794,1,14,180
13296,頂,0795,1,8,181
13304,須,0796,1,11,181
13307,頌,0797,1,4,181
13327,領,0798,1,2,181
13346,頭,0799,1,2,181
13391,願,0800,1,29,181
13398,類,0801,1,2,181
13423,風,0802,1,2,182
13551,養,0803,1,7,184
13559,餓,0804,1,2,184
13641,饒,0805,1,2,184
13661,首,0806,1,3,185
13667,香,0807,1,4,186
13940,高,0808,1,4,189
14061,鬼,0809,1,2,194
14088,魔,0810,1,4,194
14645,麗,0811,1,2,198
14709,黒,0812,1,3,203
00154,亦,0813a,2,16,008
00154b,亦,0813b,2,9,008
01395,善,0814a,2,108,030
01395b,善,0814b,2,14,030
01682,坐,0817a,2,3,032
01682b,坐,0817b,2,2,032
02293,學,0818a,2,6,039
02293b,學,0818b,2,5,039
02993,廣,0819a,2,16,053
02993b,廣,0819b,2,2,053
03312,悉,0820a,2,29,061
03312b,悉,0820b,2,2,061
03405,愛,0821a,2,6,061
03405b,愛,0821b,2,1,061
03896,提,0822a,2,22,064
03896b,提,0822b,2,4,064
04512,是,0823a,2,28,072
04512b,是,0823b,2,4,072
05279,樂,0824a,2,15,075
05279b,樂,0824b,2,3,075
05639,歡,0825a,2,8,076
05639b,歡,0825b,2,1,076
05643,正,0826a,2,17,077
05643b,正,0826b,2,5,077
05796,殺,0827a,2,2,079
05796b,殺,0827b,2,1,079
06151,流,0828a,2,4,085
06151b,流,0828b,2,1,085
07284,珊,0829a,2,2,096
07284b,珊,0829b,2,1,096
07457,甚,0830a,2,6,099
07457b,甚,0830b,2,3,099
07535,當,0831a,2,6,102
07535b,當,0831b,2,3,102
07707,發,0832a,2,18,105
07707b,發,0832b,2,1,105
08148,福,0833a,2,4,113
08148b,福,0833b,2,3,113
09921,華,0834a,2,13,140
09921b,華,0834b,2,1,140
09954,萬,0835a,2,2,140
09954b,萬,0835b,2,2,140
10856,覺,0836a,2,8,147
10856b,覺,0836b,2,7,147
12068,遞,0837a,2,2,162
12068b,遞,0837b,2,1,162
09462,脩,0838a,3,16,130
09462b,脩,0838b,3,1,130
09462c,脩,0838c,3,1,130
