統合ID,文字,カード番号,字体数,用例数,部首,枚数,
13542,飾,0262,0 ,1 ,184,1 ,
13959,髮,0263,0 ,1 ,190,1 ,
14039,鬱,0264,0 ,1 ,192,1 ,
14361,鳥,0265,0 ,1 ,196,1 ,
14659,14659,0266,0 ,1 ,198,1 ,
14809,鼻,0267,0 ,1 ,209,1 ,
14876,龍,0268,0 ,1 ,212,1 ,
00001,一,0269,1 ,164 ,001,4 ,
00007,三,0273,1 ,56 ,001,2 ,
00008,上,0275,1 ,8 ,001,1 ,
00009,下,0276,1 ,9 ,001,1 ,
00013,不,0277,1 ,67 ,001,2 ,
00025,世,0279,1 ,53 ,001,2 ,
00051,中,0281,1 ,35 ,002,1 ,
00070,主,0282,1 ,5 ,003,1 ,
00078,乃,0283,1 ,10 ,004,1 ,
00085,久,0284,1 ,5 ,004,1 ,
00088,之,0285,1 ,20 ,004,1 ,
00102,乘,0286,1 ,3 ,004,1 ,
00125,了,0287,1 ,13 ,006,1 ,
00128,事,0288,1 ,8 ,006,1 ,
00133,云,0289,1 ,18 ,007,1 ,
00135,五,0290,1 ,4 ,007,1 ,
00168,人,0291,1 ,24 ,009,1 ,
00175,今,0292,1 ,3 ,009,1 ,
00183,他,0293,1 ,2 ,009,1 ,
00193,令,0294,1 ,29 ,009,1 ,
00194,以,0295,1 ,44 ,009,1 ,
00199,仰,0296,1 ,4 ,009,1 ,
00217,伏,0297,1 ,8 ,009,1 ,
00243,位,0298,1 ,2 ,009,1 ,
00245,住,0299,1 ,28 ,009,1 ,
00250,何,0300,1 ,24 ,009,1 ,
00255,佛,0301,1 ,119 ,009,3 ,
00256,作,0304,1 ,23 ,009,1 ,
00282,來,0305,1 ,39 ,009,1 ,
00299,供,0306,1 ,7 ,009,1 ,
00301,依,0307,1 ,5 ,009,1 ,
00321,便,0308,1 ,10 ,009,1 ,
00350,倶,0309,1 ,3 ,009,1 ,
00373,倒,0310,1 ,2 ,009,1 ,
00385,値,0311,1 ,2 ,009,1 ,
00489,像,0312,1 ,2 ,009,1 ,
00503,僧,0313,1 ,2 ,009,1 ,
00520,億,0314,1 ,7 ,009,1 ,
00562,充,0315,1 ,4 ,010,1 ,
00566,先,0316,1 ,5 ,010,1 ,
00567,光,0317,1 ,39 ,010,1 ,
00570,免,0318,1 ,3 ,010,1 ,
00582,入,0319,1 ,25 ,011,1 ,
00585,内,0320,1 ,9 ,011,1 ,
00594,八,0321,1 ,2 ,012,1 ,
00597,六,0322,1 ,2 ,012,1 ,
00599,共,0323,1 ,4 ,012,1 ,
00605,其,0324,1 ,82 ,012,2 ,
00606,具,0326,1 ,14 ,012,1 ,
00646,冠,0327,1 ,3 ,014,1 ,
00723,出,0328,1 ,24 ,017,1 ,
00734,分,0329,1 ,10 ,018,1 ,
00735,切,0330,1 ,127 ,018,3 ,
00759,初,0333,1 ,2 ,018,1 ,
00763,別,0334,1 ,10 ,018,1 ,
00767,利,0335,1 ,8 ,018,1 ,
00781,刹,0336,1 ,19 ,018,1 ,
00789,則,0337,1 ,13 ,018,1 ,
00794,前,0338,1 ,6 ,018,1 ,
00803,剛,0339,1 ,2 ,018,1 ,
00856,力,0340,1 ,19 ,019,1 ,
00857,功,0341,1 ,15 ,019,1 ,
00858,加,0342,1 ,2 ,019,1 ,
00865,劫,0343,1 ,18 ,019,1 ,
00881,勇,0344,1 ,3 ,019,1 ,
00887,動,0345,1 ,8 ,019,1 ,
00893,勝,0346,1 ,6 ,019,1 ,
00900,勤,0347,1 ,6 ,019,1 ,
00938,化,0348,1 ,7 ,021,1 ,
00951,匝,0349,1 ,6 ,022,1 ,
00985,十,0350,1 ,15 ,024,1 ,
00987,千,0351,1 ,12 ,024,1 ,
01010,南,0352,1 ,2 ,024,1 ,
01016,博,0353,1 ,2 ,024,1 ,
01049,即,0354,1 ,9 ,026,1 ,
01058,厄,0355,1 ,2 ,027,1 ,
01088,厭,0356,1 ,3 ,027,1 ,
01101,去,0357,1 ,6 ,028,1 ,
01108,又,0358,1 ,5 ,029,1 ,
01111,及,0359,1 ,13 ,029,1 ,
01112,友,0360,1 ,2 ,029,1 ,
01127,取,0361,1 ,5 ,029,1 ,
01128,受,0362,1 ,16 ,029,1 ,
01142,古,0363,1 ,2 ,030,1 ,
01154,可,0364,1 ,18 ,030,1 ,
01168,各,0365,1 ,2 ,030,1 ,
01170,合,0366,1 ,6 ,030,1 ,
01174,同,0367,1 ,7 ,030,1 ,
01175,名,0368,1 ,39 ,030,1 ,
01197,含,0369,1 ,2 ,030,1 ,
01215,吼,0370,1 ,2 ,030,1 ,
01219,告,0371,1 ,11 ,030,1 ,
01288,咸,0372,1 ,3 ,030,1 ,
01305,哉,0373,1 ,4 ,030,1 ,
01349,唯,0374,1 ,8 ,030,1 ,
01369,問,0375,1 ,6 ,030,1 ,
01412,喜,0376,1 ,9 ,030,1 ,
01581,嚴,0377,1 ,23 ,030,1 ,
01607,四,0378,1 ,3 ,031,1 ,
01611,因,0379,1 ,2 ,031,1 ,
01639,國,0380,1 ,9 ,031,1 ,
01641,圍,0381,1 ,6 ,031,1 ,
01645,圓,0382,1 ,3 ,031,1 ,
01654,土,0383,1 ,6 ,032,1 ,
01659,在,0384,1 ,25 ,032,1 ,
01666,地,0385,1 ,21 ,032,1 ,
01690,坦,0386,1 ,4 ,032,1 ,
01726,垢,0387,1 ,3 ,032,1 ,
01740,城,0388,1 ,16 ,032,1 ,
01755,執,0389,1 ,3 ,032,1 ,
01798,場,0390,1 ,2 ,032,1 ,
01816,塔,0391,1 ,3 ,032,1 ,
01831,塵,0392,1 ,18 ,032,1 ,
01833,塹,0393,1 ,2 ,032,1 ,
01839,境,0394,1 ,11 ,032,1 ,
01853,増,0395,1 ,4 ,032,1 ,
01863,墮,0396,1 ,2 ,032,1 ,
01895,壞,0397,1 ,7 ,032,1 ,
01903,士,0398,1 ,5 ,033,1 ,
01938,多,0399,1 ,18 ,036,1 ,
01939,夜,0400,1 ,12 ,036,1 ,
01946,大,0401,1 ,54 ,037,2 ,
01947,天,0403,1 ,15 ,037,1 ,
01949,夫,0404,1 ,8 ,037,1 ,
01981,奏,0405,1 ,2 ,037,1 ,
02022,女,0406,1 ,15 ,038,1 ,
02029,好,0407,1 ,4 ,038,1 ,
02031,如,0408,1 ,63 ,038,2 ,
02045,妙,0410,1 ,24 ,038,1 ,
02061,妻,0411,1 ,2 ,038,1 ,
02069,始,0412,1 ,4 ,038,1 ,
02110,娑,0413,1 ,2 ,038,1 ,
02142,婆,0414,1 ,17 ,038,1 ,
02262,子,0415,1 ,66 ,039,2 ,
02264,孔,0417,1 ,5 ,039,1 ,
02267,字,0418,1 ,2 ,039,1 ,
02306,宅,0419,1 ,7 ,040,1 ,
02309,安,0420,1 ,13 ,040,1 ,
02325,定,0421,1 ,4 ,040,1 ,
02333,宣,0422,1 ,3 ,040,1 ,
02342,宮,0423,1 ,3 ,040,1 ,
02346,害,0424,1 ,4 ,040,1 ,
02357,寂,0425,1 ,7 ,040,1 ,
02383,察,0426,1 ,6 ,040,1 ,
02407,寶,0427,1 ,29 ,040,1 ,
02425,將,0428,1 ,2 ,041,1 ,
02426,專,0429,1 ,2 ,041,1 ,
02430,尋,0430,1 ,3 ,041,1 ,
02436,導,0431,1 ,2 ,041,1 ,
02464,就,0432,1 ,10 ,043,1 ,
02469,尸,0433,1 ,2 ,044,1 ,
02473,尼,0434,1 ,5 ,044,1 ,
02482,居,0435,1 ,6 ,044,1 ,
02515,屬,0436,1 ,2 ,044,1 ,
02528,山,0437,1 ,13 ,046,1 ,
02775,巧,0438,1 ,2 ,048,1 ,
02780,差,0439,1 ,2 ,048,1 ,
02783,已,0440,1 ,26 ,049,1 ,
02800,布,0441,1 ,7 ,050,1 ,
02835,師,0442,1 ,5 ,050,1 ,
02847,常,0443,1 ,27 ,050,1 ,
02882,幢,0444,1 ,6 ,050,1 ,
02899,平,0445,1 ,8 ,051,1 ,
02915,幾,0446,1 ,2 ,052,1 ,
02932,底,0447,1 ,3 ,053,1 ,
02944,度,0448,1 ,5 ,053,1 ,
02946,座,0449,1 ,5 ,053,1 ,
03008,廻,0450,1 ,2 ,054,1 ,
03084,彌,0451,1 ,7 ,057,1 ,
03101,形,0452,1 ,4 ,059,1 ,
03124,彼,0453,1 ,54 ,060,2 ,
03128,往,0455,1 ,17 ,060,1 ,
03145,得,0456,1 ,61 ,060,2 ,
03151,從,0458,1 ,9 ,060,1 ,
03157,03157,0459,1 ,19 ,060,1 ,
03159,復,0460,1 ,9 ,060,1 ,
03165,微,0461,1 ,15 ,060,1 ,
03172,徳,0462,1 ,21 ,060,1 ,
03173,徹,0463,1 ,2 ,060,1 ,
03179,心,0464,1 ,41 ,061,1 ,
03180,必,0465,1 ,2 ,061,1 ,
03214,念,0466,1 ,35 ,061,1 ,
03233,怖,0467,1 ,24 ,061,1 ,
03235,怙,0468,1 ,2 ,061,1 ,
03239,思,0469,1 ,6 ,061,1 ,
03244,性,0470,1 ,3 ,061,1 ,
03245,怨,0471,1 ,2 ,061,1 ,
03267,恆,0472,1 ,4 ,061,1 ,
03272,恐,0473,1 ,2 ,061,1 ,
03292,恩,0474,1 ,2 ,061,1 ,
03297,恭,0475,1 ,3 ,061,1 ,
03298,息,0476,1 ,3 ,061,1 ,
03326,悟,0477,1 ,5 ,061,1 ,
03329,患,0478,1 ,2 ,061,1 ,
03335,悲,0479,1 ,12 ,061,1 ,
03355,惑,0480,1 ,6 ,061,1 ,
03365,惟,0481,1 ,3 ,061,1 ,
03367,惡,0482,1 ,16 ,061,1 ,
03372,惱,0483,1 ,7 ,061,1 ,
03373,想,0484,1 ,12 ,061,1 ,
03395,意,0485,1 ,8 ,061,1 ,
03438,慇,0486,1 ,4 ,061,1 ,
03439,慈,0487,1 ,2 ,061,1 ,
03462,慧,0488,1 ,20 ,061,1 ,
03486,憂,0489,1 ,7 ,061,1 ,
03534,憶,0490,1 ,9 ,061,1 ,
03544,懃,0491,1 ,2 ,061,1 ,
03550,應,0492,1 ,18 ,061,1 ,
03610,成,0493,1 ,24 ,062,1 ,
03611,我,0494,1 ,108 ,062,3 ,
03617,或,0497,1 ,18 ,062,1 ,
03647,所,0498,1 ,66 ,063,2 ,
03690,承,0500,1 ,4 ,064,1 ,
03757,拘,0501,1 ,3 ,064,1 ,
03780,持,0502,1 ,13 ,064,1 ,
03785,按,0503,1 ,2 ,064,1 ,
03799,振,0504,1 ,2 ,064,1 ,
03835,捨,0505,1 ,4 ,064,1 ,
03858,掌,0506,1 ,6 ,064,1 ,
04008,摧,0507,1 ,3 ,064,1 ,
04009,摩,0508,1 ,11 ,064,1 ,
04192,攝,0509,1 ,13 ,064,1 ,
04233,放,0510,1 ,6 ,066,1 ,
04243,故,0511,1 ,5 ,066,1 ,
04261,教,0512,1 ,13 ,066,1 ,
04263,救,0513,1 ,7 ,066,1 ,
04280,散,0514,1 ,3 ,066,1 ,
04286,敬,0515,1 ,5 ,066,1 ,
04298,數,0516,1 ,22 ,066,1 ,
04319,變,0517,1 ,4 ,066,1 ,
04321,文,0518,1 ,4 ,067,1 ,
04381,斷,0519,1 ,3 ,069,1 ,
04385,方,0520,1 ,24 ,070,1 ,
04389,於,0521,1 ,62 ,070,2 ,
04391,施,0523,1 ,5 ,070,1 ,
04442,既,0524,1 ,3 ,071,1 ,
04446,日,0525,1 ,3 ,072,1 ,
04485,明,0526,1 ,33 ,072,1 ,
04489,易,0527,1 ,2 ,072,1 ,
04490,昔,0528,1 ,3 ,072,1 ,
04499,星,0529,1 ,2 ,072,1 ,
04500,映,0530,1 ,3 ,072,1 ,
04505,昧,0531,1 ,22 ,072,1 ,
04523,時,0532,1 ,39 ,072,1 ,
04557,普,0533,1 ,36 ,072,1 ,
04569,智,0534,1 ,40 ,072,1 ,
04591,暗,0535,1 ,12 ,072,1 ,
04603,暫,0536,1 ,6 ,072,1 ,
04636,曜,0537,1 ,2 ,072,1 ,
04650,曰,0538,1 ,4 ,073,1 ,
04661,曾,0539,1 ,3 ,073,1 ,
04667,會,0540,1 ,3 ,073,1 ,
04673,月,0541,1 ,10 ,074,1 ,
04674,有,0542,1 ,72 ,074,2 ,
04711,未,0544,1 ,8 ,075,1 ,
04713,本,0545,1 ,2 ,075,1 ,
04765,東,0546,1 ,3 ,075,1 ,
04803,林,0547,1 ,9 ,075,1 ,
04806,果,0548,1 ,6 ,075,1 ,
04918,栴,0549,1 ,3 ,075,1 ,
04922,根,0550,1 ,18 ,075,1 ,
05010,梵,0551,1 ,2 ,075,1 ,
05152,業,0552,1 ,5 ,075,1 ,
05161,極,0553,1 ,2 ,075,1 ,
05228,槃,0554,1 ,6 ,075,1 ,
05323,樹,0555,1 ,12 ,075,1 ,
05391,檀,0556,1 ,3 ,075,1 ,
05558,次,0557,1 ,9 ,076,1 ,
05580,欲,0558,1 ,31 ,076,1 ,
05644,此,0559,1 ,67 ,077,2 ,
05645,歩,0561,1 ,2 ,077,1 ,
05686,死,0562,1 ,7 ,078,1 ,
05717,殊,0563,1 ,6 ,078,1 ,
05809,殿,0564,1 ,3 ,079,1 ,
05812,毀,0565,1 ,2 ,079,1 ,
05834,母,0566,1 ,3 ,080,1 ,
05841,比,0567,1 ,4 ,081,1 ,
05845,毘,0568,1 ,3 ,081,1 ,
05850,毛,0569,1 ,6 ,082,1 ,
05952,水,0570,1 ,4 ,085,1 ,
05964,求,0571,1 ,8 ,085,1 ,
05983,汝,0572,1 ,33 ,085,1 ,
05986,池,0573,1 ,2 ,085,1 ,
06003,決,0574,1 ,6 ,085,1 ,
06031,沙,0575,1 ,4 ,085,1 ,
06045,河,0576,1 ,2 ,085,1 ,
06053,沼,0577,1 ,2 ,085,1 ,
06063,泉,0578,1 ,2 ,085,1 ,
06074,法,0579,1 ,70 ,085,2 ,
06086,波,0581,1 ,3 ,085,1 ,
06175,浮,0582,1 ,2 ,085,1 ,
06182,海,0583,1 ,13 ,085,1 ,
06189,涅,0584,1 ,6 ,085,1 ,
06272,淨,0585,1 ,40 ,085,1 ,
06285,深,0586,1 ,6 ,085,1 ,
06290,清,0587,1 ,23 ,085,1 ,
06432,滅,0588,1 ,7 ,085,1 ,
06476,滿,0589,1 ,12 ,085,1 ,
06490,演,0590,1 ,6 ,085,1 ,
06517,漸,0591,1 ,4 ,085,1 ,
06641,濟,0592,1 ,2 ,085,1 ,
06872,無,0593,1 ,76 ,086,2 ,
06885,然,0595,1 ,6 ,086,1 ,
06918,照,0596,1 ,12 ,086,1 ,
06921,煩,0597,1 ,5 ,086,1 ,
06949,熟,0598,1 ,4 ,086,1 ,
06971,燈,0599,1 ,2 ,086,1 ,
07032,爲,0600,1 ,52 ,087,2 ,
07035,父,0602,1 ,3 ,088,1 ,
07043,爾,0603,1 ,16 ,089,1 ,
07080,物,0604,1 ,3 ,093,1 ,
07180,猛,0605,1 ,3 ,094,1 ,
07203,猶,0606,1 ,4 ,094,1 ,
07212,獄,0607,1 ,2 ,094,1 ,
07241,獲,0608,1 ,5 ,094,1 ,
07262,王,0609,1 ,20 ,096,1 ,
07287,珍,0610,1 ,3 ,096,1 ,
07290,珞,0611,1 ,3 ,096,1 ,
07304,現,0612,1 ,30 ,096,1 ,
07397,瓔,0613,1 ,3 ,096,1 ,
07461,生,0614,1 ,119 ,100,3 ,
07483,男,0617,1 ,45 ,102,1 ,
