カード番号,文字,字体数,用例数1,用例数2,用例数3,大字典番号,部首番号
0224,作,1,20,,,00256,009
0225,使,1,5,,,00279,009
0226,來,1,25,,,00282,009
0227,供,1,10,,,00299,009
0228,依,1,18,,,00301,009
0229,便,1,32,,,00321,009
0230,信,1,3,,,00345,009
0231,倒,1,3,,,00373,009
0232,備,1,3,,,00455,009
0233,僧,1,2,,,00503,009
0234,億,1,2,,,00520,009
0235,偈,1,8,,,00406,009
0236,先,1,2,,,00566,010
0237,光,1,5,,,00567,010
0238,入,1,40,,,00582,011
0239,内,1,2,,,00585,011
0240,八,1,7,,,00594,012
0241,共,1,5,,,00599,012
0242,其,1,7,,,00605,012
0243,具,1,3,,,00606,012
0244,凡,1,7,,,00701,016
0245,出,1,19,,,00723,017
0246,分,1,6,,,00734,018
0247,切,1,35,,,00735,018
0248,別,1,4,,,00763,018
0249,利,1,14,,,00767,018
0250,到,1,3,,,00769,018
0251,則,1,20,,,00789,018
0252,前,1,6,,,00794,018
0253,力,1,17,,,00856,019
0254,功,1,40,,,00857,019
0255,劫,1,3,,,00865,019
0256,動,1,8,,,00887,019
0257,勝,1,6,,,00893,019
0258,化,1,27,,,00938,021
0259,十,1,18,,,00985,024
0260,千,1,2,,,00987,024
0261,即,1,32,,,01049,026
0262,去,1,2,,,01101,028
0263,又,1,11,,,01108,029
0264,及,1,5,,,01111,029
0265,取,1,14,,,01127,029
0266,受,1,7,,,01128,029
0267,口,1,3,,,01141,030
0268,句,1,19,,,01143,030
0269,可,1,20,,,01154,030
0270,問,1,3,,,01369,030
0271,同,1,8,,,01174,030
0272,名,1,49,,,01175,030
0273,向,1,27,,,01179,030
0274,味,1,8,,,01242,030
0275,命,1,2,,,01252,030
0276,咸,1,2,,,01288,030
0277,品,1,2,,,01296,030
0278,唯,1,2,,,01349,030
0279,善,1,9,,,01395,030
0280,喩,1,2,,,01421,030
0281,器,1,10,,,01523,030
0282,嚴,1,33,,,01581,030
0283,嘆,1,5,,,01466,030
0284,四,1,17,,,01607,031
0285,回,1,20,,,01609,031
0286,因,1,8,,,01611,031
0287,國,1,35,,,01639,031
0288,園,1,4,,,01644,031
0289,土,1,41,,,01654,032
0290,在,1,12,,,01659,032
0291,地,1,30,,,01666,032
0292,垢,1,4,,,01726,032
0293,城,1,2,,,01740,032
0294,堅,1,2,,,01767,032
0295,堪,1,2,,,01789,032
0296,報,1,4,,,01796,032
0297,増,1,4,,,01853,032
0298,壽,1,3,,,01913,033
0299,外,1,4,,,01934,036
0300,多,1,2,,,01938,036
0301,大,1,38,,,01946,037
0302,天,1,11,,,01947,037
0303,夫,1,10,,,01949,037
0304,失,1,3,,,01957,037
0305,奉,1,3,,,01974,037
0306,奢,1,3,,,02006,037
0307,好,1,5,,,02029,038
0308-0309,如,1,68,,,02031,038
0310,妙,1,11,,,02045,038
0311,妄,1,2,,,02033,038
0312,婆,1,5,,,02142,038
0313,子,1,4,,,02262,039
0314,宅,1,3,,,02306,040
0315,安,1,25,,,02309,040
0316,宗,1,2,,,02322,040
0317,定,1,11,,,02325,040
0318,宜,1,4,,,02327,040
0319,宣,1,2,,,02333,040
0320,家,1,2,,,02349,040
0321,容,1,4,,,02352,040
0322,寂,1,14,,,02357,040
0323,實,1,28,,,02390,040
0324,寶,1,5,,,02407,040
0325,察,1,7,,,02383,040
0326,礙,1,3,,,08077,112
0327,專,1,2,,,02426,041
0328,導,1,2,,,02436,041
0329,就,1,36,,,02464,043
0330,屋,1,2,,,02488,044
0331,屬,1,4,,,02515,044
0332,巧,1,7,,,02775,048
0333,己,1,5,,,02782,049
0334,已,1,12,,,02783,049
0335,布,1,2,,,02800,050
0336,師,1,4,,,02835,050
0337,常,1,17,,,02847,050
0338,平,1,13,,,02899,051
0339,度,1,18,,,02944,053
0340,座,1,4,,,02946,053
0341,廣,1,11,,,02993,053
0342,弘,1,4,,,03047,057
0343,彌,1,20,,,03084,057
0344,形,1,2,,,03101,059
0345,彼,1,44,,,03124,060
0346,往,1,11,,,03128,060
0347,後,1,8,,,03138,060
0348,得,1,40,,,03145,060
0349,從,1,4,,,03151,060
0350,03157,1,9,,,03157,060
0351,復,1,8,,,03159,060
0352,微,1,4,,,03165,060
0353,徳,1,40,,,03172,060
0354-0355,心,1,68,,,03179,061
0356,必,1,11,,,03180,061
0357,念,1,8,,,03214,061
0358,思,1,12,,,03239,061
0359,性,1,10,,,03244,061
0360,恭,1,4,,,03297,061
0361,悉,1,3,,,03312,061
0362,悲,1,13,,,03335,061
0363,惡,1,2,,,03367,061
0364,惱,1,11,,,03372,061
0365,想,1,3,,,03373,061
0366,意,1,12,,,03395,061
0367,愍,1,2,,,03402,061
0368,慈,1,9,,,03439,061
0369,慧,1,26,,,03462,061
0370,懃,1,2,,,03544,061
0371,憐,1,2,,,03499,061
0372,應,1,36,,,03550,061
0373,成,1,46,,,03610,062
0374,我,1,12,,,03611,062
0375,或,1,4,,,03617,062
0376,戲,1,7,,,03636,062
0377,所,1,30,,,03647,063
0378,拔,1,9,,,03750,064
0379,拜,1,3,,,03761,064
0380,持,1,14,,,03780,064
0381,捨,1,3,,,03835,064
0382,提,1,27,,,03896,064
0383,摩,1,4,,,04009,064
0384,04144,1,3,,,04144,064
0385,攝,1,14,,,04192,064
0386-0388,故,1,112,,,04243,066
0389,政,1,2,,,04235,066
0390,教,1,13,,,04261,066
0391,敬,2,2,2,,04286,066
0392,數,1,6,,,04298,066
0393,敢,1,2,,,04277,066
0394,文,1,3,,,04321,067
0395,方,1,42,,,04385,070
0396,於,1,15,,,04389,070
0397,施,1,2,,,04391,070
0398,既,1,8,,,04442,071
0399,日,1,8,,,04446,072
0400,明,1,8,,,04485,072
0401,昧,1,7,,,04505,072
0402-0404,是,1,110,,,04512,072
0405,時,1,13,,,04523,072
0406,普,1,4,,,04557,072
0407,智,1,33,,,04569,072
0408,曰,1,19,,,04650,073
0409,會,1,10,,,04667,073
0410,有,1,33,,,04674,074
0411,木,1,3,,,04707,075
0412,未,1,9,,,04711,075
0413,本,1,11,,,04713,075
0414,朽,1,3,,,04725,075
0415,林,1,5,,,04803,075
0416,果,1,5,,,04806,075
0417,松,1,2,,,04780,075
0418,染,1,5,,,04848,075
0419,柔,1,2,,,04849,075
0420,案,1,3,,,04933,075
0421,業,1,20,,,05152,075
0422,極,1,3,,,05161,075
0423,樹,1,4,,,05323,075
0424,權,1,3,,,05529,075
0425,槃,1,10,,,05228,075
0426-0427,樂,1,55,,,05279,075
0428,次,1,16,,,05558,076
0429,欲,1,6,,,05580,076
0430,止,1,2,,,05641,077
0431,此,1,50,,,05644,077
0432,歳,1,2,,,05666,077
0433,歸,2,4,2,,05676,077
0434,死,1,6,,,05686,078
0435,殊,1,4,,,05717,078
0436,比,1,3,,,05841,081
0437,毘,1,4,,,05845,081
0438,水,1,3,,,05952,085
0439,求,1,7,,,05964,085
0440-0441,法,1,86,,,06074,085
0442,泥,1,4,,,06088,085
0443,洞,1,2,,,06125,085
0444,海,1,4,,,06182,085
0445,涅,1,9,,,06189,085
0446,淤,1,3,,,06269,085
0447,深,1,3,,,06285,085
0448,清,1,48,,,06290,085
0449,滅,1,20,,,06432,085
0450,滿,1,4,,,06476,085
0451,濕,1,3,,,06633,085
0452,漸,1,3,,,06517,085
0453,濡,1,2,,,06643,085
0454,火,1,6,,,06776,086
0455,焉,1,3,,,06861,086
0456,然,1,10,,,06885,086
0457,燒,1,2,,,06978,086
0458,照,1,2,,,06918,086
0459,煩,1,9,,,06921,086
0460,爲,1,50,,,07032,087
0461,爾,1,3,,,07043,089
0462,王,1,6,,,07262,096
0463,現,1,12,,,07304,096
0464-0466,生,1,129,,,07461,100
0467,用,1,7,,,07469,101
0468,由,1,3,,,07479,102
0469,界,1,21,,,07501,102
0470,畢,1,20,,,07520,102
0471,略,1,13,,,07522,102
0472,異,1,7,,,07530,102
0473,當,1,11,,,07535,102
0474,發,1,4,,,07707,105
0475,百,1,6,,,07710,106
0476,皆,1,14,,,07717,106
0477,益,1,4,,,07759,108
0478,盡,1,5,,,07779,108
0479,直,1,2,,,07799,109
0480,相,1,46,,,07801,109
0481,省,1,2,,,07807,109
0482,眞,1,21,,,07827,109
0483,眷,1,3,,,07839,109
0484-0485,衆,1,71,,,07844,109
0486-0487,知,1,56,,,07941,111
0488,示,1,14,,,08097,113
0489,神,1,8,,,08124,113
0490,禪,1,3,,,08162,113
0491-0492,種,1,64,,,08244,115
0493,稱,1,5,,,08248,115
0494,穩,1,2,,,08283,115
0495,究,1,2,,,08293,116
0496,立,1,2,,,08354,117
0497,竟,1,21,,,08365,117
0498,端,1,2,,,08376,117
0499,第,1,22,,,08412,118
0500,等,1,33,,,08426,118
0501,答,1,3,,,08437,118
0502,籍,1,2,,,08603,118
0503,08831,1,2,,,08831,120
0504,縁,1,6,,,08924,120
0505,經,1,11,,,08856,120
0506,罪,1,2,,,09125,122
0507,羅,1,3,,,09144,122
0508,義,1,14,,,09177,123
0509,習,1,2,,,09214,124
0510-0512,者,1,110,,,09255,125
0513,而,1,27,,,09264,126
0514,耳,1,4,,,09290,128
0515,聖,1,3,,,09308,128
0516,聚,1,11,,,09314,128
0517,聞,1,11,,,09315,128
0518,聲,1,7,,,09328,128
0519,能,1,23,,,09429,130
0520,脩,2,18,1,,09462,130
0521,脱,1,3,,,09463,130
0522,自,1,26,,,09602,132
0523,至,1,23,,,09610,133
0524,舍,1,5,,,09638,135
0525,般,1,5,,,09665,137
0526,色,1,3,,,09716,139
0527,若,1,42,,,09788,140
0528,苦,1,12,,,09789,140
0529,草,1,3,,,09846,140
0530,莊,1,33,,,09869,140
0531,莫,1,5,,,09886,140
0532,華,1,11,,,09921,140
0533-0534,菩,1,82,,,09919,140
0535,萌,1,2,,,09941,140
0536,著,1,3,,,09972,140
0537,蓋,1,2,,,10040,140
0538,蓮,1,3,,,10050,140
0539-0540,薩,1,57,,,10163,140
0541,藥,1,2,,,10204,140
0542,處,1,16,,,10270,141
0543,虚,1,7,,,10272,141
0544,行,1,27,,,10614,144
0545,補,1,3,,,10714,145
0546,西,1,2,,,10820,146
0547,要,1,3,,,10822,146
0548,見,1,9,,,10831,147
0549,覺,1,10,,,10856,147
0550,觀,2,23,1,,10859,147
0551,解,1,2,,,10875,148
0552-0553,言,1,53,,,10890,149
0554,設,1,2,,,10928,149
0555,註,1,3,,,10939,149
0556,説,1,15,,,11025,149
0557,誰,1,2,,,11028,149
0558,論,1,8,,,11058,149
0559,諸,1,33,,,11085,149
0560,謂,1,19,,,11095,149
0561,證,1,13,,,11155,149
0562,識,1,2,,,11171,149
0563,譬,1,6,,,11189,149
0564,議,1,12,,,11195,149
0565,讚,1,4,,,11229,149
0566,豈,1,3,,,11253,151
0567,貪,1,3,,,11342,154
0568,賢,1,2,,,11397,154
0569,贊,1,3,,,11432,154
0570,起,1,4,,,11461,156
0571,超,1,3,,,11467,156
0572,趣,1,2,,,11485,156
0573,足,1,5,,,11495,157
0574-0575,身,1,66,,,11715,158
0576,輩,1,2,,,11826,159
0577,輪,1,7,,,11827,159
0578,轉,1,9,,,11856,159
0579,近,1,3,,,11948,162
0580,迦,1,5,,,11960,162
0581,通,1,10,,,12000,162
0582,進,1,4,,,12022,162
0583,遊,1,9,,,12042,162
0584,過,1,2,,,12046,162
0585,達,1,4,,,12052,162
0586,逕,1,3,,,11996,162
0587,違,1,6,,,12054,162
0588,遠,1,20,,,12070,162
0589,遣,1,2,,,12074,162
0590,還,1,7,,,12108,162
0591,那,1,4,,,12134,163
0592,邪,1,4,,,12139,163
0593,障,1,12,,,12914,170
0594,量,1,11,,,12376,166
0595,長,1,5,,,12698,168
0596,門,1,44,,,12709,169
0597,開,1,5,,,12716,169
0598,間,1,8,,,12724,169
0599,阿,1,17,,,12830,170
0600,陀,1,17,,,12831,170
0601,除,1,3,,,12855,170
0602,階,1,2,,,12892,170
0603,隨,1,10,,,12927,170
0604,集,1,3,,,12963,172
0605,雖,1,6,,,12991,172
0606,雜,1,4,,,12997,172
0607,離,1,20,,,13001,172
0608,難,1,3,,,13002,172
0609,靜,1,8,,,13103,174
0610,非,1,28,,,13104,175
0611,頂,1,3,,,13296,181
0612,順,1,12,,,13302,181
0613,須,1,4,,,13304,181
0614,顏,1,2,,,13380,181
0615,願,1,44,,,13391,181
0616,顛,2,2,2,,13395,181
0617,類,1,4,,,13398,181
0618,顯,1,5,,,13416,181
0619,食,1,4,,,13503,184
0620,養,1,10,,,13551,184
0621,首,1,5,,,13661,185
0622,體,2,8,1,,13934,188
0623,高,1,3,,,13940,189
0624,齊,1,2,,,14828,210
0625,事,2,8,2,,00128,006
0626,于,2,1,1,,00132,007
0627,初,2,7,1,,00759,018
0628,正,2,15,9,,05643,077
0629,淨,2,62,20,,06272,085
0631,無,2,103,1,,06872,086
0634,禮,2,3,2,,08165,113
0635,羣,2,3,1,,09175,123
0636,與,2,11,1,,09629,134
0637,萬,2,2,1,,09954,140
0638,道,2,9,2,,12051,162
0639,際,2,1,1,,12913,170
0640,餘,2,6,1,,13565,184
0641,釋,3,3,2,2,12371,165
