カード番号,文字,字体数,用例数1,用例数2,用例数3,大字典番号,部首番号
0209,企,1,3,,,00209,009
0210,信,1,3,,,00345,009
0211-0213,人,1,107,,,00168,009
0214-0215,以,1,97,,,00194,009
0216,住,1,7,,,00245,009
0217-0218,何,1,59,,,00250,009
0219-0220,作,1,93,,,00256,009
0221,僧,1,4,,,00503,009
0222,儀,1,2,,,00516,009
0223,今,1,8,,,00175,009
0224,佛,1,20,,,00255,009
0225,令,1,22,,,00193,009
0226,他,1,34,,,00183,009
0227,但,1,18,,,00240,009
0228,來,1,2,,,00282,009
0229,供,1,7,,,00299,009
0230,便,1,6,,,00321,009
0231,使,1,3,,,00279,009
0232,先,1,12,,,00566,010
0233,兒,1,3,,,00574,010
0234,具,1,6,,,00606,012
0235,其,1,6,,,00605,012
0236,八,1,4,,,00594,012
0237,六,1,8,,,00597,012
0238,冥,1,4,,,00651,014
0239,凡,1,8,,,00701,016
0240,則,1,39,,,00789,018
0241,利,1,23,,,00767,018
0242,刹,1,8,,,00781,018
0243,切,1,8,,,00735,018
0244,到,1,2,,,00769,018
0245,刑,1,3,,,00746,018
0246,分,1,5,,,00734,018
0247,前,1,4,,,00794,018
0248,初,1,2,,,00759,018
0249,別,1,14,,,00763,018
0250,力,1,12,,,00856,019
0251,劫,1,12,,,00865,019
0252,動,1,2,,,00887,019
0253,勝,1,16,,,00893,019
0254,功,1,5,,,00857,019
0255,勇,1,2,,,00881,019
0256,化,1,2,,,00938,021
0257,千,1,3,,,00987,024
0258,卒,1,2,,,01004,024
0259,十,1,4,,,00985,024
0260,即,1,11,,,01049,026
0261,厚,1,2,,,01068,027
0262,取,1,4,,,01127,029
0263,及,1,16,,,01111,029
0264,受,1,38,,,01128,029
0265-0266,又,2,59,5,,01108,029
0267,喜,1,7,,,01412,030
0268,含,1,4,,,01197,030
0269,合,1,3,,,01170,030
0270-0271,名,1,77,,,01175,030
0272,口,1,17,,,01141,030
0273,可,1,19,,,01154,030
0274,命,1,20,,,01252,030
0275,句,1,3,,,01143,030
0276,咎,1,5,,,01265,030
0277-0278,善,1,73,,,01395,030
0279-0280,問,1,54,,,01369,030
0281,品,1,5,,,01296,030
0282,因,1,38,,,01611,031
0283,四,1,14,,,01607,031
0284,壞,1,5,,,01895,032
0285,墮,1,5,,,01863,032
0286,報,1,45,,,01796,032
0287,地,1,13,,,01666,032
0288,堅,1,3,,,01767,032
0289,在,1,13,,,01659,032
0290,増,1,7,,,01853,032
0291,壽,1,9,,,01913,033
0292,夜,1,3,,,01939,036
0293,多,1,19,,,01938,036
0294,外,1,3,,,01934,036
0295,大,1,9,,,01946,037
0296,天,1,22,,,01947,037
0297,夫,1,9,,,01949,037
0298,失,1,4,,,01957,037
0299,奪,1,11,,,02013,037
0300-0301,如,1,83,,,02031,038
0302,婆,1,4,,,02142,038
0303,妻,1,3,,,02061,038
0304,婬,1,8,,,02159,038
0305,好,1,6,,,02029,038
0306,子,1,4,,,02262,039
0307,字,1,5,,,02267,039
0308,害,1,14,,,02346,040
0309,宜,1,2,,,02327,040
0310,富,2,3,1,,02366,040
0311,守,1,2,,,02308,040
0312,定,1,24,,,02325,040
0313,家,1,3,,,02349,040
0314,實,1,6,,,02390,040
0315,寶,1,4,,,02407,040
0316,小,1,3,,,02439,042
0317,尚,1,5,,,02446,042
0318,少,1,5,,,02440,042
0319,尤,1,2,,,02456,043
0320,屠,1,5,,,02502,044
0321,已,1,8,,,02783,049
0322,常,1,9,,,02847,050
0323,師,1,10,,,02835,050
0324,布,1,6,,,02800,050
0325,年,1,2,,,02900,051
0326,彌,1,3,,,03084,057
0327-0329,得,1,111,,,03145,060
0330,復,1,7,,,03159,060
0331,律,1,2,,,03137,060
0332,從,1,23,,,03151,060
0333,後,1,11,,,03138,060
0334,徳,1,16,,,03172,060
0335-0336,心,1,57,,,03179,061
0337,應,1,42,,,03550,061
0338,思,1,10,,,03239,061
0339,意,1,23,,,03395,061
0340,必,1,7,,,03180,061
0341,惚,1,10,,,03362,061
0342,慧,1,4,,,03462,061
0343,性,1,11,,,03244,061
0344,悔,1,4,,,03320,061
0345,念,1,3,,,03214,061
0346,息,1,2,,,03298,061
0347,患,1,2,,,03329,061
0348,慈,1,3,,,03439,061
0349,怨,1,5,,,03245,061
0350,愛,1,7,,,03405,061
0351,悲,1,2,,,03335,061
0352,惡,1,30,,,03367,061
0353,恚,1,4,,,03278,061
0354,志,1,2,,,03194,061
0355,成,1,6,,,03610,062
0356,戒,1,11,,,03612,062
0357,或,1,12,,,03617,062
0358,戰,1,2,,,03633,062
0359,我,1,3,,,03611,062
0360-0361,所,1,59,,,03647,063
0362,捨,1,14,,,03835,064
0363,損,1,3,,,03939,064
0364,攝,1,3,,,04192,064
0365,擔,1,2,,,04099,064
0366,M12091,1,2,,,,064
0367,提,1,7,,,03896,064
0368,拜,1,2,,,03761,064
0369,持,1,6,,,03780,064
0370,支,1,3,,,04216,065
0371-0374,故,1,156,,,04243,066
0375,敬,1,2,,,04286,066
0376,教,1,7,,,04261,066
0377,數,2,3,1,,04298,066
0378,斯,1,3,,,04373,069
0379,斷,1,12,,,04381,069
0380,施,1,30,,,04391,070
0381,於,1,15,,,04389,070
0382,旃,1,3,,,04398,070
0383,日,1,8,,,04446,072
0384,時,1,22,,,04523,072
0385,明,1,3,,,04485,072
0386,智,1,15,,,04569,072
0387-0390,是,1,173,,,04512,072
0391-0392,曰,1,104,,,04650,073
0393,更,1,5,,,04654,073
0394,書,1,4,,,04657,073
0395,最,1,4,,,04664,073
0396-0398,有,1,101,,,04674,074
0399,染,1,2,,,04848,075
0400,果,1,9,,,04806,075
0401,樂,1,26,,,05279,075
0402,樹,1,3,,,05323,075
0403-0405,業,1,130,,,05152,075
0406,未,1,3,,,04711,075
0407,根,1,9,,,04922,075
0408,梵,1,4,,,05010,075
0409,次,1,12,,,05558,076
0410,欲,1,19,,,05580,076
0411,此,1,48,,,05644,077
0412,歳,1,4,,,05666,077
0413,死,1,15,,,05686,078
0414,母,1,5,,,05834,080
0415,毒,1,3,,,05839,080
0416,民,1,4,,,05935,083
0417,06144,1,6,,,06144,085
0418,永,1,2,,,05957,085
0419,活,1,2,,,06145,085
0420,淨,1,5,,,06272,085
0421,況,1,4,,,06058,085
0422,決,1,7,,,06003,085
0423,漢,1,6,,,06499,085
0424,沙,1,2,,,06031,085
0425,滅,1,10,,,06432,085
0426-0427,法,1,80,,,06074,085
0428,汝,1,10,,,05983,085
0429,浮,1,3,,,06175,085
0430,深,1,9,,,06285,085
0431-0432,無,1,97,,,06872,086
0433,灸,1,3,,,06788,086
0434,炙,1,2,,,06805,086
0435,煩,1,5,,,06921,086
0436,然,1,17,,,06885,086
0437-0438,爲,1,67,,,07032,087
0439,父,1,4,,,07035,088
0440,爾,1,12,,,07043,089
0441,物,1,2,,,07080,093
0442,07198,1,3,,,07198,094
0443,狼,1,2,,,07165,094
0444,獄,1,9,,,07212,094
0445,猶,1,4,,,07203,094
0446,現,1,13,,,07304,096
0447,王,1,10,,,07262,096
0448,瓶,1,7,,,07426,098
0449-0451,生,1,124,,,07461,100
0452,當,1,15,,,07535,102
0453,畜,1,4,,,07513,102
0454,田,1,11,,,07478,102
0455,由,1,11,,,07479,102
0456,界,1,2,,,07501,102
0457,異,1,13,,,07530,102
0458,疑,1,2,,,07559,103
0459,發,1,2,,,07707,105
0460,皆,1,21,,,07717,106
0461,百,1,4,,,07710,106
0462,盡,1,10,,,07779,108
0463,益,1,2,,,07759,108
0464,盜,1,5,,,07771,108
0465,衆,1,25,,,07844,109
0466,眼,1,2,,,07843,109
0467,相,1,23,,,07801,109
0468,知,1,33,,,07941,111
0469,破,1,4,,,07986,112
0470-0471,福,1,85,,,08148,113
0472,祠,1,5,,,08126,113
0473,祝,1,3,,,08123,113
0474,神,1,5,,,08124,113
0475,禮,1,3,,,08165,113
0476,種,1,11,,,08244,115
0477,空,1,2,,,08296,116
0478,竟,1,2,,,08365,117
0479,竝,1,2,,,08361,117
0480-0481,等,1,93,,,08426,118
0482-0483,答,1,57,,,08437,118
0484,第,1,6,,,08412,118
0485,米,1,2,,,08635,119
0486,粳,1,2,,,08678,119
0487,經,1,30,,,08856,120
0488,縁,1,34,,,08924,120
0489,續,1,3,,,09061,120
0490,結,1,3,,,08807,120
0491,羅,1,23,,,09144,122
0492-0493,罪,1,80,,,09125,122
0494,羊,1,3,,,09150,123
0495,義,1,6,,,09177,123
0496-0497,者,1,78,,,09255,125
0498,老,1,2,,,09250,125
0499,而,1,16,,,09264,126
0500,耨,1,3,,,09286,127
0501,聽,1,3,,,09335,128
0502,聲,1,7,,,09328,128
0503,聖,1,4,,,09308,128
0504,耶,1,20,,,09292,128
0505,聞,1,8,,,09315,128
0506,脩,1,7,,,09462,130
0507,脱,1,3,,,09463,130
0508,能,2,37,6,,09429,130
0509,自,1,27,,,09602,132
0510,至,1,6,,,09610,133
0511,與,1,12,,,09629,134
0512,舍,1,2,,,09638,135
0513,良,1,2,,,09714,138
0514,色,1,19,,,09716,139
0515,藐,1,3,,,10192,140
0516,薄,1,8,,,10139,140
0517,薩,1,3,,,10163,140
0518,菩,1,9,,,09919,140
0519-0520,若,1,86,,,09788,140
0521,苦,1,15,,,09789,140
0522,萬,1,6,,,09954,140
0523,處,1,9,,,10270,141
0524,虎,1,2,,,10264,141
0525,蟲,1,2,,,10549,142
0526,蜜,1,2,,,10414,142
0527,行,1,29,,,10614,144
0528,衣,1,3,,,10637,145
0529,要,1,4,,,10822,146
0530,見,1,13,,,10831,147
0531,解,1,3,,,10875,148
0532,護,1,4,,,11200,149
0533,謂,1,14,,,11095,149
0534,諸,1,32,,,11085,149
0535,語,1,13,,,11017,149
0536-0537,説,1,55,,,11025,149
0538,言,1,22,,,10890,149
0539,謗,1,3,,,11116,149
0540,記,1,4,,,10914,149
0541,議,1,2,,,11195,149
0542,讀,1,2,,,11207,149
0543,諦,1,3,,,11072,149
0544,論,1,3,,,11058,149
0545,豈,1,2,,,11253,151
0546,類,1,2,,,13398,181
0547,貴,2,3,1,,11355,154
0548,賢,1,2,,,11397,154
0549,財,1,6,,,11334,154
0550,起,1,14,,,11461,156
0551,足,1,2,,,11495,157
0552,身,1,50,,,11715,158
0553,輕,1,7,,,11802,159
0554,轉,1,6,,,11856,159
0555,辟,1,3,,,11898,160
0556,通,1,5,,,12000,162
0557,道,1,6,,,12051,162
0558,達,1,3,,,12052,162
0559,過,1,4,,,12046,162
0560,還,1,2,,,12108,162
0561,違,1,15,,,12054,162
0562,造,1,11,,,12004,162
0563,逕,1,2,,,11996,162
0564,逆,1,7,,,11986,162
0565,都,1,6,,,12188,163
0566,醫,1,4,,,12341,164
0567,重,1,17,,,12373,166
0568,量,1,7,,,12376,166
0569,鉢,1,2,,,12440,167
0570,鈍,1,3,,,12406,167
0571,針,1,3,,,12386,167
0572,長,1,4,,,12698,168
0573,門,1,5,,,12709,169
0574,陳,1,3,,,12864,170
0575,阿,1,15,,,12830,170
0576,陀,1,16,,,12831,170
0577,隨,1,20,,,12927,170
0578,陰,1,9,,,12862,170
0579,除,1,5,,,12855,170
0580,離,1,18,,,13001,172
0581,雖,1,13,,,12991,172
0582,難,1,2,,,13002,172
0583,集,1,27,,,12963,172
0584,非,1,35,,,13104,175
0585,音,1,2,,,13281,180
0586,頂,1,4,,,13296,181
0587,須,1,5,,,13304,181
0588,飮,1,5,,,13526,184
0589,食,1,10,,,13503,184
0590,養,1,10,,,13551,184
0591,餘,1,15,,,13565,184
0592,餓,1,2,,,13559,184
0593,首,1,4,,,13661,185
0594,駄,1,6,,,13708,187
0595,體,1,4,,,13934,188
0596,鬼,1,2,,,14061,194
0597,鼻,1,4,,,14809,209
0598,々,1,16,,,,部外
0599,同,2,3,1,,01174,030
0600,殺,2,91,23,,05796,079
0603,賊,2,5,1,,11377,154
0604,貪,2,5,1,,11342,154
,,,,,,,
,,,,,,,
,,,,,,,
