カード番号,文字,部首,字体数,用例数1,用例数2,用例数3,大字典
0437,乃,004,1,5,,,00078
0438,乎,004,1,6,,,00092
0439,亂,005,1,2,,,00121
0440,乙,005,1,14,,,00104
0441,也,005,1,21,,,00109
0442,九,005,1,3,,,00107
0443,乳,005,1,2,,,00113
0444,事,006,1,4,,,00128
0445,二,007,1,15,,,00129
0446,于,007,1,13,,,00132
0447,五,007,1,9,,,00135
0448,云,007,1,3,,,00133
0449,亡,008,1,3,,,00150
0450,亥,008,1,15,,,00153
0451,亦,008,1,8,,,00154
0452-0453,人,009,1,57,,,00168
0454,仁,009,1,2,,,00170
0455,今,009,1,7,,,00175
0456,仍,009,1,5,,,00177
0457,令,009,1,7,,,00193
0458,以,009,1,37,,,00194
0459,仰,009,1,3,,,00199
0460,任,009,1,3,,,00206
0461,伊,009,1,8,,,00213
0462,伏,009,1,2,,,00217
0463,伯,009,1,6,,,00228
0464,伴,009,1,5,,,00230
0465,伺,009,1,2,,,00233
0466,似,009,1,2,,,00235
0467,位,009,1,7,,,00243
0468,佐,009,1,13,,,00246
0469,何,009,1,7,,,00250
0470,余,009,1,4,,,00253
0471,佛,009,1,3,,,00255
0472,作,009,1,16,,,00256
0473,00260,009,1,10,,,00260
0474-0475,使,009,1,54,,,00279
0476,來,009,1,11,,,00282
0477,例,009,2,5,3,,00287
0478,侍,009,1,6,,,00288
0479,便,009,1,9,,,00321
0480,俗,009,1,2,,,00338
0481,倶,009,1,12,,,00350
0482,倉,009,1,8,,,00365
0483,候,009,1,2,,,00369
0484,倭,009,1,9,,,00393
0485,側,009,1,3,,,00429
0486,傍,009,1,3,,,00449
0487,備,009,1,4,,,00455
0488,傷,009,1,4,,,00473
0489,像,009,1,2,,,00489
0490,僧,009,1,2,,,00503
0491,儒,009,1,2,,,00530
0492,舞,136,1,2,,,09656
0493,兆,010,1,5,,,00564
0494,兒,010,1,8,,,00574
0495,先,010,1,2,,,00566
0496,入,011,1,42,,,00582
0497,内,011,1,7,,,00585
0498,八,012,1,6,,,00594
0499,六,012,1,8,,,00597
0500,共,012,1,3,,,00599
0501,兵,012,1,6,,,00602
0502,其,012,1,49,,,00605
0503,具,012,1,3,,,00606
0504,冬,015,1,5,,,00662
0505,出,017,1,6,,,00723
0506,別,018,1,2,,,00763
0507,制,018,1,3,,,00776
0508,削,018,1,2,,,00791
0509,前,018,1,8,,,00794
0510,副,018,1,2,,,00818
0511,力,019,1,2,,,00856
0512,功,019,1,2,,,00857
0513,助,019,1,2,,,00863
0514,努,019,1,3,,,00864
0515,勝,019,1,8,,,00893
0516,勞,019,1,2,,,00894
0517,勿,020,1,4,,,00919
0518,北,021,1,4,,,00941
0519,匿,023,1,2,,,00983
0520,十,024,1,18,,,00985
0521,千,024,1,2,,,00987
0522,廿,024,1,2,,,00988
0523,午,024,1,11,,,00992
0524,半,024,1,2,,,00994
0526,南,024,1,4,,,01010
0527,卯,026,1,7,,,01033
0528,即,026,1,17,,,01049
0529,卿,026,1,3,,,01052
0530,去,028,1,9,,,01101
0531,又,029,1,6,,,01108
0532,及,029,1,4,,,01111
0533,取,029,1,12,,,01127
0534,古,030,1,9,,,01142
0535,召,030,1,3,,,01150
0536,可,030,1,14,,,01154
0537,各,030,1,3,,,01168
0538,合,030,1,2,,,01170
0539,吉,030,1,7,,,01172
0540,同,030,1,4,,,01174
0541,名,030,1,4,,,01175
0542,后,030,1,2,,,01176
0543,向,030,1,5,,,01179
0544,君,030,1,6,,,01185
0545,吾,030,1,6,,,01217
0546,呂,030,1,16,,,01222
0547,周,030,1,2,,,01235
0548,味,030,1,2,,,01242
0549,呼,030,1,4,,,01251
0550,命,030,1,8,,,01252
0551,唱,030,1,3,,,01350
0552,問,030,1,7,,,01369
0553,善,030,1,4,,,01395
0554,喫,030,1,3,,,01422
0555,嗚,030,1,2,,,01448
0556,嗣,030,1,2,,,01452
0557,嘗,030,1,2,,,01479
0558,四,031,1,12,,,01607
0559,固,031,1,2,,,01627
0560,國,031,1,32,,,01639
0561,圍,031,1,3,,,01641
0562,圖,031,1,2,,,01647
0563,土,032,1,3,,,01654
0564,在,032,1,2,,,01659
0565,地,032,1,8,,,01666
0566,坂,032,1,6,,,01672
0567,垂,032,1,2,,,01710
0568,城,032,1,6,,,01740
0569,執,032,1,5,,,01755
0570,堂,032,1,2,,,01765
0571,報,032,1,4,,,01796
0572,墓,032,1,5,,,01850
0573,壁,032,1,2,,,01873
0574,士,033,1,7,,,01903
0575,壬,033,1,13,,,01904
0576,壽,033,1,2,,,01913
0577,夏,035,1,6,,,01927
0578,外,036,1,2,,,01934
0579,多,036,1,9,,,01938
0580,夜,036,1,8,,,01939
0581-0583,大,037,1,115,,,01946
0584,天,037,1,42,,,01947
0585,太,037,1,5,,,01948
0586,夫,037,1,10,,,01949
0587,失,037,1,2,,,01957
0588,奉,037,1,8,,,01974
0589,奏,037,1,3,,,01981
0590,女,038,1,9,,,02022
0591,如,038,1,14,,,02031
0592,妃,038,1,4,,,02032
0593,妄,038,1,2,,,02033
0594,妹,038,1,3,,,02059
0595,妻,038,1,2,,,02061
0596,始,038,1,15,,,02069
0597,姓,038,1,4,,,02077
0598,威,038,1,3,,,02105
0599,姫,038,1,2,,,02108
0600,娑,038,1,5,,,02110
0601,婆,038,1,3,,,02142
0602-0603,子,039,1,66,,,02262
0604,學,039,1,4,,,02293
0605,孺,039,1,5,,,02294
0606,守,040,1,3,,,02308
0607,宗,040,1,2,,,02322
0608,安,040,1,2,,,02309
0609,官,040,1,3,,,02323
0610,宜,040,1,2,,,02327
0611,客,040,1,5,,,02331
0612,宮,040,1,23,,,02342
0613,宰,040,1,2,,,02344
0614,害,040,1,3,,,02346
0615,家,040,1,14,,,02349
0616,寒,040,1,2,,,02371
0617,寶,040,1,2,,,02407
0618,寸,041,1,4,,,02413
0619,寺,041,1,11,,,02415
0620,將,041,1,18,,,02425
0621,專,041,1,2,,,02426
0622,小,042,1,9,,,02439
0623,少,042,1,4,,,02440
0624,就,043,1,4,,,02464
0625,尺,044,1,2,,,02471
0626,居,044,1,2,,,02482
0627,屋,044,1,5,,,02488
0628,屍,044,2,2,1,,02489
0629,02504,044,1,6,,,02504
0630,屯,045,1,2,,,02518
0631,山,046,1,32,,,02528
0632,崩,046,1,2,,,02640
0633,島,046,1,5,,,02594
0634,巨,048,1,2,,,02776
0635,巫,048,1,6,,,02779
0636,差,048,1,3,,,02780
0637,己,049,1,10,,,02782
0638,巳,049,1,10,,,02784
0639,師,050,1,4,,,02835
0640,常,050,1,4,,,02847
0641,幡,050,1,2,,,02881
0642,平,051,1,3,,,02899
0643,年,051,1,15,,,02900
0644,并,051,1,4,,,02902
0645,底,053,1,7,,,02932
0646,庚,053,1,13,,,02936
0647,府,053,1,2,,,02938
0648,座,053,1,3,,,02946
0649,庫,053,1,2,,,02949
0650,庭,053,1,3,,,02952
0651,廣,053,1,5,,,02993
0652,弓,057,1,4,,,03042
0653,弟,057,1,10,,,03052
0654,弔,057,1,7,,,03043
0655,役,060,1,4,,,03123
0656,彼,060,1,3,,,03124
0657,往,060,1,5,,,03128
0658,從,060,1,7,,,03151
0659,後,060,1,6,,,03138
0660,復,060,1,5,,,03159
0661,微,060,1,7,,,03165
0662,心,061,1,4,,,03179
0663,必,061,1,3,,,03180
0664,忌,061,1,2,,,03183
0665,志,061,1,4,,,03194
0666,怪,061,1,3,,,03248
0667,恆,061,1,4,,,03267
0668,恐,061,1,7,,,03272
0669,息,061,1,8,,,03298
0670,悦,061,1,3,,,03309
0671,悉,061,1,5,,,03312
0672,悔,061,1,2,,,03320
0673,惡,061,1,3,,,03367
0674,意,061,1,4,,,03395
0675,愼,061,1,2,,,03429
0676,憂,061,1,4,,,03486
0677,憤,061,1,2,,,03518
0678,應,061,1,3,,,03550
0679,戊,062,1,11,,,03604
0680,戌,062,1,9,,,03605
0681,成,062,1,5,,,03610
0682,我,062,1,27,,,03611
0683,或,062,1,13,,,03617
0684,戮,062,1,2,,,03632
0685,所,063,1,34,,,03647
0686,手,064,1,5,,,03659
0687,打,064,1,2,,,03666
0688,投,064,1,2,,,03708
0689,折,064,1,3,,,03711
0690,押,064,1,8,,,03729
0691,03751,064,1,4,,,03751
0692,拜,064,1,4,,,03761
0693,持,064,1,4,,,03780
0694,指,064,1,2,,,03783
0695,捨,064,1,5,,,03835
0696,授,064,1,6,,,03855
0697,接,064,1,3,,,03878
0698,提,064,1,2,,,03896
0699,損,064,1,2,,,03939
0700,播,064,1,4,,,04069
0701,改,066,1,2,,,04228
0702,放,066,1,3,,,04233
0703,故,066,1,9,,,04243
0704,教,066,1,3,,,04261
0705,敬,066,1,3,,,04286
0706,變,066,1,5,,,04319
0707,文,067,1,5,,,04321
0708,斑,067,1,4,,,04332
0709,斬,069,1,3,,,04369
0710,斯,069,1,5,,,04373
0711,新,069,1,11,,,04376
0712,方,070,1,5,,,04385
0713-0715,於,070,1,108,,,04389
0716,日,072,1,26,,,04446
0717,旦,072,1,2,,,04447
0718,明,072,1,2,,,04485
0719,春,072,1,8,,,04503
0720,是,072,1,49,,,04512
0721,時,072,1,16,,,04523
0722,晝,072,1,3,,,04542
0723,智,072,1,5,,,04569
0724,暖,072,1,4,,,04590
0725,曇,072,1,3,,,04621
0726-0727,曰,073,1,62,,,04650
0728,曲,073,1,2,,,04651
0729,更,073,1,4,,,04654
0730,書,073,1,2,,,04657
0731,曾,073,1,7,,,04661
0732,月,074,1,50,,,04673
0733,有,074,1,19,,,04674
0734,朔,074,1,27,,,04686
0735,望,074,1,3,,,04693
0736,朝,074,1,9,,,04696
0737,木,075,1,5,,,04707
0738,未,075,1,12,,,04711
0739,本,075,1,3,,,04713
0740,村,075,1,2,,,04739
0741,東,075,1,7,,,04765
0742,杯,075,1,2,,,04776
0743,果,075,1,2,,,04806
0744,枝,075,1,2,,,04807
0745,枳,075,1,5,,,04817
0746,柯,075,1,7,,,04869
0747,柱,075,1,2,,,04871
0748,栖,075,1,3,,,04888
0749,桂,075,1,2,,,04929
0750,梅,075,1,4,,,04971
0751,梨,075,1,2,,,04993
0752,棄,075,1,2,,,05014
0753,樹,075,1,2,,,05323
0754,橋,075,1,2,,,05348
0755,權,075,1,2,,,05529
0756,次,076,1,2,,,05558
0757,欲,076,1,7,,,05580
0758,歌,076,1,13,,,05609
0759,歟,076,1,2,,,05633
0760,此,077,1,11,,,05644
0761,止,077,1,2,,,05641
0762,武,077,1,2,,,05649
0763,歳,077,1,4,,,05666
0764,歴,077,1,2,,,05670
0765,歸,077,1,6,,,05676
0766,死,078,1,11,,,05686
0767,殺,079,1,4,,,05796
0768,殿,079,1,6,,,05809
0769,母,080,1,24,,,05834
0770,毎,080,1,2,,,05836
0771,毒,080,1,2,,,05839
0772,比,081,1,8,,,05841
0773,鞠,177,1,2,,,13179
0774,氏,083,1,3,,,05932
0775,民,083,1,8,,,05935
0776,氣,084,2,6,1,,05947
0777,水,085,1,11,,,05952
0778,冰,015,1,2,,,00664
0779,求,085,1,4,,,05964
0780,汗,085,1,2,,,05978
0781,江,085,1,3,,,05985
0782,池,085,1,6,,,05986
0783,河,085,1,6,,,06045
0784,治,085,1,3,,,06055
0785,泊,085,1,4,,,06064
0786,法,085,1,3,,,06074
0787,波,085,1,13,,,06086
0788,泥,085,1,3,,,06088
0789,津,085,1,5,,,06128
0790,浦,085,1,2,,,06169
0791,海,085,1,3,,,06182
0792,深,085,1,3,,,06285
0793,清,085,1,2,,,06290
0794,淵,085,1,2,,,06310
0795,渡,085,1,2,,,06318
0796,滿,085,1,2,,,06476
0797,漢,085,1,4,,,06499
0798,災,086,1,2,,,06792
0799,烏,086,1,9,,,06835
0800,無,086,1,18,,,06872
0801,然,086,1,7,,,06885
0802,燒,086,1,5,,,06978
0803,爭,087,1,2,,,07028
0804,爲,087,1,27,,,07032
0805,父,088,1,7,,,07035
0806,爾,089,1,2,,,07043
0807,物,093,1,10,,,07080
0808,犬,094,1,5,,,07110
0809,猿,094,1,3,,,07207
0810,獨,094,1,2,,,07230
0811,獲,094,1,3,,,07241
0812,率,095,1,7,,,07259
0813,07258,095,1,4,,,07258
0814,王,096,1,28,,,07262
0815,甚,099,1,5,,,07457
0816,生,100,1,7,,,07461
0817,田,102,1,21,,,07478
0818,由,102,1,14,,,07479
0819,甲,102,1,10,,,07480
0820,申,102,1,9,,,07481
0821,畏,102,1,2,,,07503
0822,畝,102,1,2,,,07514
0823,畢,102,1,2,,,07520
0824,異,102,1,2,,,07530
0825,當,102,1,3,,,07535
0826,疑,103,1,2,,,07559
0827,疾,104,1,2,,,07591
0828,病,104,1,4,,,07598
0829,發,105,1,10,,,07707
0830,白,106,1,4,,,07709
0831,百,106,1,31,,,07710
0832,皆,106,1,2,,,07717
0833,皇,106,1,43,,,07718
0834,盡,108,1,5,,,07779
0835,目,109,1,2,,,07790
0836,相,109,1,7,,,07801
0837,看,109,1,2,,,07817
0838,衆,109,1,3,,,07844
0839,矣,111,1,5,,,07938
0840,知,111,1,9,,,07941
0841,石,112,1,2,,,07954
0842,礙,112,1,2,,,08077
0843,示,113,1,2,,,08097
0844,社,113,1,2,,,08101
0845,祈,113,1,2,,,08108
0846,祖,113,1,8,,,08117
0847,神,113,1,9,,,08124
0848,禰,113,1,2,,,08166
0849,祭,113,1,5,,,08135
0850,秋,115,1,4,,,08187
0851,私,115,1,2,,,08180
0852,移,115,1,6,,,08212
0853,稚,115,1,4,,,08233
0854,種,115,1,2,,,08244
0855,稱,115,1,3,,,08248
0856,積,115,1,2,,,08269
0857,穴,116,1,2,,,08291
0858,空,116,1,2,,,08296
0859,立,117,1,6,,,08354
0860,竝,117,1,2,,,08361
0861,童,117,1,5,,,08371
0862,等,118,1,43,,,08426
0863,筑,118,1,4,,,08434
0864,答,118,1,2,,,08437
0865,箭,118,1,2,,,08479
0866,納,120,1,2,,,08747
0867,紫,120,1,6,,,08773
0868,終,120,1,2,,,08795
