カード番号,文字,字体数,用例数1,用例数2,用例数3,用例数4,大字典,部首,枚数
0617,除,1 ,3 ,,,,12855,170,1 
0618,際,1 ,41 ,,,,12913,170,1 
0619,隨,1 ,13 ,,,,12927,170,1 
0620,隱,1 ,2 ,,,,12935,170,1 
0621,雖,1 ,13 ,,,,12991,172,1 
0622,離,1 ,6 ,,,,13001,172,1 
0623,難,1 ,3 ,,,,13002,172,1 
0624,靜,1 ,20 ,,,,13103,174,1 
0625,非,1 ,25 ,,,,13104,175,1 
0626,順,1 ,3 ,,,,13302,181,1 
0627,頻,1 ,2 ,,,,13359,181,1 
0628-0629,願,1 ,57 ,,,,13391,181,2 
0630,顯,1 ,5 ,,,,13416,181,1 
0631,食,1 ,2 ,,,,13503,184,1 
0632,養,1 ,2 ,,,,13551,184,1 
0633,首,1 ,3 ,,,,13661,185,1 
0634,髻,1 ,2 ,,,,13970,190,1 
0635,魔,1 ,2 ,,,,14088,194,1 
0636,初,2 ,7 ,1 ,,,00759,018,1 
0637,剛,2 ,1 ,1 ,,,00803,018,1 
0638,厭,2 ,4 ,1 ,,,01088,027,1 
0639,受,2 ,9 ,2 ,,,01128,029,1 
0640,唯,2 ,20 ,7 ,,,01349,030,1 
0641,善,2 ,19 ,1 ,,,01395,030,1 
0642,圓,2 ,24 ,1 ,,,01645,031,1 
0643,契,2 ,2 ,2 ,,,01984,037,1 
0644,將,2 ,2 ,1 ,,,02425,041,1 
0645,尊,2 ,13 ,1 ,,,02429,041,1 
0646,慈,2 ,34 ,1 ,,,03439,061,1 
0647,戒,2 ,6 ,1 ,,,03612,062,1 
0648,戰,2 ,1 ,1 ,,,03633,062,1 
0649,數,2 ,3 ,1 ,,,04298,066,1 
0650,氏,2 ,36 ,2 ,,,05932,083,1 
0651,決,2 ,4 ,3 ,,,06003,085,1 
0652,沙,2 ,2 ,2 ,,,06031,085,1 
0653,然,2 ,9 ,1 ,,,06885,086,1 
0654,當,2 ,23 ,11 ,,,07535,102,1 
0655,08325,2 ,3 ,2 ,,,08325,116,1 
0656,筏,2 ,3 ,2 ,,,08432,118,1 
0657,能,2 ,39 ,1 ,,,09429,130,1 
0658,般,2 ,10 ,2 ,,,09665,137,1 
0659-0660,菩,2 ,50 ,10 ,,,09919,140,2 
0661,萬,2 ,7 ,3 ,,,09954,140,1 
0662,藐,2 ,2 ,2 ,,,10192,140,1 
0663,設,2 ,3 ,1 ,,,10928,149,1 
0664,誠,2 ,1 ,1 ,,,11018,149,1 
0665,贍,2 ,8 ,1 ,,,11433,154,1 
0666,起,2 ,28 ,11 ,,,11461,156,1 
0667,趣,2 ,13 ,3 ,,,11485,156,1 
0668,邊,2 ,12 ,2 ,,,12115,162,1 
0669,釋,2 ,5 ,3 ,,,12371,165,1 
0670,飮,2 ,1 ,1 ,,,13526,184,1 
0671,餉,2 ,4 ,1 ,,,13549,184,1 
0672,餘,2 ,9 ,6 ,,,13565,184,1 
0673,饒,2 ,7 ,7 ,,,13641,184,1 
0674,齊,2 ,6 ,2 ,,,14828,210,1 
