カード番号,文字,字体数,用例数1,用例数2,用例数3,用例数4,大字典,部首,枚数
0173,芥,0 ,,,,,09747,140,1 
0174,莊,0 ,,,,,09869,140,1 
0175,蔑,0 ,,,,,10070,140,1 
0176,號,0 ,,,,,10276,141,1 
0177,衰,0 ,,,,,10649,145,1 
0178,覓,0 ,,,,,10834,147,1 
0179,視,0 ,,,,,10837,147,1 
0180,記,0 ,,,,,10914,149,1 
0181,誓,0 ,,,,,11008,149,1 
0182,調,0 ,,,,,11038,149,1 
0183,請,0 ,,,,,11049,149,1 
0184,象,0 ,,,,,11275,152,1 
0185,貪,0 ,,,,,11342,154,1 
0186,賤,0 ,,,,,11402,154,1 
0187,跪,0 ,,,,,11542,157,1 
0188,車,0 ,,,,,11740,159,1 
0189,辱,0 ,,,,,11918,161,1 
0190,迅,0 ,,,,,11937,162,1 
0191,退,0 ,,,,,11982,162,1 
0192,逝,0 ,,,,,12001,162,1 
0193,速,0 ,,,,,12003,162,1 
0194,造,0 ,,,,,12004,162,1 
0195,遂,0 ,,,,,12037,162,1 
0196,違,0 ,,,,,12054,162,1 
0197,遶,0 ,,,,,12092,162,1 
0198,還,0 ,,,,,12108,162,1 
0199,邑,0 ,,,,,12123,163,1 
0200,醍,0 ,,,,,12317,164,1 
0201,醐,0 ,,,,,12319,164,1 
0202,闕,0 ,,,,,12783,169,1 
0203,降,0 ,,,,,12838,170,1 
0204,院,0 ,,,,,12853,170,1 
0205,雜,0 ,,,,,12997,172,1 
0206,預,0 ,,,,,13313,181,1 
0207,頭,0 ,,,,,13346,181,1 
0208,類,0 ,,,,,13398,181,1 
0209,飢,0 ,,,,,13508,184,1 
0210,馬,0 ,,,,,13680,187,1 
0211,髓,0 ,,,,,13933,188,1 
0212,體,0 ,,,,,13934,188,1 
0213,高,0 ,,,,,13940,189,1 
0214,髮,0 ,,,,,13959,190,1 
0215,鬚,0 ,,,,,14002,190,1 
0216,鳴,0 ,,,,,14379,196,1 
0217,鷄,0 ,,,,,14542,196,1 
0218,鼻,0 ,,,,,14809,209,1 
0219,一,1 ,29 ,,,,00001,001,1 
0220,七,1 ,10 ,,,,00004,001,1 
0221,三,1 ,43 ,,,,00007,001,1 
0222,上,1 ,24 ,,,,00008,001,1 
0223,下,1 ,9 ,,,,00009,001,1 
0224-0225,不,1 ,80 ,,,,00013,001,2 
0226-0227,世,1 ,54 ,,,,00025,001,2 
0228-0229,中,1 ,62 ,,,,00051,002,2 
0230,主,1 ,5 ,,,,00070,003,1 
0231,乃,1 ,20 ,,,,00078,004,1 
0232,久,1 ,5 ,,,,00085,004,1 
0233,之,1 ,19 ,,,,00088,004,1 
0234,九,1 ,2 ,,,,00107,005,1 
0235,了,1 ,4 ,,,,00125,006,1 
0236,事,1 ,23 ,,,,00128,006,1 
0237,二,1 ,31 ,,,,00129,007,1 
0238,云,1 ,3 ,,,,00133,007,1 
0239,五,1 ,6 ,,,,00135,007,1 
0240,亦,1 ,22 ,,,,00154,008,1 
0241,人,1 ,40 ,,,,00168,009,1 
0242,仁,1 ,2 ,,,,00170,009,1 
0243,今,1 ,12 ,,,,00175,009,1 
0244,他,1 ,11 ,,,,00183,009,1 
0245,令,1 ,8 ,,,,00193,009,1 
0246,以,1 ,23 ,,,,00194,009,1 
0247,企,1 ,5 ,,,,00209,009,1 
0248,伏,1 ,4 ,,,,00217,009,1 
0249,伽,1 ,7 ,,,,00236,009,1 
0250,但,1 ,5 ,,,,00240,009,1 
0251,位,1 ,6 ,,,,00243,009,1 
0252,住,1 ,7 ,,,,00245,009,1 
0253,何,1 ,45 ,,,,00250,009,1 
0254-0255,佛,1 ,58 ,,,,00255,009,2 
0256,作,1 ,38 ,,,,00256,009,1 
0257,00261,1 ,5 ,,,,00261,009,1 
0258,來,1 ,41 ,,,,00282,009,1 
0259,侍,1 ,5 ,,,,00288,009,1 
0260,供,1 ,3 ,,,,00299,009,1 
0261,依,1 ,20 ,,,,00301,009,1 
0262,便,1 ,9 ,,,,00321,009,1 
0263,俗,1 ,4 ,,,,00338,009,1 
0264,信,1 ,2 ,,,,00345,009,1 
0265,倶,1 ,11 ,,,,00350,009,1 
0266,僧,1 ,13 ,,,,00503,009,1 
0267,先,1 ,5 ,,,,00566,010,1 
0268,入,1 ,13 ,,,,00582,011,1 
0269,八,1 ,8 ,,,,00594,012,1 
0270,六,1 ,10 ,,,,00597,012,1 
0271,共,1 ,2 ,,,,00599,012,1 
0272,兵,1 ,3 ,,,,00602,012,1 
0273,其,1 ,7 ,,,,00605,012,1 
0274,具,1 ,5 ,,,,00606,012,1 
0275,出,1 ,11 ,,,,00723,017,1 
0276,分,2 ,13 ,9 ,,,00734,018,1 
0277,切,1 ,4 ,,,,00735,018,1 
0278,別,1 ,7 ,,,,00763,018,1 
0279,利,1 ,12 ,,,,00767,018,1 
0280,則,1 ,3 ,,,,00789,018,1 
0281,前,1 ,16 ,,,,00794,018,1 
0282,割,1 ,2 ,,,,00820,018,1 
0283,力,1 ,9 ,,,,00856,019,1 
0284,功,1 ,6 ,,,,00857,019,1 
0285,加,1 ,7 ,,,,00858,019,1 
0286,劣,1 ,2 ,,,,00859,019,1 
0287,劫,1 ,13 ,,,,00865,019,1 
0288,勇,1 ,2 ,,,,00881,019,1 
0289,勝,1 ,17 ,,,,00893,019,1 
0290,化,1 ,13 ,,,,00938,021,1 
0291,十,1 ,15 ,,,,00985,024,1 
0292,千,1 ,8 ,,,,00987,024,1 
0293,印,1 ,5 ,,,,01034,026,1 
0294,却,1 ,3 ,,,,01038,026,1 
0295,即,1 ,40 ,,,,01049,026,1 
0296,去,1 ,6 ,,,,01101,028,1 
0297,及,1 ,19 ,,,,01111,029,1 
0298,取,1 ,5 ,,,,01127,029,1 
0299,可,1 ,11 ,,,,01154,030,1 
0300,史,1 ,17 ,,,,01157,030,1 
0301,合,1 ,3 ,,,,01170,030,1 
0302-0303,名,1 ,63 ,,,,01175,030,2 
0304,告,1 ,7 ,,,,01219,030,1 
0305,命,1 ,6 ,,,,01252,030,1 
0306,哉,1 ,2 ,,,,01305,030,1 
0307,問,1 ,22 ,,,,01369,030,1 
0308,喝,1 ,2 ,,,,01414,030,1 
0309,器,1 ,4 ,,,,01523,030,1 
0310,四,1 ,40 ,,,,01607,031,1 
0311,因,1 ,23 ,,,,01611,031,1 
0312,國,1 ,8 ,,,,01639,031,1 
0313,土,1 ,2 ,,,,01654,032,1 
0314,在,1 ,24 ,,,,01659,032,1 
0315,地,1 ,8 ,,,,01666,032,1 
0316,城,1 ,6 ,,,,01740,032,1 
0317,堪,1 ,2 ,,,,01789,032,1 
0318,報,1 ,2 ,,,,01796,032,1 
0319,境,1 ,3 ,,,,01839,032,1 
0320,增,1 ,7 ,,,,01853,032,1 
0321,墮,1 ,2 ,,,,01863,032,1 
0322,士,1 ,2 ,,,,01903,033,1 
0323,壽,1 ,17 ,,,,01913,033,1 
0324-0325,多,1 ,61 ,,,,01938,036,2 
0326,夜,1 ,4 ,,,,01939,036,1 
0327,大,1 ,19 ,,,,01946,037,1 
0328-0329,天,1 ,58 ,,,,01947,037,2 
0330,失,1 ,4 ,,,,01957,037,1 
0331,奉,1 ,2 ,,,,01974,037,1 
0332,奪,1 ,2 ,,,,02013,037,1 
0333,女,1 ,8 ,,,,02022,038,1 
0334-0335,如,1 ,76 ,,,,02031,038,2 
0336,妙,1 ,9 ,,,,02045,038,1 
0337,姓,1 ,7 ,,,,02077,038,1 
0338,威,1 ,2 ,,,,02105,038,1 
0339,婆,1 ,2 ,,,,02142,038,1 
0340,子,1 ,16 ,,,,02262,039,1 
0341,學,1 ,11 ,,,,02293,039,1 
0342,安,1 ,6 ,,,,02309,040,1 
0343,定,1 ,32 ,,,,02325,040,1 
0344,宣,1 ,2 ,,,,02333,040,1 
0345,家,1 ,2 ,,,,02349,040,1 
0346,察,1 ,8 ,,,,02383,040,1 
0347,實,1 ,3 ,,,,02390,040,1 
0348,審,1 ,4 ,,,,02395,040,1 
0349,寛,1 ,2 ,,,,02397,040,1 
0350,寶,1 ,11 ,,,,02407,040,1 
0351,尋,1 ,6 ,,,,02430,041,1 
0352,小,1 ,2 ,,,,02439,042,1 
0353,就,1 ,2 ,,,,02464,043,1 
0354,尼,1 ,2 ,,,,02473,044,1 
0355,已,1 ,34 ,,,,02783,049,1 
0356,布,1 ,2 ,,,,02800,050,1 
0357,師,1 ,4 ,,,,02835,050,1 
0358,幾,1 ,2 ,,,,02915,052,1 
0359,度,1 ,5 ,,,,02944,053,1 
0360,座,1 ,3 ,,,,02946,053,1 
0361,廊,1 ,2 ,,,,02974,053,1 
0362,廣,1 ,18 ,,,,02993,053,1 
0363,引,1 ,2 ,,,,03044,057,1 
0364,弟,1 ,9 ,,,,03052,057,1 
0365,彌,1 ,3 ,,,,03084,057,1 
0366-0367,彼,1 ,52 ,,,,03124,060,2 
0368,往,1 ,6 ,,,,03128,060,1 
0369,後,1 ,29 ,,,,03138,060,1 
0370,徒,1 ,2 ,,,,03143,060,1 
0371,得,1 ,50 ,,,,03145,060,1 
0372,從,1 ,16 ,,,,03151,060,1 
0373,03157,1 ,2 ,,,,03157,060,1 
0374,復,1 ,26 ,,,,03159,060,1 
0375,德,1 ,6 ,,,,03172,060,1 
0376,心,1 ,12 ,,,,03179,061,1 
0377,必,1 ,9 ,,,,03180,061,1 
0378,忍,1 ,6 ,,,,03184,061,1 
0379,念,1 ,9 ,,,,03214,061,1 
0380,怖,1 ,2 ,,,,03233,061,1 
0381,思,1 ,2 ,,,,03239,061,1 
0382,性,1 ,14 ,,,,03244,061,1 
0383,恆,1 ,3 ,,,,03267,061,1 
0384,恭,1 ,2 ,,,,03297,061,1 
0385,患,1 ,2 ,,,,03329,061,1 
0386,情,1 ,5 ,,,,03348,061,1 
0387,惡,1 ,3 ,,,,03367,061,1 
0388,惱,1 ,7 ,,,,03372,061,1 
0389,意,1 ,5 ,,,,03395,061,1 
0390,慧,1 ,6 ,,,,03462,061,1 
0391,慮,1 ,20 ,,,,03466,061,1 
0392,懈,1 ,2 ,,,,03549,061,1 
0393,應,1 ,32 ,,,,03550,061,1 
0394,成,1 ,13 ,,,,03610,062,1 
0395,我,1 ,22 ,,,,03611,062,1 
0396,或,1 ,13 ,,,,03617,062,1 
0397,截,1 ,2 ,,,,03628,062,1 
0398-0399,所,1 ,60 ,,,,03647,063,2 
0400,持,1 ,12 ,,,,03780,064,1 
0401,捨,1 ,5 ,,,,03835,064,1 
0402,掌,1 ,3 ,,,,03858,064,1 
0403,提,1 ,20 ,,,,03896,064,1 
0404,摩,1 ,3 ,,,,04009,064,1 
0405,攝,1 ,8 ,,,,04192,064,1 
0406,支,1 ,11 ,,,,04216,065,1 
0407,放,1 ,2 ,,,,04233,066,1 
0408-0409,故,1 ,99 ,,,,04243,066,2 
0410,教,1 ,3 ,,,,04261,066,1 
0411,敬,1 ,6 ,,,,04286,066,1 
0412,敵,1 ,2 ,,,,04293,066,1 
0413,斯,1 ,3 ,,,,04373,069,1 
0414,新,1 ,2 ,,,,04376,069,1 
0415,斷,1 ,4 ,,,,04381,069,1 
0416,方,1 ,9 ,,,,04385,070,1 
0417-0418,於,1 ,73 ,,,,04389,070,2 
0419,施,1 ,11 ,,,,04391,070,1 
0420,日,1 ,5 ,,,,04446,072,1 
0421,旨,1 ,3 ,,,,04450,072,1 
0422-0423,是,1 ,57 ,,,,04512,072,2 
0424-0425,時,1 ,62 ,,,,04523,072,2 
0426,晝,1 ,2 ,,,,04542,072,1 
0427-0428,智,1 ,97 ,,,,04569,072,2 
0429,曰,1 ,5 ,,,,04650,073,1 
0430,曾,1 ,3 ,,,,04661,073,1 
0431,最,1 ,16 ,,,,04664,073,1 
0432-0434,有,1 ,106 ,,,,04674,074,3 
0435,期,1 ,2 ,,,,04699,074,1 
0436,未,1 ,22 ,,,,04711,075,1 
0437,本,1 ,4 ,,,,04713,075,1 
0438,林,1 ,3 ,,,,04803,075,1 
0439,果,1 ,3 ,,,,04806,075,1 
0440,某,1 ,3 ,,,,04845,075,1 
0441,根,1 ,20 ,,,,04922,075,1 
0442,梵,1 ,10 ,,,,05010,075,1 
0443,業,1 ,22 ,,,,05152,075,1 
0444,極,1 ,5 ,,,,05161,075,1 
0445,槃,1 ,7 ,,,,05228,075,1 
0446,樂,1 ,11 ,,,,05279,075,1 
0447,樹,1 ,3 ,,,,05323,075,1 
0448,次,1 ,18 ,,,,05558,076,1 
0449,欲,1 ,24 ,,,,05580,076,1 
0450,正,1 ,20 ,,,,05643,077,1 
0451-0453,此,1 ,104 ,,,,05644,077,3 
0454,歳,1 ,10 ,,,,05666,077,1 
0455,死,1 ,3 ,,,,05686,078,1 
0456,歿,1 ,5 ,,,,05692,078,1 
0457,殊,1 ,2 ,,,,05717,078,1 
0458,比,1 ,4 ,,,,05841,081,1 
0459,毘,1 ,2 ,,,,05845,081,1 
0460,民,1 ,2 ,,,,05935,083,1 
0461,永,1 ,3 ,,,,05957,085,1 
0462,求,1 ,14 ,,,,05964,085,1 
0463,汝,1 ,14 ,,,,05983,085,1 
0464,法,1 ,34 ,,,,06074,085,1 
0465,波,1 ,33 ,,,,06086,085,1 
0466,洲,1 ,15 ,,,,06138,085,1 
0467,涅,1 ,7 ,,,,06189,085,1 
0468,淨,1 ,3 ,,,,06272,085,1 
0469,清,1 ,2 ,,,,06290,085,1 
0470,滿,1 ,33 ,,,,06476,085,1 
0471,漏,1 ,11 ,,,,06487,085,1 
0472,漢,1 ,10 ,,,,06499,085,1 
0473,濕,1 ,2 ,,,,06633,085,1 
0474-0475,無,1 ,51 ,,,,06872,086,2 
0476,煩,1 ,7 ,,,,06921,086,1 
0477,熟,1 ,19 ,,,,06949,086,1 
0478,燃,1 ,2 ,,,,06969,086,1 
0479,燈,1 ,2 ,,,,06971,086,1 
0480-0481,爲,1 ,60 ,,,,07032,087,2 
0482,爾,1 ,14 ,,,,07043,089,1 
0483,物,1 ,2 ,,,,07080,093,1 
0484,猛,1 ,6 ,,,,07180,094,1 
0485,猶,1 ,3 ,,,,07203,094,1 
0486,率,1 ,2 ,,,,07259,095,1 
0487,王,1 ,25 ,,,,07262,096,1 
0488,現,1 ,12 ,,,,07304,096,1 
0489,生,1 ,43 ,,,,07461,100,1 
0490,用,1 ,2 ,,,,07469,101,1 
0491,由,1 ,14 ,,,,07479,102,1 
0492,甲,1 ,3 ,,,,07480,102,1 
0493,男,1 ,3 ,,,,07483,102,1 
0494,界,1 ,12 ,,,,07501,102,1 
0495,畏,1 ,2 ,,,,07503,102,1 
0496,異,1 ,17 ,,,,07530,102,1 
0497,疑,1 ,3 ,,,,07559,103,1 
0498,疾,1 ,2 ,,,,07591,104,1 
0499,發,1 ,8 ,,,,07707,105,1 
0500,白,1 ,3 ,,,,07709,106,1 
0501,百,1 ,8 ,,,,07710,106,1 
0502,皆,1 ,19 ,,,,07717,106,1 
0503,益,1 ,14 ,,,,07759,108,1 
0504,盡,1 ,14 ,,,,07779,108,1 
0505,相,1 ,39 ,,,,07801,109,1 
0506,衆,1 ,11 ,,,,07844,109,1 
0507,睹,1 ,21 ,,,,07870,109,1 
0508,瞿,1 ,2 ,,,,07910,109,1 
0509-0510,知,1 ,68 ,,,,07941,111,2 
0511,神,1 ,3 ,,,,08124,113,1 
0512,福,1 ,3 ,,,,08148,113,1 
0513,稠,1 ,3 ,,,,08239,115,1 
0514,種,1 ,28 ,,,,08244,115,1 
0515,稱,1 ,5 ,,,,08248,115,1 
0516,立,1 ,4 ,,,,08354,117,1 
0517,竝,1 ,2 ,,,,08361,117,1 
0518,端,1 ,2 ,,,,08376,117,1 
0519,第,1 ,27 ,,,,08412,118,1 
0520,等,1 ,35 ,,,,08426,118,1 
0521,答,1 ,25 ,,,,08437,118,1 
0522,精,1 ,5 ,,,,08685,119,1 
0523,終,1 ,3 ,,,,08795,120,1 
0524,經,1 ,13 ,,,,08856,120,1 
0525,縁,1 ,19 ,,,,08924,120,1 
0526,縛,1 ,2 ,,,,08963,120,1 
0527,繋,1 ,5 ,,,,09030,120,1 
0528,續,1 ,10 ,,,,09061,120,1 
0529-0530,羅,1 ,55 ,,,,09144,122,2 
0531,義,1 ,13 ,,,,09177,123,1 
0532,羸,1 ,2 ,,,,09192,123,1 
0533-0534,者,1 ,69 ,,,,09255,125,2 
0535,而,1 ,31 ,,,,09264,126,1 
0536,耨,1 ,4 ,,,,09286,127,1 
0537,聖,1 ,12 ,,,,09308,128,1 
0538,聞,1 ,9 ,,,,09315,128,1 
0539,聲,1 ,6 ,,,,09328,128,1 
0540,胎,1 ,2 ,,,,09395,130,1 
0541,脩,1 ,15 ,,,,09462,130,1 
0542,脱,1 ,9 ,,,,09463,130,1 
0543,臣,1 ,3 ,,,,09596,131,1 
0544,自,1 ,27 ,,,,09602,132,1 
0545,至,1 ,28 ,,,,09610,133,1 
0546,與,1 ,6 ,,,,09629,134,1 
0547,色,1 ,14 ,,,,09716,139,1 
0548,芻,1 ,7 ,,,,09765,140,1 
0549,若,1 ,27 ,,,,09788,140,1 
0550,09804,1 ,7 ,,,,09804,140,1 
0551,葉,1 ,2 ,,,,09966,140,1 
0552,著,1 ,2 ,,,,09972,140,1 
0553,薀,1 ,2 ,,,,10137,140,1 
0554,薄,1 ,2 ,,,,10139,140,1 
0555,薩,1 ,40 ,,,,10163,140,1 
0556,藍,1 ,2 ,,,,10189,140,1 
0557,藏,1 ,2 ,,,,10191,140,1 
0558,處,1 ,18 ,,,,10270,141,1 
0559,蜜,1 ,30 ,,,,10414,142,1 
0560,行,1 ,26 ,,,,10614,144,1 
0561,衞,1 ,5 ,,,,10630,144,1 
0562,衣,1 ,6 ,,,,10637,145,1 
0563,表,1 ,3 ,,,,10643,145,1 
0564,被,1 ,2 ,,,,10683,145,1 
0565,補,1 ,4 ,,,,10714,145,1 
0566,要,1 ,4 ,,,,10822,146,1 
0567,見,1 ,10 ,,,,10831,147,1 
0568,覺,1 ,13 ,,,,10856,147,1 
0569,觀,1 ,35 ,,,,10859,147,1 
0570,解,1 ,11 ,,,,10875,148,1 
0571,言,1 ,18 ,,,,10890,149,1 
0572,許,1 ,2 ,,,,10930,149,1 
0573,訶,1 ,5 ,,,,10936,149,1 
0574,語,1 ,3 ,,,,11017,149,1 
0575-0577,説,1 ,115 ,,,,11025,149,3 
0578,論,1 ,10 ,,,,11058,149,1 
0579,諸,1 ,23 ,,,,11085,149,1 
0580,諾,1 ,3 ,,,,11090,149,1 
0581,謂,1 ,26 ,,,,11095,149,1 
0582,證,1 ,2 ,,,,11155,149,1 
0583,讚,1 ,6 ,,,,11229,149,1 
0584,豐,1 ,2 ,,,,11261,151,1 
0585,資,1 ,2 ,,,,11373,154,1 
0586,足,1 ,6 ,,,,11495,157,1 
0587,踰,1 ,2 ,,,,11593,157,1 
0588,身,1 ,22 ,,,,11715,158,1 
0589,輪,1 ,9 ,,,,11827,159,1 
0590,轉,1 ,20 ,,,,11856,159,1 
0591,辨,1 ,10 ,,,,11908,160,1 
0592,近,1 ,10 ,,,,11948,162,1 
0593,迦,1 ,13 ,,,,11960,162,1 
0594,通,1 ,6 ,,,,12000,162,1 
0595,逢,1 ,5 ,,,,12009,162,1 
0596,進,1 ,5 ,,,,12022,162,1 
0597,逸,1 ,2 ,,,,12027,162,1 
0598,過,1 ,8 ,,,,12046,162,1 
0599,道,1 ,18 ,,,,12051,162,1 
0600,達,1 ,2 ,,,,12052,162,1 
0601,遠,1 ,2 ,,,,12070,162,1 
0602,那,1 ,2 ,,,,12134,163,1 
0603,邪,1 ,13 ,,,,12139,163,1 
0604,部,1 ,9 ,,,,12176,163,1 
0605,都,1 ,2 ,,,,12188,163,1 
0606,重,1 ,3 ,,,,12373,166,1 
0607,量,1 ,17 ,,,,12376,166,1 
0608,金,1 ,12 ,,,,12380,167,1 
0609,鈍,1 ,2 ,,,,12406,167,1 
0610,鑠,1 ,5 ,,,,12674,167,1 
0611,長,1 ,2 ,,,,12698,168,1 
0612,門,1 ,3 ,,,,12709,169,1 
0613,開,1 ,2 ,,,,12716,169,1 
0614,間,1 ,18 ,,,,12724,169,1 
0615,阿,1 ,30 ,,,,12830,170,1 
0616,陀,1 ,3 ,,,,12831,170,1 
