カード番号,文字,部首,字体数,用例数1,用例数2,大字典
0963,頭,181,1,3,,13346
0964,顏,181,1,2,,13380
0965,顯,181,1,7,,13416
0966,頗,181,1,2,,13325
0967,須,181,1,8,,13304
0968,願,181,1,2,,13391
0969,頓,181,1,5,,13316
0970,風,182,1,13,,13423
0971,飄,182,1,2,,13479
0972,飛,183,1,2,,13495
0973,飯,184,1,8,,13527
0974,饌,184,1,2,,13636
0975,餘,184,1,2,,13565
0976,首,185,1,3,,13661
0977,香,186,1,3,,13667
0978,馬,187,1,2,,13680
0979,馭,187,2,1,1,13681
0980,駿,187,1,2,,13771
0981,驢,187,1,2,,13864
0982,驚,187,1,3,,13852
0983,13775,187,1,2,,13775
0984,骨,188,1,2,,13873
0985-0986,高,189,1,53,,13940
0987,鬼,194,1,2,,14061
0988,魚,195,1,13,,14101
0989,14356,195,1,13,,14356
0990,鯛,195,1,3,,14213
0991,鳥,196,1,6,,14361
0992,鳴,196,1,3,,14379
0993,14537,196,1,7,,14537
0994,14603,196,1,7,,14603
0995,鹿,198,1,16,,14621
0996,麗,198,1,3,,14645
0997,齊,210,1,8,,14828
0998,亦,008,2,28,9,00154
0999,來,009,2,37,2,00282
1000,佐,009,2,1,1,00246
1001,娜,038,2,2,1,02119
1002,栲,075,1,6,,04915
1003,汚,085,2,2,1,05979
1004,獲,094,2,1,1,07241
1005,華,140,2,1,1,09921
1006,逼,162,2,2,1,12030
1007,鰭,195,2,2,1,14279
2001,乾,005,0,,,00118
2002,備,009,0,,,00455
2003,僕,009,0,,,00493
2004,佞,009,0,,,00258
2005,假,009,0,,,00405
2006,介,009,0,,,00176
2007,凶,017,0,,,00718
2008,切,018,0,,,00735
2009,功,019,0,,,00857
2010,卒,024,0,,,01004
2011,嘆,030,0,,,01466
2012,嚢,030,0,,,01595
2013,啓,030,0,,,01373
2014,壷,033,0,,,01908
2015,夷,037,0,,,01961
2016,契,037,0,,,01984
2017,02040,038,0,,,02040
2018,學,039,0,,,02293
2019,寛,040,0,,,02397
2020,市,050,0,,,02799
2021,幾,052,0,,,02915
2022,廢,053,0,,,02992
2023,徒,060,0,,,03143
2024,恩,061,0,,,03292
2025,惱,061,0,,,03372
2026,恥,061,0,,,03289
2027,戻,063,0,,,03645
2028,招,064,0,,,03758
2029,扶,064,0,,,03686
2030,斃,066,0,,,04311
2031,斥,069,0,,,04363
2032,昵,072,0,,,04518
2033,暴,072,0,,,04608
2034,楫,075,0,,,05150
2035,權,075,0,,,05529
2036,梔,075,0,,,04978
2037,14917,075,0,,,14917
2038,板,075,0,,,04781
2039,款,076,0,,,05591
2040,止,077,0,,,05641
2041,歩,077,0,,,05645
2042,氏,083,0,,,05932
2043,流,085,0,,,06151
2044,源,085,0,,,06396
2045,淤,085,0,,,06269
2046,燃,086,0,,,06969
2047,焦,086,0,,,06874
2048,熱,086,0,,,06957
2049,燒,086,0,,,06978
2050,烟,086,0,,,06847
2051,牽,093,0,,,07087
2052,發,105,0,,,07707
2053,看,109,0,,,07817
2054,直,109,0,,,07799
2055,睨,109,0,,,07867
2056,總,120,0,,,08993
2057,繋,120,0,,,09030
2058,縫,120,0,,,08976
2059,纏,120,0,,,09064
2060,罷,122,0,,,09133
2061,義,123,0,,,09177
2062,耀,124,0,,,09249
2063,聽,128,0,,,09335
2064,膝,130,0,,,09541
2065,裏,145,0,,,10703
2066,裔,145,0,,,10708
2067,覽,147,0,,,10857
2068,解,148,0,,,10875
2069,訶,149,0,,,10936
2070,11264,151,0,,,11264
2071,輒,159,0,,,11799
2072,遷,162,0,,,12093
2073,闕,169,0,,,12783
2074,閉,169,0,,,12714
2075,陰,170,0,,,12862
2077,14659,198,0,,,14659
2078,龍,212,0,,,14876
2079,龜,213,0,,,14887
2080,儀,009,1,2,,00516
2081-2082,兒,010,1,64,,00574
2083,光,010,1,4,,00567
2084,兩,011,1,3,,00591
2085,全,011,1,2,,00589
2086,凡,016,1,6,,00701
2087,分,018,1,3,,00734
2088,勝,019,1,21,,00893
2089,勢,019,1,3,,00898
2090,原,027,1,18,,01074
2091,受,029,1,6,,01128
2092,取,029,1,14,,01127
2093,友,029,1,4,,01112
2094,召,030,1,10,,01150
2095,咲,030,1,2,,01312
2096,因,031,1,39,,01611
2097,土,032,1,5,,01654
2098,坐,032,1,6,,01682
2099,坂,032,1,2,,01672
2100,壯,033,1,3,,01905
2101,害,040,1,5,,02346
2102,完,040,1,3,,02313
2103,安,040,1,3,,02309
2104,定,040,1,7,,02325
2105,對,041,1,24,,02435
2106,屬,044,1,5,,02515
2107,帥,050,1,2,,02828
2108,帶,050,1,6,,02846
2109,年,051,1,6,,02900
2110,床,053,1,10,,02924
2111,02984x,053,1,2,,02984x
2112,庭,053,1,2,,02952
2113,延,054,1,4,,03005
2114,御,060,1,11,,03153
2115,從,060,1,17,,03151
2116,悉,061,1,2,,03312
2117,惡,061,1,6,,03367
2118,慇,061,1,2,,03438
2119,憐,061,1,4,,03499
2120,怜,061,1,4,,03238
2121,懷,061,1,3,,03585
2122,怪,061,1,2,,03248
2123,或,062,1,3,,03617
2124,所,063,1,45,,03647
2125,拔,064,1,3,,03750
2126,攀,064,1,2,,04146
2127,數,066,1,4,,04298
2128,本,075,1,12,,04713
2129,横,075,1,3,,05381
2130,歎,076,1,2,,05612
2131-2132,此,077,1,86,,05644
2133,歸,077,1,13,,05676
2134,正,077,1,6,,05643
2135,滅,085,1,2,,06432
2136,焔,086,1,2,,06882
2137,状,094,1,6,,07122
2138,獸,094,1,3,,07248
2139,狹,094,1,19,,07162
2140,瓏,096,1,2,,07395
2141,甚,099,1,5,,07457
2142,留,102,1,9,,07508
2143,疏,103,1,2,,07557
2144,疑,103,1,5,,07559
2145,益,108,1,3,,07759
2146,磐,112,1,21,,08047
2147,祭,113,1,2,,08135
2148,私,115,1,3,,08180
2149,稱,115,1,8,,08248
2150,稜,115,1,4,,08235
2151,竊,116,1,2,,08353
2152,等,118,1,15,,08426
2153,策,118,1,2,,08438
2154,繩,120,1,2,,09028
2155,置,122,1,7,,09128
2156,老,125,1,12,,09250
2157,耶,128,1,21,,09292
2158,臺,133,1,2,,09617
2159,與,134,1,21,,09629
2160,興,134,1,2,,09630
2161,色,139,1,4,,09716
2162,著,140,1,3,,09972
2163,苦,140,1,6,,09789
2164,若,140,1,18,,09788
2165,葺,140,1,8,,09994
2166,薦,140,1,2,,10160
2167,虚,141,1,3,,10272
2168,號,141,2,19,12,10276
2169,蠅,142,1,3,,10563
2170,衰,145,1,2,,10649
2171,襃,145,1,3,,10774
2172,覓,147,1,6,,10834
2173,訖,149,1,6,,10912
2174,貌,153,1,2,,11311
2175,走,156,1,3,,11454
2176,辭,160,1,6,,11914
2177,迎,162,1,4,,11947
2178,逢,162,1,2,,12009
2179,邊,162,1,10,,12115
2180,邪,163,1,2,,12139
2181,隱,170,1,4,,12935
2182,隨,170,1,7,,12927
2183,陵,170,1,3,,12867
2184,雄,172,1,2,,12961
2185,靈,173,1,28,,13092
2186,顧,181,1,2,,13409
2187,養,184,1,8,,13551
2188,饒,184,1,3,,13641
2189,驅,187,2,2,1,13839
2190,雁,172,1,2,,12957
2191,鹽,197,1,2,,14620
2192,鼻,209,1,2,,14809
2193,休,009,2,1,1,00219
2194,嗣,030,1,5,,01452
2195,強,057,2,1,1,03066
2196-2197,於,070,2,69,11,04389
2198,爾,089,2,8,1,07043
2199,狗,094,2,1,1,07139
2200,萬,140,2,7,2,09954
2201,足,157,2,5,1,11495
2202,整,066,0,,,04303
2203,晝,072,0,,,04542
