統合ID,文字,S81,字体数,用例数,部首
01607,四,0440,1,19,031
01611,因,0441,1,15,031
01627,固,0442,1,2,031
01639,國,0443,1,2,031
01645,圓,0444,1,2,031
01654,土,0445,1,2,032
01666,地,0446,1,29,032
01767,堅,0447,1,4,032
01798,場,0448,1,3,032
01831,塵,0449,1,3,032
01853,增,0450,1,2,032
01863,墮,0451,1,12,032
01895,壞,0452,1,5,032
01903,士,0453,1,7,033
01934,外,0454,1,4,036
01938,多,0455,1,16,036
01939,夜,0456,1,2,036
01946,大,0457,1,61,037
01947,天,0458,1,23,037
01949,夫,0459,1,5,037
02022,女,0460,1,8,038
02024,奴,0461,1,2,038
02029,好,0462,1,5,038
02031,如,0463,1,149,038
02045,妙,0464,1,8,038
02061,妻,0465,1,2,038
02105,威,0466,1,4,038
02142,婆,0467,1,7,038
02203,嫌,0468,1,3,038
02248,嬰,0469,1,3,038
02262,子,0470,1,50,039
02264,孔,0471,1,4,039
02293,學,0472,1,2,039
02306,宅,0473,1,3,040
02309,安,0474,1,15,040
02325,定,0475,1,6,040
02333,宣,0476,1,3,040
02346,害,0477,1,3,040
02349,家,0478,1,16,040
02357,寂,0479,1,3,040
02361,密,0480,1,17,040
02371,寒,0481,1,2,040
02390,實,0482,1,14,040
02396,寫,0483,1,2,040
02407,寶,0484,1,6,040
02429,尊,0485,1,29,041
02439,小,0486,1,9,042
02464,就,0487,1,3,043
02482,居,0488,1,6,044
02488,屋,0489,1,2,044
02515,屬,0490,1,6,044
02528,山,0491,1,9,046
02564,岸,0492,1,2,046
02783,已,0493,1,29,049
02835,師,0494,1,13,050
02839,席,0495,1,2,050
02847,常,0496,1,16,050
02903,幸,0497,1,2,051
02924,床,0498,1,8,053
02944,度,0499,1,2,053
02993,廣,0500,1,2,053
03005,延,0501,1,3,054
03052,弟,0502,1,2,057
03084,彌,0503,1,3,057
03101,形,0504,1,3,059
03124,彼,0505,1,7,060
03138,後,0506,1,3,060
03145,得,0507,1,39,060
03151,從,0508,1,10,060
03153,御,0509,1,3,060
03157,徧,0510,1,5,060
03159,復,0511,1,87,060
03165,微,0512,1,10,060
03172,德,0513,1,6,060
03179,心,0514,1,31,061
03180,必,0515,1,8,061
03214,念,0516,1,8,061
03233,怖,0517,1,3,061
03239,思,0518,1,2,061
03244,性,0519,1,11,061
03278,恚,0520,1,6,061
03298,息,0521,1,3,061
03312,悉,0522,1,15,061
03335,悲,0523,1,5,061
03365,惟,0524,1,2,061
03366,惠,0525,1,3,061
03367,惡,0526,1,11,061
03362,惚,0527,1,13,061
03373,想,0528,1,5,061
03395,意,0529,1,11,061
03404,愚,0530,1,6,061
03405,愛,0531,1,4,061
03439,慈,0532,1,2,061
03462,慧,0533,1,4,061
03550,應,0534,1,11,061
03610,成,0535,1,13,062
03611,我,0536,1,38,062
03612,戒,0537,1,53,062
03617,或,0538,1,51,062
03633,戰,0539,1,2,062
03636,戲,0540,1,2,062
03647,所,0541,1,54,063
03659,手,0542,1,3,064
03708,投,0543,1,4,064
03780,持,0544,1,16,064
03835,捨,0545,1,9,064
03896,提,0546,1,30,064
03939,損,0547,1,3,064
04008,摧,0548,1,2,064
04009,摩,0549,1,37,064
04216,支,0550,1,2,065
04233,放,0551,1,4,066
04243,故,0552,1,33,066
04261,教,0553,1,13,066
04277,敢,0554,1,4,066
04280,散,0555,1,10,066
04286,敬,0556,1,4,066
04296,敷,0557,1,2,066
04319,變,0558,1,3,066
04321,文,0559,1,2,067
04368,斫,0560,1,2,069
04373,斯,0561,1,6,069
04381,斷,0562,1,10,069
04385,方,0563,1,7,070
04389,於,0564,1,38,070
04391,施,0565,1,5,070
04446,日,0566,1,6,072
04485,明,0567,1,11,072
04489,易,0568,1,3,072
04490,昔,0569,1,2,072
04512,是,0570,1,159,072
04523,時,0571,1,27,072
04569,智,0572,1,5,072
04621,曇,0573,1,3,072
04657,書,0574,1,2,073
04660,曼,0575,1,4,073
04661,曾,0576,1,4,073
04664,最,0577,1,2,073
04674,有,0578,1,82,074
04679,服,0579,1,5,074
04707,木,0580,1,2,075
04711,未,0581,1,7,075
04713,本,0582,1,3,075
04801,枕,0583,1,3,075
04806,果,0584,1,8,075
04807,枝,0585,1,2,075
04848,染,0586,1,5,075
04922,根,0587,1,8,075
04993,梨,0588,1,2,075
05010,梵,0589,1,2,075
05152,業,0590,1,9,075
05161,極,0591,1,3,075
05228,槃,0592,1,29,075
05279,樂,0593,1,8,075
05293,樓,0594,1,3,075
05323,樹,0595,1,5,075
05391,檀,0596,1,6,075
05558,次,0597,1,16,076
05580,欲,0598,1,11,076
05587,欺,0599,1,2,076
05609,歌,0600,1,2,076
05643,正,0601,1,14,077
05644,此,0602,1,14,077
05686,死,0603,1,11,078
05717,殊,0604,1,4,078
05737,殘,0605,1,4,078
05796,殺,0606,1,3,079
05812,毀,0607,1,5,079
05834,母,0608,1,4,080
05850,毛,0609,1,2,082
05952,水,0610,1,8,085
05957,永,0611,1,7,085
05964,求,0612,1,3,085
05983,汝,0613,1,26,085
06023,沒,0614,1,3,085
06031,沙,0615,1,4,085
06045,河,0616,1,2,085
06055,治,0617,1,12,085
06074,法,0618,1,27,085
06086,波,0619,1,10,085
06175,浮,0620,1,9,085
06182,海,0621,1,6,085
06189,涅,0622,1,28,085
06272,淨,0623,1,13,085
06285,深,0624,1,6,085
06290,清,0625,1,9,085
06318,渡,0626,1,2,085
06338,渴,0627,1,2,085
06432,滅,0628,1,8,085
06490,演,0629,1,2,085
06499,漢,0630,1,3,085
06521,漿,0631,1,2,085
06643,濡,0632,1,2,085
06776,火,0633,1,5,086
06872,無,0634,1,58,086
06885,然,0635,1,6,086
06918,照,0636,1,2,086
06921,煩,0637,1,9,086
06957,熱,0638,1,7,086
06969,燃,0639,1,2,086
06974,燋,0640,1,2,086
07032,爲,0641,1,42,087
07035,父,0642,1,4,088
07043,爾,0643,1,18,089
07065,牙,0644,1,5,092
07072,牛,0645,1,9,093
07080,物,0646,1,5,093
07110,犬,0647,1,2,094
07112,犯,0648,1,11,094
07165,狼,0649,1,3,094
07180,猛,0650,1,2,094
07192,猪,0651,1,2,094
07203,猶,0652,1,11,094
07212,獄,0653,1,25,094
07230,獨,0654,1,2,094
07262,王,0655,1,4,096
07304,現,0656,1,7,096
07347,瑟,0657,1,2,096
07456,甘,0658,1,2,099
07457,甚,0659,1,5,099
07461,生,0660,1,54,100
07464,産,0661,1,2,100
07469,用,0662,1,2,101
07479,由,0663,1,4,102
07483,男,0664,1,38,102
07501,界,0665,1,6,102
07503,畏,0666,1,3,102
07513,畜,0667,1,11,102
07520,畢,0668,1,4,102
07530,異,0669,1,2,102
07535,當,0670,1,28,102
07555,07555,0671,1,2,103
07559,疑,0672,1,3,103
07591,疾,0673,1,3,104
07598,病,0674,1,33,104
07613,痛,0675,1,2,104
07685,癡,0676,1,4,104
07696,癰,0677,1,2,104
07707,發,0678,1,5,105
07709,白,0679,1,7,106
07710,百,0680,1,6,106
07717,皆,0681,1,11,106
07754,盂,0682,1,2,108
07759,益,0683,1,3,108
07770,盛,0684,1,2,108
07779,盡,0685,1,3,108
07785,盧,0686,1,2,108
07790,目,0687,1,3,109
07796,盲,0688,1,2,109
07801,相,0689,1,15,109
07817,看,0690,1,2,109
07827,眞,0691,1,6,109
07839,眷,0692,1,2,109
07844,眾,0693,1,32,109
07878,瞋,0694,1,2,109
07907,瞻,0695,1,5,109
07910,瞿,0696,1,3,109
M23523,睺,0697,1,2,109
07941,知,0698,1,11,111
07954,石,0699,1,3,112
07986,破,0700,1,13,112
08016,碎,0701,1,2,112
08097,示,0702,1,8,113
08116,祕,0703,1,16,113
08124,神,0704,1,3,113
08143,禁,0705,1,13,113
08162,禪,0706,1,2,113
08244,種,0707,1,17,115
08296,空,0708,1,8,116
08303,突,0709,1,3,116
08365,竟,0710,1,4,117
08371,童,0711,1,3,117
08376,端,0712,1,4,117
08400,笛,0713,1,2,118
08412,第,0714,1,12,118
08426,等,0715,1,22,118
08464,箏,0716,1,2,118
08474,箜,0717,1,2,118
08493,節,0718,1,9,118
08504,篌,0719,1,2,118
08767,索,0720,1,4,120
08779,細,0721,1,2,120
08795,終,0722,1,17,120
08807,結,0723,1,5,120
08856,經,0724,1,9,120
08906,緊,0725,1,2,120
08924,緣,0726,1,21,120
08963,縛,0727,1,2,120
09030,繋,0728,1,2,120
09064,纏,0729,1,2,120
09085,缺,0730,1,2,121
09125,罪,0731,1,5,122
09144,羅,0732,1,56,122
09150,羊,0733,1,3,123
09177,義,0734,1,7,123
09250,老,0735,1,2,125
09255,者,0736,1,64,125
09264,而,0737,1,31,126
09286,耨,0738,1,11,127
09292,耶,0739,1,5,128
09308,聖,0740,1,20,128
09314,聚,0741,1,4,128
09315,聞,0742,1,26,128
09328,聲,0743,1,17,128
09335,聽,0744,1,3,128
09377,肯,0745,1,3,130
09394,背,0746,1,2,130
09429,能,0747,1,35,130
09433,脂,0748,1,2,130
09436,脇,0749,1,6,130
09462,脩,0750,1,14,130
09463,脱,0751,1,2,130
09599,臥,0752,1,16,131
09602,自,0753,1,7,132
09610,至,0754,1,12,133
09617,臺,0755,1,2,133
09629,與,0756,1,13,134
09638,舍,0757,1,2,135
09675,船,0758,1,2,137
09716,色,0759,1,8,139
09788,若,0760,1,34,140
09789,苦,0761,1,15,140
09869,莊,0762,1,3,140
09874,莖,0763,1,2,140
09919,菩,0764,1,76,140
09921,華,0765,1,27,140
09954,萬,0766,1,5,140
09961,落,0767,1,2,140
09966,葉,0768,1,37,140
09972,著,0769,1,4,140
10043,蓐,0770,1,2,140
10050,蓮,0771,1,3,140
10160,薦,0772,1,2,140
10163,薩,0773,1,89,140
10172,薰,0774,1,2,140
10191,藏,0775a,2,5,140
10191b,藏,0775b,2,2,140
10192,藐,0776,1,11,140
10204,藥,0777,1,6,140
10251,蘭,0778,1,2,140
10264,虎,0779,1,2,141
10270,處,0780,1,11,141
10272,虛,0781,1,7,141
10414,蜜,0782,1,3,142
10614,行,0783,1,40,144
10637,衣,0784,1,7,145
10698,裂,0785a,2,1,145
10698b,裂,0785b,2,1,145
10724,裳,0786,1,2,145
10831,見,0787,1,11,147
10848,親,0788,1,2,147
10856,覺,0789a,2,12,147
10856b,覺,0789b,2,1,147
10859,觀,0790,1,5,147
10875,解,0791,1,8,148
10887,觸,0792,1,2,148
10890,言,0793,1,47,149
10930,許,0794,1,3,149
10936,訶,0795,1,32,149
10984,詳,0796,1,2,149
11006,誑,0797,1,2,149
11008,誓,0798,1,2,149
11017,語,0799,1,8,149
11023,誦,0800,1,2,149
11025,説,0801,1,40,149
11038,調,0802,1,4,149
11041,諂,0803,1,2,149
11049,請,0804,1,3,149
11051,諍,0805,1,3,149
11085,諸,0806,1,69,149
11095,謂,0807,1,11,149
11116,謗,0808,1,4,149
11162,譏,0809,1,4,149
11171,識,0810,1,2,149
11189,譬,0811,1,6,149
11200,護,0812,1,10,149
11207,讀,0813,1,2,149
11265,豕,0814,1,2,152
11275,象,0815,1,35,152
11306,貇,0816,1,2,153
11328,貝,0817,1,2,154
11334,財,0818,1,3,154
11342,貪,0819,1,8,154
11445,赤,0820,1,4,155
11461,起,0821,1,8,156
11471,越,0822,1,5,156
11495,足,0823,1,13,157
11715,身,0824,1,31,158
11740,車,0825,1,5,159
11802,輕,0826,1,2,159
11827,輪,0827,1,3,159
11856,轉,0828,1,3,159
11898,辟,0829,1,3,160
11951,返,0830,1,2,162
11960,迦,0831,1,38,162
11982,退,0832,1,8,162
11986,逆,0833,1,3,162
12000,通,0834,1,2,162
12022,進,0835,1,5,162
12040,遇,0836,1,5,162
12046,過,0837,1,11,162
12051,道,0838,1,18,162
12070,遠,0839,1,2,162
12083,遮,0840,1,3,162
12134,那,0841,1,12,163
12373,重,0842,1,10,166
12374,野,0843,1,2,166
12376,量,0844,1,7,166
12380,金,0845,1,13,167
12440,鉢,0846,1,9,167
12451,銀,0847,1,3,167
12654,鐵,0848,1,6,167
12698,長,0849,1,2,168
12709,門,0850,1,4,169
12716,開,0851,1,2,169
12724,間,0852,1,4,169
12757,閻,0853,1,5,169
12795,闡,0854,1,4,169
12800,闥,0855,1,2,169
12830,阿,0856,1,25,170
12831,陀,0857,1,14,170
12855,除,0858,1,11,170
12862,陰,0859,1,2,170
12927,隨,0860,1,15,170
12935,隱,0861,1,9,170
12955,雀,0862,1,2,172
12963,集,0863,1,2,172
12991,雖,0864,1,2,172
12997,雜,0865,1,3,172
13002,難,0866,1,4,172
13012,雨,0867,1,3,173
13015,雪,0868,1,2,173
13073,露,0869,1,3,173
13095,青,0870,1,5,174
13104,非,0871,1,32,175
13108,面,0872,1,2,176
13281,音,0873,1,2,180
13302,順,0874,1,3,181
13304,須,0875,1,3,181
13325,頗,0876,1,2,181
13346,頭,0877,1,10,181
13391,願,0878,1,19,181
13423,風,0879,1,4,182
13503,食,0880,1,17,184
13526,飮,0881,1,7,184
13551,養,0882,1,7,184
13559,餓,0883,1,6,184
13667,香,0884,1,11,186
13680,馬,0885,1,6,187
13788,騏,0886,1,2,187
M44990,驎,0887,1,2,187
13959,髮,0888,1,3,190
14002,鬚,0889,1,3,190
14033,鬭,0890,1,11,191
14061,鬼,0891,1,8,194
14088,魔,0892,1,8,194
14361,鳥,0893,1,2,196
14475,鵡,0894,1,2,196
14542,鷄,0895,1,3,196
14607,鸚,0896,1,2,196
14693,黃,0897,1,4,201
14709,黑,0898,1,2,203
14720,默,0899,1,2,203
14809,鼻,0900,1,3,209
14876,龍,0901,1,4,212
00118,乾,0902a,2,1,005
00118b,乾,0902b,2,1,005
00175,今,0903a,2,13,009
00175b,今,0903b,2,11,009
00217,伏,0904a,2,2,009
00217b,伏,0904b,2,1,009
00245,住,0905a,2,10,009
00245b,住,0905b,2,5,009
00256,作,0906a,2,26,009
00256b,作,0906b,2,4,009
00402,偃,0907a,2,1,009
00402b,偃,0907b,2,1,009
01052,卿,0908a,2,3,026
01052b,卿,0908b,2,1,026
01412,喜,0909a,2,1,030
01412b,喜,0909b,2,1,030
01581,嚴,0910,1,6,030
01659,在,0911a,2,3,032
01659b,在,0911b,2,1,032
01682,坐,0912a,2,11,032
01682b,坐,0912b,2,1,032
02392,寧,0913a,2,7,040
02392b,寧,0913b,2,7,040
02780,差,0914a,2,4,048
02780b,差,0914b,2,1,048
03297,恭,0915a,2,2,061
03297b,恭,0915b,2,1,061
03757,拘,0916a,2,7,064
03757b,拘,0916b,2,1,064
05641,止,0917a,2,3,077
05641b,止,0917b,2,3,077
06978,燒,0918a,2,1,086
06978b,燒,0918b,2,1,086
07248,獸,0919a,2,1,094
07248b,獸,0919b,2,1,094
09192,羸,0920a,2,2,123
09192b,羸,0920b,2,1,123
11077,諭,0921a,2,1,149
11077b,諭,0921b,2,1,149
03008,廻,0922a,2,1,054
03008b,廻,0922b,2,1,054
12030,逼,0923a,2,3,162
