統合ID,文字,開成周易,字体数,用例数,部首
06603,澤,1085,1,19,085
05952,水,1086,1,21,085
06643,濡,1087,1,10,085
06193,涉,1088,1,21,085
05964,求,1089,1,30,085
06045,河,1090,1,2,085
06058,況,1091,1,7,085
06872,無,1092,1,25,086
06776,火,1093,1,17,086
06867,焚,1094,1,5,086
06986,燥,1095,1,2,086
06885,然,1096,1,26,086
06792,災,1097,1,15,086
06918,照,1098,1,4,086
07032,爲,1099,1,212,087
07034,爵,1103,1,2,087
07035,父,1104,1,17,088
07043,爾,1105,1,5,089
07039,爻,1106,1,51,089
02924,床,1107,1,9,053
07072,牛,1108,1,18,093
07080,物,1109,1,103,093
07073,牝,1111,1,3,093
07087,牽,1112,1,5,093
07241,獲,1113,1,16,094
07230,獨,1114,1,9,094
07203,猶,1115,1,3,094
07153,狩,1116,1,2,094
07135,狐,1117,1,3,094
07212,獄,1118,1,5,094
07139,狗,1119,1,2,094
07112,犯,1120,1,8,094
07256,玄,1121,1,4,095
07259,率,1122,1,2,095
07258,玆,1123,1,3,095
07307,理,1124,1,8,096
07262,王,1125,1,45,096
07261,玉,1126,1,3,096
07350,瑣,1127,1,4,096
07298,班,1128,1,4,096
07426,瓶,1129,0,1,098
07436,甃,1130,1,2,098
07457,甚,1131,1,3,099
07456,甘,1132,1,4,099
07461,生,1133,1,46,100
07469,用,1134,1,124,101
07535,當,1137,1,48,102
07530,異,1138,1,8,102
07479,由,1139,1,16,102
07525,畫,1140,1,3,102
07548,疆,1141,1,6,102
07480,甲,1142,1,6,102
07481,申,1143,1,2,102
07478,田,1144,1,14,102
07503,畏,1145,1,2,102
07513,畜,1146,1,19,102
07483,男,1147,1,16,102
07559,疑,1148,1,17,103
07591,疾,1149,1,17,104
07706,登,1150,1,4,105
07707,發,1151,1,13,105
07717,皆,1152,1,17,106
09214,習,1153,1,10,124
07709,白,1154,1,8,106
07710,百,1155,1,14,106
07784,盥,1156,1,2,108
07759,益,1157,1,32,108
07758,盈,1158,1,17,108
07779,盡,1159,1,20,108
07771,盜,1160,1,6,108
07770,盛,1161,1,9,108
07871,睽,1162,1,16,109
07844,眾,1163,1,21,109
07801,相,1164,1,62,109
07790,目,1166,1,5,109
07799,直,1167,1,10,109
07795,盱,1168,1,2,109
07812,眈,1169,1,2,109
07915,矍,1170,1,2,109
07811,眇,1171,1,2,109
07824,眚,1172,1,7,109
07807,省,1173,1,3,109
07937,矢,1174,1,6,111
01957,失,1175,1,48,037
07938,矣,1176,1,86,111
07941,知,1178,1,64,111
07995,硏,1180,1,3,112
07954,石,1181,1,6,112
08029,碩,1182,1,3,112
08035,確,1183,1,2,112
08047,磐,1184,1,3,112
08097,示,1185,1,4,113
08148,福,1186,1,11,113
08135,祭,1187,1,4,113
08141,祿,1188,1,2,113
08117,祖,1189,1,2,113
08103,祀,1190,1,3,113
08159,禦,1191,1,4,113
08102,礿,1192,1,3,113
08176,禽,1193,1,9,114
08248,稱,1194,1,8,115
08285,穫,1195,1,2,115
08269,積,1196,1,8,115
08233,稚,1197,1,2,115
08329,窮,1198,1,34,116
08315,窒,1199,1,3,116
08293,究,1200,1,2,116
08303,突,1201,1,2,116
08291,穴,1202,1,4,116
08322,窞,1203,1,2,116
08354,立,1204,1,17,117
08371,童,1205,1,15,117
08366,章,1206,1,8,117
08497,範,1207,1,2,118
08468,箕,1208,1,4,118
08569,簡,1209,1,7,118
08493,節,1210,1,27,118
08433,筐,1211,1,2,118
08554,簋,1212,1,5,118
08438,策,1213,1,3,118
08426,等,1214,1,2,118
08450,筮,1215,1,5,118
08396,笑,1216,1,5,118
08685,精,1217,1,5,119
08767,索,1218,1,11,120
08879,維,1219,1,6,120
08747,納,1220,1,2,120
08856,經,1221,1,3,120
08765,素,1222,1,3,120
08781,紱,1223,1,2,120
09015,繘,1224,1,2,120
09047,繼,1225,1,2,120
08760,紛,1226,1,2,120
08997,繁,1227,1,2,120
08795,終,1228,1,101,120
08807,結,1230,0,1,120
09028,繩,1231,1,2,120
09030,繋,1232,1,13,120
08833,統,1233,1,7,120
08738,約,1234,1,2,120
08945,緼,1235,1,2,120
09080,缶,1236,1,3,121
09133,罷,1237,1,2,122
09125,罪,1238,1,4,122
09104,罔,1239,1,4,122
09130,罰,1240,1,2,122
09150,羊,1241,1,8,123
09175,羣,1242,1,8,123
09167,羝,1243,1,2,123
09155,美,1244,1,12,123
09177,義,1245,1,55,123
09192,羸,1246,1,6,123
09168,羞,1247,1,3,123
09230,翩,1248,1,4,124
09236,翰,1249,1,3,124
09195,羽,1250,1,2,124
09251,考,1251,1,5,125
09255,者,1252,1,272,125
09250,老,1257,1,5,125
09264,而,1258,1,442,126
09272,耕,1266,1,2,127
09270,耒,1267,1,2,127
09328,聲,1268,1,2,128
09308,聖,1269,1,39,128
09314,聚,1270,1,12,128
09315,聞,1271,1,2,128
09326,聰,1272,1,4,128
09335,聽,1273,1,3,128
09290,耳,1274,1,10,128
09379,育,1275,1,5,130
09462,脩,1276,1,10,130
09535,膏,1277,1,3,130
09366,肥,1278,1,2,130
09458,脢,1279,1,2,130
09378,肱,1280,1,4,130
09348,肉,1281,1,2,130
09567,臀,1282,1,2,130
11269,豚,1283,1,3,152
09364,股,1284,1,3,130
09516,腹,1285,1,4,130
09429,能,1286,1,49,130
09601,臨,1287,1,21,131
09596,臣,1288,1,12,131
09602,自,1289,1,44,132
09605,臭,1290,1,2,132
09610,至,1291,1,48,133
09611,致,1292,1,26,133
09629,與,1293,1,62,134
09632,擧,1295,1,6,134
09630,興,1296,1,7,134
09633,舊,1297,1,4,134
09619,臼,1298,1,2,134
09636,舌,1299,1,2,135
09638,舍,1300,1,9,135
09653,舜,1301,1,2,136
09656,舞,1302,1,2,136
09657,舟,1303,1,3,137
09715,艱,1304,1,9,138
09713,艮,1305,1,26,138
09714,良,1306,1,3,138
09716,色,1307,1,3,139
10040,蓋,1308,1,16,140
10191,藏,1309,1,8,140
09840,荃,1310,1,3,140
09886,莫,1311,1,28,140
09954,萬,1312,1,52,140
09788,若,1313,1,23,140
10008,蒙,1314,1,30,140
09782,苟,1315,1,11,140
09972,著,1316,1,4,140
09781,苞,1317,1,8,140
10089,蔾,1318,1,3,140
10139,薄,1319,1,5,140
10041,蓍,1320,1,3,140
09934,萃,1321,1,11,140
M31622,蒺,1322,1,3,140
10059,蔀,1323,1,5,140
10206,藩,1324,1,5,140
10231,蘇,1325,1,4,140
10204,藥,1326,1,2,140
09921,華,1327,1,2,140
10202,藟,1328,1,2,140
10070,蔑,1329,1,2,140
09836,茹,1330,1,2,140
09891,莽,1331,1,2,140
09851,荒,1332,1,2,140
10187,藉,1333,1,4,140
10172,薰,1334,1,2,140
09810,茅,1335,1,9,140
09789,苦,1336,1,4,140
09846,草,1337,1,4,140
09976,葛,1338,1,2,140
09985,葬,1339,1,2,140
10093,蕃,1340,1,4,140
10160,薦,1341,1,3,140
10270,處,1342,1,26,141
10272,虛,1343,1,10,141
10276,號,1344,1,10,141
10284,虩,1345,1,5,141
09539,膚,1346,1,7,130
10264,虎,1347,1,7,141
10282,虧,1348,1,2,141
10275,虞,1349,1,6,141
10593,蠱,1350,1,17,142
10605,血,1351,1,11,143
10615,衍,1352,1,2,144
10614,行,1353,1,153,144
10616,衎,1356,1,4,144
10636,衢,1357,1,2,144
10637,衣,1358,1,2,145
10662,袂,1359,1,3,145
10649,衰,1360,1,3,145
10696,裁,1361,1,2,145
10724,裳,1362,1,3,145
10822,要,1363,1,7,146
10826,覆,1364,1,3,146
10820,西,1365,1,13,146
10858,覿,1366,1,2,147
10831,見,1367,1,90,147
10837,視,1369,1,3,147
10859,觀,1370,1,60,147
10848,親,1372,1,10,147
10875,解,1373,1,15,148
10860,角,1374,1,4,148
10887,觸,1375,1,5,148
10890,言,1376,1,84,149
11095,謂,1378,1,56,149
11058,論,1379,1,7,149
11025,説,1380,1,44,149
11117,謙,1381,1,32,149
11028,誰,1382,1,4,149
11017,語,1383,1,8,149
11085,諸,1384,1,26,149
10919,訟,1385,1,18,149
10928,設,1386,1,8,149
11024,誨,1387,1,2,149
11018,誠,1388,1,2,149
11171,識,1389,1,2,149
11195,議,1390,1,4,149
11019,誡,1391,1,3,149
10975,試,1392,1,2,149
11142,謹,1393,1,2,149
11205,譽,1394,1,11,149
11092,謀,1395,1,4,149
11234,谷,1396,1,4,150
11253,豈,1397,1,3,151
11261,豐,1398,1,17,151
11275,象,1399,1,511,152
11265,豕,1408,1,4,152
11283,豫,1409,1,20,152
11329,貞,1410,1,175,154
11366,賁,1413,1,12,154
11386,賓,1414,1,4,154
11422,賾,1415,1,6,154
11334,財,1416,1,4,154
11397,賢,1417,1,12,154
11332,負,1418,1,6,154
11373,資,1419,1,7,154
11354,貳,1420,1,3,154
11355,貴,1421,1,18,154
11402,賤,1422,1,8,154
11445,赤,1423,1,3,155
11461,起,1424,1,3,156
11485,趣,1425,1,3,156
11471,越,1426,1,3,156
11495,足,1427,1,23,157
11675,躁,1428,1,4,157
11689,躍,1429,1,5,157
11611,蹄,1430,1,4,157
11504,趾,1431,1,11,157
11616,蹇,1432,1,19,157
11715,身,1433,1,16,158
11716,躬,1434,1,5,158
11801,輔,1435,1,9,159
11842,輹,1436,1,3,159
11740,車,1437,1,6,159
11795,載,1438,1,8,159
11827,輪,1439,1,4,159
11846,輿,1440,1,13,159
11844,輻,1441,1,2,159
11914,辭,1442,1,32,160
11908,辨,1443,1,6,160
11916,辯,1444,1,13,160
11898,辟,1445,1,3,160
11918,辱,1446,1,2,161
11919,農,1447,1,2,161
12000,通,1448,1,41,162
11986,逆,1449,1,5,162
12035,遁,1450,1,22,162
12043,運,1451,1,3,162
12079,適,1452,1,5,162
12037,遂,1453,1,11,162
12097,遺,1454,1,6,162
12054,違,1455,1,14,162
11982,退,1456,1,16,162
11948,近,1457,1,16,162
12046,過,1458,1,46,162
12070,遠,1459,1,34,162
12103,避,1460,1,2,162
12051,道,1461,1,110,162
12019,逮,1463,1,2,162
12112,邇,1464,1,6,162
12040,遇,1465,1,30,162
12022,進,1466,1,26,162
12038,遄,1467,1,3,162
12087,遲,1468,1,2,162
12004,造,1469,1,2,162
11988,逋,1470,1,2,162
12093,遷,1471,1,5,162
12010,連,1472,1,2,162
11974,迷,1473,1,4,162
12003,速,1474,1,3,162
11993,逐,1475,1,4,162
12160,郊,1476,1,7,163
12137,邦,1477,1,7,163
12139,邪,1478,1,11,163
12234,鄰,1479,1,9,163
12123,邑,1480,1,16,163
12266,酒,1481,1,7,164
12327,醜,1482,1,5,164
12263,配,1483,1,6,164
12372,里,1484,1,4,166
12374,野,1485,1,6,166
12373,重,1486,1,10,166
12528,錯,1487,1,7,167
12380,金,1488,1,10,167
12526,錫,1489,1,5,167
12429,鉉,1490,1,3,167
12698,長,1491,1,34,168
12768,闇,1492,1,7,169
12709,門,1493,1,11,169
12716,開,1494,1,3,169
12797,闢,1495,1,3,169
12766,闃,1496,1,2,169
12788,闚,1497,1,4,169
12714,閉,1498,1,2,169
12722,閑,1499,1,4,169
12782,闔,1500,1,2,169
12721,閏,1501,1,2,169
12724,間,1502,1,2,169
12839,限,1503,1,2,170
12867,陵,1504,1,5,170
12913,際,1505,1,4,170
12834,附,1506,1,3,170
12886,隆,1507,1,3,170
12822,防,1508,1,3,170
12929,險,1509,1,28,170
12862,陰,1510,1,52,170
12876,陽,1511,1,51,170
12899,隕,1512,1,2,170
12870,陸,1513,1,3,170
12891,隍,1514,1,2,170
12869,陷,1515,1,4,170
12935,隱,1516,1,7,170
12892,階,1517,1,3,170
12927,隨,1518,1,18,170
13001,離,1519,1,26,172
13002,難,1520,1,17,172
12991,雖,1521,1,27,172
12997,雜,1522,1,9,172
12965,雉,1523,1,3,172
12951,隼,1524,1,4,172
13023,雷,1525,1,25,173
13036,震,1526,1,33,173
13012,雨,1527,1,19,173
13020,雲,1528,1,10,173
13028,需,1529,1,18,173
13026,電,1530,1,3,173
13052,霜,1531,1,3,173
13103,靜,1532,1,11,174
13104,非,1533,1,24,175
13108,面,1534,1,3,176
13161,鞏,1535,1,2,177
13121,革,1536,1,24,177
13281,音,1537,1,4,180
13392,顙,1538,1,2,181
13359,頻,1539,1,4,181
13416,顯,1540,1,6,181
13302,順,1541,1,53,181
13398,類,1542,1,19,181
13380,顏,1543,1,2,181
13391,願,1544,1,7,181
13395,顚,1545,1,5,181
13304,須,1546,1,5,181
13337,頤,1547,1,18,181
13348,頰,1548,1,2,181
13384,顒,1549,1,2,181
13423,風,1550,1,19,182
13495,飛,1551,1,12,183
13503,食,1552,1,27,184
13542,飾,1553,1,3,184
13551,養,1554,1,15,184
13526,飮,1555,1,6,184
13565,餘,1556,1,2,184
13564,餗,1557,1,3,184
13661,首,1558,1,14,185
13680,馬,1559,1,27,187
13852,驚,1560,1,3,187
13934,體,1561,1,24,188
13940,高,1562,1,13,189
14061,鬼,1563,1,10,194
14101,魚,1564,1,10,195
14148,鮒,1565,1,2,195
14174,鮮,1566,1,3,195
14361,鳥,1567,1,8,196
14446,鴻,1568,1,6,196
14379,鳴,1569,1,9,196
14528,鶴,1570,1,2,196
14645,麗,1571,1,8,198
14621,鹿,1572,1,2,198
14693,黃,1573,1,19,201
14720,默,1574,1,2,203
14769,鼎,1575,1,17,206
14775,鼓,1576,1,8,207
14796,鼫,1577,1,2,208
14790,鼠,1578,1,3,208
14809,鼻,1579,1,2,209
14828,齊,1580,1,8,210
14831,齎,1581,1,2,210
14876,龍,1582,1,37,212
14887,龜,1583,1,5,213
00759,初,1584a,2,92,018
00759b,初,1584b,2,5,018
00991,升,1586a,2,16,024
00991b,升,1586b,2,3,024
01740,城,1587a,2,1,032
01740b,城,1587b,2,1,032
03245,怨,1588a,2,1,061
03245b,怨,1588b,2,1,061
04277,敢,1589a,2,2,066
04277b,敢,1589b,2,1,066
04442,旣,1590a,2,13,071
04442b,旣,1590b,2,2,071
04450,旨,1591a,2,2,072
04450b,旨,1591b,2,1,072
04667,會,1592,1,7,073
04679,服,1593a,2,5,074
04679b,服,1593b,2,1,074
06861,焉,1594a,2,33,086
06861b,焉,1594b,2,1,086
08107,祇,1595a,2,1,113
08107b,祇,1595b,2,1,113
08112,祐,1596a,2,6,113
08112b,祐,1596b,2,4,113
08109,祉,1597a,2,2,113
08109b,祉,1597b,2,1,113
08130,祥,1598a,2,1,113
08130b,祥,1598b,2,1,113
08124,神,1599a,2,18,113
08124b,神,1599b,2,16,113
08165,禮,1600a,2,9,113
08165b,禮,1600b,2,3,113
10709,裕,1601a,2,5,145
10709b,裕,1601b,2,1,145
