カード番号,文字,用例数1,用例数2,用例数3,字体数,部首番号,大字典番号
0890,首,7,,,1,185,13661
0891,高,2,,,1,189,13940
0892,鬼,2,,,1,194,14061
0893,魔,3,,,1,194,14088
0894,鳥,2,,,1,196,14361
0895,世,44,3,,2,001,00025
0896,亂,2,1,,2,005,00121
0897,亦,19,8,,2,008,00154
0898,初,3,2,,2,018,00759
0899,希,1,1,,2,050,02806
0900,底,1,1,,2,053,02932
0901,彈,2,1,,2,057,03079
0902,彼,8,2,,2,060,03124
0903,後,8,6,,2,060,03138
0904,懈,3,2,,2,061,03549
0905,易,1,1,,2,072,04489
0906,歡,2,1,,2,076,05639
0907,永,3,1,,2,085,05957
0908,演,2,2,,2,085,06490
0909,猶,15,1,,2,094,07203
0910,當,14,4,,2,102,07535
0911,疑,3,2,,2,103,07559
0912,禮,2,2,,2,113,08165
0913,稽,3,2,2,3,115,08258
0914,罫,3,1,,2,122,09126
0915,與,3,2,,2,134,09629
0916,英,1,1,,2,140,09795
0917,萬,11,8,,2,140,09954
0918,覺,20,2,2,3,147,10856
0919,貪,11,1,,2,154,11342
0920,載,2,1,,2,159,11795
0921,辯,4,2,1,3,160,11916
0922,03157,3,1,,2,060,03157
0923,陀,3,2,,2,170,12831
0924,涙,1,1,1,3,085,06253
0925,念,13,,,1,061,03214
