カード番号,文字,字体数,用例数1,用例数2,用例数3,大字典番号,部首番号
0184,職,0,,,,09332,128
0185,聿,0,,,,09339,129
0186,朕,0,,,,04688,074
0187,膝,0,,,,09541,130
0188,與,0,,,,09629,134
0189,舊,0,,,,09633,134
0190,興,0,,,,09630,134
0191,若,0,,,,09788,140
0192,藏,0,,,,10191,140
0193,萌,0,,,,09941,140
0194,薄,0,,,,10139,140
0195,蕪,0,,,,10125,140
0196,虞,0,,,,10275,141
0197,膚,0,,,,09539,130
0198,衾,0,,,,10658,145
0199,衣,0,,,,10637,145
0200,袖,0,,,,10670,145
0201,西,0,,,,10820,146
0202,覺,0,,,,10856,147
0203,見,0,,,,10831,147
0204,談,0,,,,11046,149
0205,謹,0,,,,11142,149
0206,譏,0,,,,11162,149
0207,譽,0,,,,11205,149
0208,讓,0,,,,11222,149
0209,訓,0,,,,10909,149
0210,註,0,,,,10939,149
0211,語,0,,,,11017,149
0212,象,0,,,,11275,152
0213,頼,0,,,,11411,154
0214,貫,0,,,,11343,154
0215,起,0,,,,11461,156
0216,趣,0,,,,11485,156
0217,足,0,,,,11495,157
0218,迹,0,,,,11976,162
0219,疏,0,,,,07557,103
0220,11595,0,,,,11595,157
0221,踊,0,,,,11565,157
0222,軌,0,,,,11744,159
0223,轍,0,,,,11858,159
0224,辱,0,,,,11918,161
0225,送,0,,,,11983,162
0226,遠,0,,,,12070,162
0227,逸,0,,,,12027,162
0228,近,0,,,,11948,162
0229,述,0,,,,11968,162
0230,避,0,,,,12103,162
0231,逾,0,,,,12031,162
0232,逆,0,,,,11986,162
0233,郊,0,,,,12160,163
0234,邵,0,,,,12147,163
0235,醜,0,,,,12327,164
0236,重,0,,,,12373,166
0237,錯,0,,,,12528,167
0238,門,0,,,,12709,169
0239,陷,0,,,,12869,170
0240,除,0,,,,12855,170
0241,陸,0,,,,12870,170
0242,雅,0,,,,12962,172
0243,韋,0,,,,13237,178
0244,領,0,,,,13327,181
0245,顯,0,,,,13416,181
0246,翻,0,,,,09243,124
0247,餘,0,,,,13565,184
0248,騁,0,,,,13773,187
0249,駕,0,,,,13724,187
0250,駮,0,,,,13752,187
0251,體,0,,,,13934,188
0252,髮,0,,,,13959,190
0253,鰥,0,,,,14274,195
0254,魯,0,,,,14116,195
0255,不,1,55,,,00013,001
0256,上,1,11,,,00008,001
0257,世,1,2,,,00025,001
0258,下,1,17,,,00009,001
0259,三,1,5,,,00007,001
0260,一,1,4,,,00001,001
0261,且,1,3,,,00020,001
0262,中,1,2,,,00051,002
0263-0264,之,1,100,,,00088,004
0265,也,1,45,,,00109,005
0266,亂,1,4,,,00121,005
0267,事,1,26,,,00128,006
0268,乎,1,11,,,00092,004
0269,云,1,10,,,00133,007
0270,于,1,3,,,00132,007
0271,五,1,5,,,00135,007
0272,享,1,2,,,00156,008
0273,備,1,3,,,00455,009
0274,以,1,54,,,00194,009
0275,侯,1,3,,,00313,009
0276,傳,1,3,,,00468,009
0277,傷,1,2,,,00473,009
0278,他,1,2,,,00183,009
0279,人,1,27,,,00168,009
0280,何,1,5,,,00250,009
0281,保,1,2,,,00342,009
0282,作,1,2,,,00256,009
0283,來,1,2,,,00282,009
0284,令,1,3,,,00193,009
0285,先,1,11,,,00566,010
0286,兢,1,2,,,00581,010
0287,兆,1,2,,,00564,010
0288,兄,1,4,,,00561,010
0289,其,1,43,,,00605,012
0290,公,1,3,,,00596,012
0291,別,1,2,,,00763,018
0292,刑,1,3,,,00746,018
0293,劉,1,2,,,00840,018
0294,則,1,27,,,00789,018
0295,加,1,3,,,00858,019
0296,危,1,2,,,01035,026
0297,取,1,3,,,01127,029
0298,及,1,2,,,01111,029
0299,又,1,3,,,01108,029
0300,善,1,5,,,01395,030
0301,同,1,3,,,01174,030
0302,喪,1,2,,,01430,030
0303,哀,1,4,,,01295,030
0304,名,1,4,,,01175,030
0305,君,1,19,,,01185,030
0306,可,1,13,,,01154,030
0307,嚴,1,7,,,01581,030
0308,和,1,4,,,01263,030
0309,吾,1,2,,,01217,030
0310,口,1,2,,,01141,030
0311,周,1,2,,,01235,030
0312,國,1,7,,,01639,031
0313,因,1,7,,,01611,031
0314,四,1,5,,,01607,031
0315,堂,1,2,,,01765,032
0316,在,1,8,,,01659,032
0317,地,1,6,,,01666,032
0318,士,1,2,,,01903,033
0319,大,1,12,,,01946,037
0320,夫,1,9,,,01949,037
0321,天,1,24,,,01947,037
0322,如,1,3,,,02031,038
0323,姓,1,3,,,02077,038
0324,始,1,3,,,02069,038
0325,孝,1,35,,,02273,039
0326,子,1,39,,,02262,039
0327,察,1,2,,,02383,040
0328,寡,1,2,,,02386,040
0329,家,1,6,,,02349,040
0330,安,1,6,,,02309,040
0331,宗,1,5,,,02322,040
0332,富,1,2,,,02366,040
0333,守,1,3,,,02308,040
0334,將,1,3,,,02425,041
0335,尊,1,2,,,02429,041
0336,小,1,2,,,02439,042
0337,居,1,5,,,02482,044
0338,己,1,2,,,02782,049
0339,度,1,2,,,02944,053
0340,庶,1,3,,,02961,053
0341,廣,1,2,,,02993,053
0342,廟,1,4,,,02989,053
0343,彰,1,2,,,03115,059
0344,得,1,7,,,03145,060
0345,後,1,5,,,03138,060
0346,徳,1,13,,,03172,060
0347,愛,1,14,,,03405,061
0348,心,1,6,,,03179,061
0349,忠,1,5,,,03203,061
0350,惡,1,4,,,03367,061
0351,必,1,6,,,03180,061
0352,思,1,6,,,03239,061
0353,性,1,3,,,03244,061
0354,懽,1,3,,,03591,061
0355,悖,1,2,,,03321,061
0356,志,1,2,,,03194,061
0357,悌,1,5,,,03316,061
0358,悦,1,5,,,03309,061
0359,成,1,5,,,03610,062
0360,戰,1,2,,,03633,062
0361,所,1,9,,,03647,063
0362,揚,1,3,,,03904,064
0363,擇,1,2,,,04085,064
0364,教,1,17,,,04261,066
0365,敬,1,25,,,04286,066
0366,故,1,25,,,04243,066
0367,敢,1,9,,,04277,066
0368,政,1,3,,,04235,066
0369,文,1,2,,,04321,067
0370,於,1,41,,,04389,070
0371,明,1,10,,,04485,072
0372,春,1,3,,,04503,072
0373,昭,1,3,,,04510,072
0374,昔,1,4,,,04490,072
0375,日,1,4,,,04446,072
0376,是,1,10,,,04512,072
0377,曾,1,5,,,04661,073
0378,曰,1,17,,,04650,073
0379,有,1,16,,,04674,074
0380,本,1,4,,,04713,075
0381,樂,1,4,,,05279,075
0382,此,1,5,,,05644,077
0383,死,1,3,,,05686,078
0384,毀,1,2,,,05812,079
0385,母,1,7,,,05834,080
0386,民,1,24,,,05935,083
0387,滿,1,4,,,06476,085
0388,溢,1,2,,,06408,085
0389,法,1,4,,,06074,085
0390,注,1,2,,,06091,085
0391,汝,1,2,,,05983,085
0392,海,1,2,,,06182,085
0393,治,1,9,,,06055,085
0394,況,1,3,,,06058,085
0395,然,1,6,,,06885,086
0396,焉,1,5,,,06861,086
0397,無,1,20,,,06872,086
0398,爲,1,13,,,07032,087
0399,爭,1,11,,,07028,087
0400,父,1,18,,,07035,088
0401,猶,1,3,,,07203,094
0402,王,1,10,,,07262,096
0403,理,1,3,,,07307,096
0404,甚,1,2,,,07457,099
0405,生,1,9,,,07461,100
0406,用,1,5,,,07469,101
0407,當,1,5,,,07535,102
0408,略,1,2,,,07522,102
0409,百,1,4,,,07710,106
0410,皆,1,3,,,07717,106
0411,盡,1,3,,,07779,108
0412,睦,1,2,,,07865,109
0413,相,1,2,,,07801,109
0414,失,1,5,,,01957,037
0415,矣,1,11,,,07938,111
0416,知,1,4,,,07941,111
0417,神,1,3,,,08124,113
0418,祖,1,2,,,08117,113
0419,示,1,2,,,08097,113
0420,禮,1,6,,,08165,113
0421,祀,1,3,,,08103,113
0422,祭,1,4,,,08135,113
0423,稷,1,2,,,08252,115
0424,秋,1,3,,,08187,115
0425,移,1,5,,,08212,115
0426,立,1,4,,,08354,117
0427,節,1,2,,,08493,118
0428,經,1,7,,,08856,120
0429,終,1,5,,,08795,120
0430,義,1,15,,,09177,123
0431,者,1,31,,,09255,125
0432,而,1,42,,,09264,126
0433,聖,1,7,,,09308,128
0434,肅,1,3,,,09344,129
0435,能,1,7,,,09429,130
0436,脩,1,2,,,09462,130
0437,服,1,2,,,04679,130
0438,臣,1,9,,,09596,131
0439,臨,1,3,,,09601,131
0440,自,1,5,,,09602,132
0441,至,1,7,,,09610,133
0442,致,1,7,,,09611,133
0443,擧,1,2,,,09632,134
0444,著,1,2,,,09972,140
0445,莫,1,11,,,09886,140
0446,蓋,1,4,,,10040,140
0447,萬,1,2,,,09954,140
0448,行,1,14,,,10614,144
0449,補,1,2,,,10714,145
0450,要,1,4,,,10822,146
0451,觀,1,2,,,10859,147
0452,親,1,24,,,10848,147
0453,諸,1,2,,,11085,149
0454,言,1,8,,,10890,149
0455,詩,1,8,,,10979,149
0456,謂,1,3,,,11095,149
0457,貴,1,4,,,11355,154
0458,資,1,3,,,11373,154
0459,赫,1,2,,,11451,155
0460,身,1,10,,,11715,158
0461,通,1,3,,,12000,162
0462,道,1,13,,,12051,162
0463,過,1,3,,,12046,162
0464,進,1,2,,,12022,162
0465,退,1,2,,,11982,162
0466,遺,1,2,,,12097,162
0467,配,1,3,,,12263,164
0468,長,1,5,,,12698,168
0469,開,1,2,,,12716,169
0470,陳,1,2,,,12864,170
0471,隱,1,2,,,12935,170
0472,雖,1,9,,,12991,172
0473,離,1,2,,,13001,172
0474,非,1,9,,,13104,175
0475,順,1,11,,,13302,181
0476,風,1,3,,,13423,182
0477,養,1,3,,,13551,184
0478,驕,1,3,,,13845,187
0479,高,1,2,,,13940,189
0480,鬼,1,3,,,14061,194
