カード番号,文字,字体数,用例数1,用例数2,用例数3,用例数4,大字典,部首,枚数
0627,癡,1 ,3 ,,,,07685,104,1 
0628,發,1 ,6 ,,,,07707,105,1 
0629,白,1 ,9 ,,,,07709,106,1 
0630,百,1 ,24 ,,,,07710,106,1 
0631,益,1 ,3 ,,,,07759,108,1 
0632,盡,1 ,17 ,,,,07779,108,1 
0633,目,1 ,2 ,,,,07790,109,1 
0634,盲,1 ,2 ,,,,07796,109,1 
0635,直,1 ,2 ,,,,07799,109,1 
0636,相,1 ,32 ,,,,07801,109,1 
0637,眉,1 ,5 ,,,,07813,109,1 
0638,眞,1 ,5 ,,,,07827,109,1 
0639,眷,1 ,14 ,,,,07839,109,1 
0640,眼,1 ,2 ,,,,07843,109,1 
0641,瞻,1 ,4 ,,,,07907,109,1 
0642,M23523,1 ,5 ,,,,,109,1 
0643-0644,知,1 ,58 ,,,,07941,111,2 
0645,破,1 ,3 ,,,,07986,112,1 
0646,示,1 ,12 ,,,,08097,113,1 
0647,祇,1 ,3 ,,,,08107,113,1 
0648,神,1 ,14 ,,,,08124,113,1 
0649,福,1 ,6 ,,,,08148,113,1 
0650,禪,1 ,6 ,,,,08162,113,1 
0651,禮,1 ,4 ,,,,08165,113,1 
0652-0653,種,1 ,64 ,,,,08244,115,2 
0654,稱,1 ,9 ,,,,08248,115,1 
0655,積,1 ,3 ,,,,08269,115,1 
0656,究,1 ,8 ,,,,08293,116,1 
0657,空,1 ,2 ,,,,08296,116,1 
0658,立,1 ,2 ,,,,08354,117,1 
0659,竟,1 ,7 ,,,,08365,117,1 
0660,童,1 ,2 ,,,,08371,117,1 
0661,竹,1 ,2 ,,,,08382,118,1 
0662,第,1 ,11 ,,,,08412,118,1 
0663-0664,等,1 ,56 ,,,,08426,118,2 
0665,答,1 ,2 ,,,,08437,118,1 
0666,精,1 ,8 ,,,,08685,119,1 
0667,純,1 ,2 ,,,,08753,120,1 
0668,終,1 ,2 ,,,,08795,120,1 
0669,結,1 ,3 ,,,,08807,120,1 
0670,經,1 ,23 ,,,,08856,120,1 
0671,網,1 ,2 ,,,,08885,120,1 
0672,緊,1 ,8 ,,,,08906,120,1 
0673,缺,1 ,2 ,,,,09085,121,1 
0674-0675,羅,1 ,70 ,,,,09144,122,2 
0676,美,1 ,2 ,,,,09155,123,1 
0677,義,1 ,24 ,,,,09177,123,1 
0678,習,1 ,3 ,,,,09214,124,1 
0679,老,1 ,2 ,,,,09250,125,1 
0680,者,1 ,47 ,,,,09255,125,1 
0681,而,1 ,42 ,,,,09264,126,1 
0682,耨,1 ,5 ,,,,09286,127,1 
0683,耶,1 ,2 ,,,,09292,128,1 
0684,聖,1 ,9 ,,,,09308,128,1 
0685,聞,1 ,44 ,,,,09315,128,1 
0686,聲,1 ,12 ,,,,09328,128,1 
0687,能,1 ,34 ,,,,09429,130,1 
0688,脱,1 ,8 ,,,,09463,130,1 
0689,自,1 ,28 ,,,,09602,132,1 
0690,至,1 ,14 ,,,,09610,133,1 
0691,與,1 ,19 ,,,,09629,134,1 
0692-0693,舍,1 ,60 ,,,,09638,135,2 
0694,般,1 ,2 ,,,,09665,137,1 
0695,色,1 ,3 ,,,,09716,139,1 
0696,若,1 ,45 ,,,,09788,140,1 
0697,苦,1 ,15 ,,,,09789,140,1 
0698-0699,菩,1 ,84 ,,,,09919,140,2 
0700,華,1 ,25 ,,,,09921,140,1 
0701,萬,1 ,33 ,,,,09954,140,1 
0702,葉,1 ,6 ,,,,09966,140,1 
0703,著,1 ,13 ,,,,09972,140,1 
0704,蓋,1 ,2 ,,,,10040,140,1 
0705,蓮,1 ,3 ,,,,10050,140,1 
0706,薄,1 ,2 ,,,,10139,140,1 
0707-0708,薩,1 ,82 ,,,,10163,140,2 
0709,薪,1 ,2 ,,,,10164,140,1 
0710,藐,1 ,6 ,,,,10192,140,1 
0711,藥,1 ,2 ,,,,10204,140,1 
0712,處,1 ,11 ,,,,10270,141,1 
0713,虚,1 ,4 ,,,,10272,141,1 
0714,號,1 ,11 ,,,,10276,141,1 
0715,蜜,1 ,3 ,,,,10414,142,1 
0716,螺,1 ,2 ,,,,10521,142,1 
0717,行,1 ,28 ,,,,10614,144,1 
0718,衣,1 ,2 ,,,,10637,145,1 
0719,要,1 ,3 ,,,,10822,146,1 
0720-0721,見,1 ,73 ,,,,10831,147,2 
0722,親,1 ,3 ,,,,10848,147,1 
0723,覺,1 ,3 ,,,,10856,147,1 
0724,解,1 ,19 ,,,,10875,148,1 
0725,言,1 ,30 ,,,,10890,149,1 
0726,記,1 ,5 ,,,,10914,149,1 
0727,設,1 ,2 ,,,,10928,149,1 
0728,訶,1 ,13 ,,,,10936,149,1 
0729,詞,1 ,8 ,,,,10967,149,1 
0730,誓,1 ,2 ,,,,11008,149,1 
0731,語,1 ,7 ,,,,11017,149,1 
0732,誦,1 ,4 ,,,,11023,149,1 
0733-0735,説,1 ,132 ,,,,11025,149,3 
0736,誰,1 ,3 ,,,,11028,149,1 
0737,諦,1 ,2 ,,,,11072,149,1 
0738-0742,諸,1 ,210 ,,,,11085,149,5 
0743,謂,1 ,7 ,,,,11095,149,1 
0744,講,1 ,2 ,,,,11119,149,1 
0745,證,1 ,4 ,,,,11155,149,1 
0746,譬,1 ,11 ,,,,11189,149,1 
0747,議,1 ,4 ,,,,11195,149,1 
0748,讀,1 ,2 ,,,,11207,149,1 
0749,讚,1 ,9 ,,,,11229,149,1 
0750,豈,1 ,2 ,,,,11253,151,1 
0751,貞,1 ,2 ,,,,11329,154,1 
0752,貪,1 ,7 ,,,,11342,154,1 
0753,足,1 ,16 ,,,,11495,157,1 
0754,趺,1 ,3 ,,,,11502,157,1 
0755,跋,1 ,2 ,,,,11515,157,1 
0756,身,1 ,21 ,,,,11715,158,1 
0757,車,1 ,2 ,,,,11740,159,1 
0758,軟,1 ,4 ,,,,11763,159,1 
0759,輩,1 ,2 ,,,,11826,159,1 
0760,輪,1 ,7 ,,,,11827,159,1 
0761,轉,1 ,9 ,,,,11856,159,1 
0762,辟,1 ,7 ,,,,11898,160,1 
0763,辱,1 ,3 ,,,,11918,161,1 
0764,近,1 ,3 ,,,,11948,162,1 
0765,迦,1 ,15 ,,,,11960,162,1 
0766,迷,1 ,2 ,,,,11974,162,1 
0767,退,1 ,6 ,,,,11982,162,1 
0768,通,1 ,8 ,,,,12000,162,1 
0769,逮,1 ,2 ,,,,12019,162,1 
0770,進,1 ,8 ,,,,12022,162,1 
0771,遇,1 ,4 ,,,,12040,162,1 
0772,過,1 ,12 ,,,,12046,162,1 
0773-0774,道,1 ,76 ,,,,12051,162,2 
0775,達,1 ,4 ,,,,12052,162,1 
0776,遠,1 ,4 ,,,,12070,162,1 
0777,邊,1 ,2 ,,,,12115,162,1 
0778,那,1 ,13 ,,,,12134,163,1 
0779,邪,1 ,2 ,,,,12139,163,1 
0780,部,1 ,3 ,,,,12176,163,1 
0781,釋,1 ,4 ,,,,12371,165,1 
0782,重,1 ,14 ,,,,12373,166,1 
0783-0784,量,1 ,55 ,,,,12376,166,2 
0785,金,1 ,6 ,,,,12380,167,1 
0786,鈍,1 ,4 ,,,,12406,167,1 
0787,鉢,1 ,2 ,,,,12440,167,1 
0788,銀,1 ,2 ,,,,12451,167,1 
0789,銅,1 ,2 ,,,,12453,167,1 
0790,長,1 ,3 ,,,,12698,168,1 
0791,門,1 ,5 ,,,,12709,169,1 
0792,開,1 ,5 ,,,,12716,169,1 
0793,閑,1 ,2 ,,,,12722,169,1 
0794,闍,1 ,3 ,,,,12774,169,1 
0795,闥,1 ,9 ,,,,12800,169,1 
0796,阿,1 ,35 ,,,,12830,170,1 
0797,陀,1 ,17 ,,,,12831,170,1 
0798,除,1 ,9 ,,,,12855,170,1 
0799,陳,1 ,2 ,,,,12864,170,1 
0800,隱,1 ,3 ,,,,12935,170,1 
0801,離,1 ,5 ,,,,13001,172,1 
0802,雨,1 ,8 ,,,,13012,173,1 
0803,震,1 ,4 ,,,,13036,173,1 
0804,非,1 ,10 ,,,,13104,175,1 
0805,靡,1 ,2 ,,,,13107,175,1 
0806,音,1 ,11 ,,,,13281,180,1 
0807,順,1 ,4 ,,,,13302,181,1 
0808,頗,1 ,3 ,,,,13325,181,1 
0809,頭,1 ,2 ,,,,13346,181,1 
0810,願,1 ,16 ,,,,13391,181,1 
0811,類,1 ,6 ,,,,13398,181,1 
0812,食,1 ,2 ,,,,13503,184,1 
0813,飾,1 ,6 ,,,,13542,184,1 
0814,養,2 ,21 ,1 ,,,13551,184,1 
0815,餘,1 ,14 ,,,,13565,184,1 
0816,饒,1 ,3 ,,,,13641,184,1 
0817,香,1 ,4 ,,,,13667,186,1 
0818,駄,1 ,2 ,,,,13708,187,1 
0819,驕,1 ,4 ,,,,13845,187,1 
0820,驚,1 ,2 ,,,,13852,187,1 
0821,體,1 ,2 ,,,,13934,188,1 
0822,高,1 ,2 ,,,,13940,189,1 
0823,鬼,1 ,4 ,,,,14061,194,1 
0824,鳴,1 ,2 ,,,,14379,196,1 
0825,默,1 ,2 ,,,,14720,203,1 
0826,鼓,1 ,4 ,,,,14775,207,1 
0827,鼻,1 ,2 ,,,,14809,209,1 
0828,龍,1 ,20 ,,,,14876,212,1 
0829-0830,世,2 ,86 ,1 ,,,00025,001,2 
0831,事,2 ,19 ,1 ,,,00128,006,1 
0832,今,2 ,36 ,1 ,,,00175,009,1 
0833,來,2 ,27 ,1 ,,,00282,009,1 
0834,偈,2 ,9 ,1 ,,,00406,009,1 
0835,像,2 ,8 ,1 ,,,00489,009,1 
0836,勤,2 ,1 ,1 ,,,00900,019,1 
0837,又,2 ,26 ,1 ,,,01108,029,1 
0838,塔,2 ,8 ,3 ,,,01816,032,1 
0839,夷,2 ,5 ,2 ,,,01961,037,1 
0840,復,2 ,28 ,1 ,,,03159,060,1 
0841,微,2 ,8 ,4 ,,,03165,060,1 
0842,悉,2 ,10 ,1 ,,,03312,061,1 
0843,惱,2 ,3 ,2 ,,,03372,061,1 
0844,懷,2 ,3 ,1 ,,,03585,061,1 
0845,教,2 ,15 ,2 ,,,04261,066,1 
0846,敬,2 ,10 ,2 ,,,04286,066,1 
0847,敷,2 ,2 ,1 ,,,04296,066,1 
0848,斷,2 ,3 ,1 ,,,04381,069,1 
0849,曼,2 ,10 ,1 ,,,04660,073,1 
0850,栴,2 ,2 ,1 ,,,04918,075,1 
0851,業,2 ,3 ,2 ,,,05152,075,1 
0852,歎,2 ,7 ,2 ,,,05612,076,1 
0853,歡,2 ,8 ,6 ,,,05639,076,1 
0854,求,2 ,33 ,1 ,,,05964,085,1 
0855,決,2 ,3 ,2 ,,,06003,085,1 
0856,淨,1 ,17 ,,,,06272,085,1 
0857,漢,2 ,7 ,3 ,,,06499,085,1 
0858,然,2 ,9 ,1 ,,,06885,086,1 
0859-0860,爲,2 ,45 ,18 ,,,07032,087,2 
0861,瑙,2 ,1 ,1 ,,,07342,096,1 
0862,瑪,2 ,1 ,1 ,,,07353,096,1 
0863,畫,2 ,3 ,1 ,,,07525,102,1 
0864,異,2 ,5 ,1 ,,,07530,102,1 
0865-0866,皆,2 ,27 ,25 ,,,07717,106,2 
0867-0869,衆,2 ,121 ,1 ,,,07844,109,3 
0870,08000,2 ,1 ,1 ,,,08000,112,1 
0871,08060,2 ,1 ,1 ,,,08060,112,1 
0872,縁,2 ,32 ,1 ,,,08924,120,1 
0873,聽,2 ,7 ,1 ,,,09335,128,1 
0874,脩,2 ,11 ,9 ,,,09462,130,1 
0875,藏,2 ,4 ,1 ,,,10191,140,1 
0876,觀,2 ,6 ,1 ,,,10859,147,1 
0877,請,2 ,1 ,1 ,,,11049,149,1 
0878,護,2 ,5 ,2 ,,,11200,149,1 
0879,起,2 ,11 ,1 ,,,11461,156,1 
0880,趣,2 ,8 ,1 ,,,11485,156,1 
0881,間,2 ,11 ,4 ,,,12724,169,1 
0882,際,2 ,1 ,1 ,,,12913,170,1 
0883,隨,2 ,12 ,1 ,,,12927,170,1 
0884,雖,2 ,4 ,1 ,,,12991,172,1 
0885,難,2 ,15 ,11 ,,,13002,172,1 
0886,須,2 ,3 ,1 ,,,13304,181,1 
0887,魔,2 ,1 ,1 ,,,14088,194,1 
0888,廣,3 ,7 ,1 ,1 ,,02993,053,1 
0889,莊,3 ,3 ,1 ,1 ,,09869,140,1 
