統合ID,文字,カード番号,字体数,用例数,部首
12282,酢,0991,1,9,164
12263,配,0992,1,4,164
12374,野,0993,1,8,166
12373,重,0994,1,9,166
12497,鋺,0995,1,4,167
12388,釣,0996,1,4,167
12418,鈴,0997,1,2,167
00843,劍,0998,1,5,018
12494,鋪,0999,1,2,167
12441,鉤,1000,1,47,167
12613,鏡,1001,1,6,167
12421,鈿,1002,1,7,167
12698,長,1003,1,19,168
12724,間,1004,1,9,169
12709,門,1005,1,7,169
12773,闌,1006,1,4,169
12716,開,1007,1,5,169
12898,隔,1008,1,2,170
12870,陸,1009,1,2,170
12859,陪,1010,1,2,170
12927,隨,1011,1,7,162
12867,陵,1012,1,3,170
12838,降,1013,1,30,170
12831,陀,1014,1,3,170
12887,隈,1015,1,2,170
12830,阿,1016,1,10,170
12864,陳,1017,1,2,170
12951,隼,1018,1,2,172
12963,集,1019,1,3,172
13001,離,1020,1,5,172
12965,雉,1021,1,10,172
13012,雨,1022,1,2,173
13092,靈,1023,1,16,173
13020,雲,1024,1,6,173
13073,露,1025,1,4,173
13104,非,1026,1,10,175
13293,響,1027,1,2,180
13304,須,1028,1,7,181
13416,顯,1029,1,6,181
13391,願,1030,1,2,181
13380,顏,1031,1,2,181
13346,頭,1032,1,2,181
13316,頓,1033,1,5,181
13409,顧,1034,1,2,181
13302,順,1035,1,4,181
13325,頗,1036,1,2,181
13479,飄,1037,1,2,182
13641,饒,1038,1,3,184
13527,飯,1039,1,7,184
13636,饌,1040,1,2,184
13661,首,1041,1,3,185
13667,香,1042,1,2,186
13771,駿,1043,1,2,187
13681,馭,1044,1,2,187
13775,13775,1045,1,2,187
13680,馬,1046,1,2,187
13852,驚,1047,1,3,187
13873,骨,1048,1,2,188
13940,高,1049,1,37,189
14356,14356,1050,1,13,195
14213,鯛,1051,1,3,195
14279,鰭,1052,1,3,195
14361,鳥,1053,1,4,196
14537,14537,1054,1,7,196
14379,鳴,1055,1,3,196
14620,鹽,1056,1,5,108
14621,鹿,1057,1,14,198
14645,麗,1058,1,3,198
14809,鼻,1059,1,2,209
14829,齋,1060,1,6,210
14828,齊,1061,1,4,210
00154,亦,1062a,2,14,008
00154b,亦,1062b,2,14,008
00282,來,1063a,2,28,009
00282b,來,1063b,2,8,009
00567,光,1064a,2,2,010
00567b,光,1064b,2,1,010
00723,出,1065a,2,54,017
00723b,出,1065b,2,11,017
00759,初,1067a,2,4,018
00759b,初,1067b,2,1,018
01074,原,1068a,2,7,027
01074b,原,1068b,2,5,027
01484,嘯,1069a,2,2,030
01484b,嘯,1069b,2,1,030
01412,喜,1070a,2,1,030
01412b,喜,1070b,2,1,030
01611,因,1071a,2,20,031
01611b,因,1071b,2,17,031
01639,國,1072a,2,32,031
01639b,國,1072b,2,17,031
01796,報,1073a,3,4,032
01796b,報,1073b,3,3,032
01796c,報,1073c,3,1,032
01818,塗,1074a,2,1,032
01818b,塗,1074b,2,1,032
02262,子,1075a,2,36,039
02262b,子,1075b,2,4,039
02325,定,1076a,2,4,040
02325b,定,1076b,2,2,040
02425,將,1077a,2,15,041
02425b,將,1077b,2,7,041
02464,就,1078a,2,7,043
02464b,就,1078b,2,1,043
02903,幸,1079a,2,24,051
02903b,幸,1079b,2,1,051
02924,床,1080a,2,7,053
02924b,床,1080b,2,3,053
03005,延,1081a,2,3,054
03005b,延,1081b,2,1,054
03151,從,1082a,2,13,060
03151b,從,1082b,2,3,060
03159,復,1083a,2,17,060
03159b,復,1083b,2,13,060
03704,抑,1084a,2,2,064
03704b,抑,1084b,2,1,064
04062,撥,1085a,2,1,064
04062b,撥,1085b,2,1,064
04298,數,1086a,2,2,066
04298b,數,1086b,2,2,066
04389,於,1087a,2,58,070
04389b,於,1087b,2,11,070
05381,横,1089,1,3,075
04978,梔,1090a,2,1,075
04978b,梔,1090b,2,1,075
05633,歟,1091a,2,5,076
05633b,歟,1091b,2,3,076
05644,此,1092,2,77,077
05676,歸,1094a,2,7,077
05676b,歸,1094b,2,6,077
05643,正,1095a,2,3,077
05643b,正,1095b,2,1,077
06015,沈,1096a,2,2,085
06015b,沈,1096b,2,1,085
05979,汚,1097a,2,1,085
05979b,汚,1097b,2,1,085
06918,照,1098a,2,11,086
06918b,照,1098b,2,1,086
06861,焉,1099a,2,12,086
06861b,焉,1099b,2,12,086
07535,當,1100,1,42,102
07706,登,1101a,2,4,105
07706b,登,1101b,2,2,105
07718,皇,1102a,2,50,106
07718b,皇,1102b,2,3,106
08159,禦,1104a,2,2,113
08159b,禦,1104b,2,1,113
08256,稻,1105a,2,6,115
08256b,稻,1105b,2,1,115
08426,等,1106a,2,15,118
08426b,等,1106b,2,1,118
08619,籠,1107a,2,3,118
08619b,籠,1107b,2,3,118
09155,美,1108a,2,9,123
09155b,美,1108b,2,2,123
09278,耜,1109a,2,4,127
09278b,耜,1109b,2,2,127
09429,能,1110a,2,16,130
09429b,能,1110b,2,1,130
09394,背,1111a,2,3,130
09394b,背,1111b,2,1,130
09522,膂,1112a,2,2,130
09522b,膂,1112b,2,1,130
09548,膩,1113a,2,2,130
09548b,膩,1113b,2,1,130
09629,與,1114a,2,18,134
09629b,與,1114b,2,3,134
09632,擧,1115a,2,5,064
09632b,擧,1115b,2,1,064
09716,色,1116a,2,2,139
09716b,色,1116b,2,1,139
09788,若,1117a,2,16,140
09788b,若,1117b,2,1,140
10160,薦,1118a,2,1,140
10160b,薦,1118b,2,1,140
09954,萬,1119a,2,7,140
09954b,萬,1119b,2,2,140
09807,茂,1120a,2,4,140
09807b,茂,1120b,2,1,140
09758,花,1121a,2,4,140
09758b,花,1121b,2,2,140
10276,號,1122a,2,19,141
10276b,號,1122b,2,11,141
10703,裏,1123a,2,3,145
10703b,裏,1123b,2,2,145
10806,襲,1124a,2,2,145
10806b,襲,1124b,2,1,145
10834,覓,1125a,2,4,147
10834b,覓,1125b,2,2,147
10912,訖,1126a,2,4,149
10912b,訖,1126b,2,2,149
11495,足,1127a,2,5,157
11495b,足,1127b,2,1,157
12042,遊,1128a,2,7,162
12042b,遊,1128b,2,2,162
01052,卿,1129a,2,4,026
01052b,卿,1129b,2,3,026
12935,隱,1130a,2,2,170
12935b,隱,1130b,2,1,170
12991,雖,1131a,2,4,172
12991b,雖,1131b,2,2,172
13423,風,1132a,2,8,182
13423b,風,1132b,2,3,182
13551,養,1133a,2,4,184
13551b,養,1133b,2,3,184
13864,驢,1134a,2,1,187
13864b,驢,1134b,2,1,187
14101,魚,1135a,2,9,195
14101b,魚,1135b,2,4,195
14603,14603,1136a,2,5,196
14603b,14603,1136b,2,2,196
00701,凡,1137a,3,4,016
00701b,凡,1137b,3,1,016
00701c,凡,1137c,3,1,016
07043,爾,1138a,3,6,089
07043b,爾,1138b,3,2,089
07043c,爾,1138c,3,1,089
07938,矣,1139a,3,11,111
07938b,矣,1139b,3,10,111
07938c,矣,1139c,3,10,111
S00066,々,1140,〓,79,部外
07032,爲,1142,1,50,087
,,,,,
