統合ID,文字,カード番号,字体数,用例数,部首,枚数,
13012,雨,0848,1,8,173,1,
13015,雪,0849,1,3,173,1,
13020,雲,0850,1,11,173,1,
13063,霧,0851,1,2,173,1,
13095,青,0852,1,2,174,1,
13104,非,0853,1,4,175,1,
13281,音,0854,1,13,180,1,
13296,頂,0855,1,12,181,1,
13302,順,0856,1,6,181,1,
13304,須,0857,1,6,181,1,
13346,頭,0858,1,4,181,1,
13359,頻,0859,1,7,181,1,
13398,類,0860,1,2,181,1,
13416,顯,0861,1,4,181,1,
13423,風,0862,1,6,182,1,
13542,飾,0863,1,2,184,1,
13551,養,0864,1,12,184,1,
13565,餘,0865,1,3,184,1,
13661,首,0866,1,17,185,1,
13667,香,0867,1,59,186,2,
13680,馬,0869,1,2,187,1,
13845,驕,0870,1,3,187,1,
13852,驚,0871,1,2,187,1,
13934,體,0872,1,2,188,1,
13940,高,0873,1,5,189,1,
13999,鬘,0874,1,2,190,1,
14033,鬪,0875,1,2,191,1,
14088,魔,0876,1,2,194,1,
14709,黒,0877,1,2,203,1,
14876,龍,0878,1,17,212,1,
00118,乾,0879a,2,5,005,1,
00118b,乾,0879b,2,1,005,1,
00154,亦,0880a,2,9,008,1,
00154b,亦,0880b,2,4,008,1,
00781,刹,0881a,2,11,018,1,
00781b,刹,0881b,2,5,018,1,
01682,坐,0882a,2,2,032,1,
01682b,坐,0882b,2,1,032,1,
01863,墮,0883a,2,1,032,1,
01863b,墮,0883b,2,1,032,1,
02293,學,0884a,2,9,039,1,
02293b,學,0884b,2,8,039,1,
02473,尼,0885a,2,53,044,2,
02473b,尼,0885b,2,3,044,2,
02757,巖,0887a,2,1,046,1,
02757b,巖,0887b,2,1,046,1,
02946,座,0888a,2,43,053,1,
02946b,座,0888b,2,2,053,1,
03005,延,0889a,2,1,054,1,
03005b,延,0889b,2,1,054,1,
03636,戲,0890a,2,1,062,1,
03636b,戲,0890b,2,1,062,1,
03708,投,0891a,2,1,064,1,
03708b,投,0891b,2,1,064,1,
03896,提,0892a,2,25,064,1,
03896b,提,0892b,2,4,064,1,
04512,是,0893a,2,68,072,2,
04512b,是,0893b,2,2,072,2,
04664,最,0895a,2,2,073,1,
04664b,最,0895b,2,1,073,1,
05228,槃,0896a,2,1,075,1,
05228b,槃,0896b,2,1,075,1,
05639,歡,0897a,2,11,076,1,
05639b,歡,0897b,2,1,076,1,
05643,正,0898a,2,6,077,1,
05643b,正,0898b,2,4,077,1,
07535,當,0899a,2,2,102,1,
07535b,當,0899b,2,1,102,1,
07707,發,0900a,2,15,105,1,
07707b,發,0900b,2,3,105,1,
08148,福,0901a,2,2,113,1,
08148b,福,0901b,2,2,113,1,
09030,繋,0902a,2,2,120,1,
09030b,繋,0902b,2,1,120,1,
09328,聲,0903a,2,6,128,1,
09328b,聲,0903b,2,1,128,1,
09665,般,0904a,2,13,137,1,
09665b,般,0904b,2,1,137,1,
09869,莊,0905a,2,20,140,1,
09869b,莊,0905b,2,9,140,1,
09921,華,0906a,2,19,140,1,
09921b,華,0906b,2,1,140,1,
09954,萬,0907a,2,3,140,1,
09954b,萬,0907b,2,1,140,1,
10204,藥,0908a,2,1,140,1,
10204b,藥,0908b,2,1,140,1,
10270,處,0909a,2,58,141,2,
10270b,處,0909b,2,1,141,2,
10856,覺,0911a,2,4,147,1,
10856b,覺,0911b,2,1,147,1,
10875,解,0912a,2,17,148,1,
10875b,解,0912b,2,2,148,1,
11025,説,0913a,2,100,149,3,
11025b,説,0913b,2,1,149,3,
11051,諍,0916a,2,2,149,1,
11051b,諍,0916b,2,1,149,1,
11275,象,0917a,2,2,152,1,
11275b,象,0917b,2,1,152,1,
11982,退,0918a,2,10,162,1,
11982b,退,0918b,2,2,162,1,
13103,靜,0919a,2,3,174,1,
13103b,靜,0919b,2,1,174,1,
13391,願,0920a,2,30,181,1,
13391b,願,0920b,2,1,181,1,
14361,鳥,0921a,2,1,196,1,
14361b,鳥,0921b,2,1,196,1,
09462,脩,0922a,3,42,130,1,
09462b,脩,0922b,3,7,130,1,
09462c,脩,0922c,3,1,130,1,
11914,辭,0923a,3,3,160,1,
11914b,辭,0923b,3,3,160,1,
11914c,辭,0923c,3,1,160,1,
