カード番号,文字,字体数,用例数1,用例数2,用例数3,用例数4,大字典,部首,枚数
0772-0774,諸,1,143,,,,11085,149,3
0775,謂,1,6,,,,11095,149,1
0776,證,1,4,,,,11155,149,1
0777,識,1,16,,,,11171,149,1
0778,議,1,3,,,,11195,149,1
0779,護,1,4,,,,11200,149,1
0780,讚,1,5,,,,11229,149,1
0781,貌,1,2,,,,11311,153,1
0782,財,1,39,,,,11334,154,1
0783,貪,1,4,,,,11342,154,1
0784,賊,1,3,,,,11377,154,1
0785,起,1,21,,,,11461,156,1
0786,超,1,3,,,,11467,156,1
0787,趣,2,6,6,,,11485,156,1
0788,足,1,26,,,,11495,157,1
0789,路,1,6,,,,11548,157,1
0790,身,1,42,,,,11715,158,1
0791,車,1,2,,,,11740,159,1
0792,軍,1,3,,,,11745,159,1
0793,輪,1,11,,,,11827,159,1
0794,轉,1,8,,,,11856,159,1
0795,辯,1,4,,,,11916,160,1
0796,近,1,3,,,,11948,162,1
0797,迦,1,8,,,,11960,162,1
0798,迷,1,5,,,,11974,162,1
0799,通,1,7,,,,12000,162,1
0800,速,1,4,,,,12003,162,1
0801,進,1,2,,,,12022,162,1
0802,逸,1,2,,,,12027,162,1
0803,遇,1,2,,,,12040,162,1
0804,遊,1,12,,,,12042,162,1
0805,運,1,2,,,,12043,162,1
0806,過,1,4,,,,12046,162,1
0807-0808,道,1,70,,,,12051,162,2
0809,達,1,6,,,,12052,162,1
0810,遠,1,3,,,,12070,162,1
0811,遭,1,2,,,,12082,162,1
0812,遮,1,4,,,,12083,162,1
0813,遶,2,35,1,,,12092,162,1
0814,還,1,2,,,,12108,162,1
0815,邊,1,3,,,,12115,162,1
0816,邑,1,3,,,,12123,163,1
0817,那,1,17,,,,12134,163,1
0818,邪,1,2,,,,12139,163,1
0819,部,1,2,,,,12176,163,1
0820,都,1,3,,,,12188,163,1
0821,鄰,1,2,,,,12234,163,1
0822,釋,1,4,,,,12371,165,1
0823,重,1,4,,,,12373,166,1
0824,野,1,3,,,,12374,166,1
0825,量,1,23,,,,12376,166,1
0826,金,1,11,,,,12380,167,1
0827,鉢,1,3,,,,12440,167,1
0828,長,1,10,,,,12698,168,1
0829-0830,門,1,69,,,,12709,169,2
0831,開,1,3,,,,12716,169,1
0832,間,1,24,,,,12724,169,1
0833,閣,1,6,,,,12739,169,1
0834,閻,1,12,,,,12757,169,1
0835,闥,1,5,,,,12800,169,1
0836,阿,1,25,,,,12830,170,1
0837,陀,1,10,,,,12831,170,1
0838,除,1,7,,,,12855,170,1
0839,陸,1,2,,,,12870,170,1
0840,障,1,12,,,,12914,170,1
0841,隨,1,8,,,,12927,170,1
0842,險,1,9,,,,12929,170,1
0843,隱,1,5,,,,12935,170,1
0844,集,1,3,,,,12963,172,1
0845,雜,1,2,,,,12997,172,1
0846,離,2,23,3,,,13001,172,1
0847,難,1,17,,,,13002,172,1
0848,雨,1,8,,,,13012,173,1
0849,雪,1,3,,,,13015,173,1
0850,雲,1,11,,,,13020,173,1
0851,霧,1,2,,,,13063,173,1
0852,青,1,2,,,,13095,174,1
0853,非,1,4,,,,13104,175,1
0854,音,1,13,,,,13281,180,1
0855,頂,1,12,,,,13296,181,1
0856,順,1,6,,,,13302,181,1
0857,須,1,6,,,,13304,181,1
0858,頭,1,4,,,,13346,181,1
0859,頻,1,7,,,,13359,181,1
0860,類,1,2,,,,13398,181,1
0861,顯,1,4,,,,13416,181,1
0862,風,1,6,,,,13423,182,1
0863,飾,1,2,,,,13542,184,1
0864,養,1,12,,,,13551,184,1
0865,餘,1,3,,,,13565,184,1
0866,首,1,17,,,,13661,185,1
0867-0868,香,1,59,,,,13667,186,2
0869,馬,1,2,,,,13680,187,1
0870,驕,1,3,,,,13845,187,1
0871,驚,1,2,,,,13852,187,1
0872,體,1,2,,,,13934,188,1
0873,高,1,5,,,,13940,189,1
0874,鬘,1,2,,,,13999,190,1
0875,鬪,1,2,,,,14033,191,1
0876,魔,1,2,,,,14088,194,1
0877,黒,1,2,,,,14709,203,1
0878,龍,1,17,,,,14876,212,1
0879,乾,2,5,1,,,00118,005,1
0880,亦,2,9,4,,,00154,008,1
0881,刹,2,11,5,,,00781,018,1
0882,坐,2,2,1,,,01682,032,1
0883,墮,2,1,1,,,01863,032,1
0884,學,2,9,8,,,02293,039,1
0885-0886,尼,2,53,3,,,02473,044,2
0887,巖,2,1,1,,,02757,046,1
0888,座,2,43,2,,,02946,053,1
0889,延,2,1,1,,,03005,054,1
0890,戲,2,1,1,,,03636,062,1
0891,投,2,1,1,,,03708,064,1
0892,提,2,25,4,,,03896,064,1
0893-0894,是,2,68,2,,,04512,072,2
0895,最,2,2,1,,,04664,073,1
0896,槃,2,1,1,,,05228,075,1
0897,歡,2,11,1,,,05639,076,1
0898,正,2,6,4,,,05643,077,1
0899,當,2,2,1,,,07535,102,1
0900,發,2,15,3,,,07707,105,1
0901,福,2,2,2,,,08148,113,1
0902,繋,2,2,1,,,09030,120,1
0903,聲,2,6,1,,,09328,128,1
0904,般,2,13,1,,,09665,137,1
0905,莊,2,20,9,,,09869,140,1
0906,華,2,19,1,,,09921,140,1
0907,萬,2,3,1,,,09954,140,1
0908,藥,2,1,1,,,10204,140,1
0909-0910,處,2,58,1,,,10270,141,2
0911,覺,2,4,1,,,10856,147,1
0912,解,2,17,2,,,10875,148,1
0913-0915,説,2,100,1,,,11025,149,3
0916,諍,2,2,1,,,11051,149,1
0917,象,2,2,1,,,11275,152,1
0918,退,2,10,2,,,11982,162,1
0919,靜,2,3,1,,,13103,174,1
0920,願,2,30,1,,,13391,181,1
0921,鳥,2,1,1,,,14361,196,1
0922,脩,3,42,7,1,,09462,130,1
0923,辭,3,3,3,1,,11914,160,1
