統合ID,文字,カード番号,字体数,例数,部首,,,,,,
03751,03751,0709,1,6,064,,,,,,
04106,據,0710,1,4,064,,,,,,
03874,探,0711,1,5,064,,,,,,
04146,攀,0712,1,2,064,,,,,,
03750,拔,0713,1,3,064,,,,,,
04261,教,0714,1,12,066,,,,,,
04298,數,0715,1,4,066,,,,,,
04263,救,0716,1,4,066,,,,,,
04277,敢,0717,1,3,066,,,,,,
04233,放,0718,1,5,066,,,,,,
04243,故,0719,1,83,066,,,,,,
04368,斫,0721,1,2,069,,,,,,
04376,新,0722,1,4,069,,,,,,
04385,方,0723,1,7,070,,,,,,
04389,於,0724,1,79,070,,,,,,
04442,既,0726,1,14,071,,,,,,
04523,時,0727,1,117,072,,,,,,
04512,是,0730,1,97,072,,,,,,
04446,日,0732,1,45,072,,,,,,
04485,明,0733,1,13,072,,,,,,
04480,昇,0734,1,5,072,,,,,,
04500,映,0735,1,3,072,,,,,,
04490,昔,0736,1,3,072,,,,,,
04489,易,0737,1,4,072,,,,,,
04569,智,0738,1,5,072,,,,,,
04650,曰,0739,1,177,073,,,,,,
04654,更,0743,1,4,073,,,,,,
04667,會,0744,1,4,073,,,,,,
04661,曾,0745,1,2,073,,,,,,
04651,曲,0746,1,4,073,,,,,,
04657,書,0747,1,16,073,,,,,,
04674,有,0748,1,84,074,,,,,,
04693,望,0750,1,2,074,,,,,,
04673,月,0751,1,3,074,,,,,,
04676,朋,0752,1,2,074,,,,,,
04699,期,0753,1,3,074,,,,,,
04747,杜,0754,1,8,075,,,,,,
05236,槌,0755,1,5,075,,,,,,
05279,樂,0756,1,3,075,,,,,,
04707,木,0757,1,11,075,,,,,,
04723,机,0758,1,2,075,,,,,,
04803,林,0759,1,2,075,,,,,,
04711,未,0760,1,6,075,,,,,,
04712,末,0761,1,3,075,,,,,,
04758,杪,0762,1,3,075,,,,,,
05323,樹,0763,1,17,075,,,,,,
04807,枝,0764,1,2,075,,,,,,
05080,植,0765,1,2,075,,,,,,
04806,果,0766,1,5,075,,,,,,
04922,根,0767,1,17,075,,,,,,
05348,橋,0768,1,7,075,,,,,,
04769,杵,0769,1,19,075,,,,,,
05381,横,0770,1,3,075,,,,,,
04713,本,0771,1,12,075,,,,,,
05014,棄,0772,1,5,075,,,,,,
05293,樓,0773,1,2,075,,,,,,
05471,櫛,0774,1,3,075,,,,,,
05266,05266,0775,1,6,075,,,,,,
04915,栲,0776,1,6,075,,,,,,
05609,歌,0777,1,13,076,,,,,,
05633,歟,0778,1,10,076,,,,,,
05580,欲,0779,1,20,076,,,,,,
05558,次,0780,1,30,076,,,,,,
05612,歎,0781,1,2,076,,,,,,
05676,歸,0782,1,13,077,,,,,,
05643,正,0783,1,6,077,,,,,,
05644,此,0784,1,87,077,,,,,,
05649,武,0786,1,10,077,,,,,,
05686,死,0787,1,6,078,,,,,,
05777,殯,0788,1,2,078,,,,,,
05809,殿,0789,1,4,079,,,,,,
05834,母,0790,1,10,080,,,,,,
05836,毎,0791,1,2,080,,,,,,
05841,比,0792,1,6,081,,,,,,
05850,毛,0793,1,5,082,,,,,,
05935,民,0794,1,2,083,,,,,,
05947,氣,0795,1,2,084,,,,,,
05952,水,0796,1,6,085,,,,,,
06381,湯,0797,1,6,085,,,,,,
05962,汀,0798,1,7,085,,,,,,
05983,汝,0799,1,48,085,,,,,,
06182,海,0800,1,74,085,,,,,,
06128,津,0802,1,45,085,,,,,,
06645,濤,0803,1,3,085,,,,,,
06476,滿,0804,1,7,085,,,,,,
06422,溺,0805,1,8,085,,,,,,
05996,汲,0806,1,5,085,,,,,,
06285,深,0807,1,3,085,,,,,,
06145,活,0808,1,3,085,,,,,,
06713,瀬,0809,1,7,085,,,,,,
06312,渚,0810,1,3,085,,,,,,
06087,泣,0811,1,2,085,,,,,,
06611,濃,0812,1,2,085,,,,,,
06023,沒,0813,1,5,085,,,,,,
06507,漬,0814,1,3,085,,,,,,
06086,波,0815,1,12,085,,,,,,
06175,浮,0816,1,8,085,,,,,,
06294,添,0817,1,2,085,,,,,,
06055,治,0818,1,9,085,,,,,,
06658,濱,0819,1,8,085,,,,,,
06074,法,0820,1,2,085,,,,,,
06408,溢,0821,1,5,085,,,,,,
06173,浪,0822,1,2,085,,,,,,
06193,渉,0823,1,2,085,,,,,,
06150,06150,0824,1,2,085,,,,,,
06432,滅,0825,1,2,085,,,,,,
06227,涸,0826,1,10,085,,,,,,
06723,瀲,0827,1,7,085,,,,,,
06015,沈,0828,1,3,085,,,,,,
05957,永,0829,1,4,085,,,,,,
05964,求,0830,1,3,085,,,,,,
06554,潮,0831,1,23,085,,,,,,
06776,火,0832,1,114,086,,,,,,
06956,06956,0835,1,2,086,,,,,,
06918,照,0836,1,15,086,,,,,,
06939,熊,0837,1,4,086,,,,,,
06872,無,0838,1,22,086,,,,,,
06885,然,0839,1,21,086,,,,,,
06957,熱,0840,1,2,086,,,,,,
06947,06947,0841,1,2,086,,,,,,
06801,炎,0842,1,3,086,,,,,,
06867,焚,0843,1,2,086,,,,,,
06861,焉,0844,1,25,086,,,,,,
07032,爲,0845,1,58,087,,,,,,
07035,父,0847,1,13,088,,,,,,
07086,特,0848,1,2,093,,,,,,
07080,物,0849,1,5,093,,,,,,
07122,状,0850,1,6,094,,,,,,
07162,狹,0851,1,18,094,,,,,,
07203,猶,0852,1,10,094,,,,,,
07230,獨,0853,1,3,094,,,,,,
07207,猿,0854,1,6,094,,,,,,
07241,獲,0855,1,2,094,,,,,,
07139,狗,0856,1,2,094,,,,,,
07262,王,0857,1,7,096,,,,,,
07261,玉,0858,1,53,096,,,,,,
07394,瓊,0860,1,37,096,,,,,,
07395,瓏,0861,1,2,096,,,,,,
07307,理,0862,1,3,096,,,,,,
07275,玲,0863,1,2,096,,,,,,
07346,瑞,0864,1,2,096,,,,,,
07444,甍,0865,1,2,098,,,,,,
07452,甕,0866,1,6,098,,,,,,
07457,甚,0867,1,5,099,,,,,,
07461,生,0868,1,45,100,,,,,,
07464,産,0869,1,41,100,,,,,,
07469,用,0870,1,7,101,,,,,,
07478,田,0871,1,34,102,,,,,,
07508,留,0872,1,9,102,,,,,,
07535,當,0873,1,51,102,,,,,,
07503,畏,0875,1,2,102,,,,,,
07483,男,0876,1,4,102,,,,,,
07479,由,0877,1,3,102,,,,,,
05845,05845,0878,1,2,081,,,,,,
07557,疏,0879,1,2,103,,,,,,
07559,疑,0880,1,5,103,,,,,,
07591,疾,0881,1,5,104,,,,,,
07685,癡,0882,1,2,104,,,,,,
07706,登,0883,1,6,105,,,,,,
07709,白,0884,1,9,106,,,,,,
07718,皇,0885,1,69,106,,,,,,
07710,百,0887,1,8,106,,,,,,
07717,皆,0888,1,7,106,,,,,,
07770,盛,0889,1,5,108,,,,,,
07785,盧,0890,1,2,108,,,,,,
07779,盡,0891,1,3,108,,,,,,
07759,益,0892,1,3,108,,,,,,
07827,眞,0893,1,7,109,,,,,,
07844,衆,0894,1,3,109,,,,,,
07790,目,0895,1,12,109,,,,,,
07801,相,0896,1,14,109,,,,,,
07929,矛,0897,1,4,110,,,,,,
07941,知,0898,1,16,111,,,,,,
07937,矢,0899,1,24,111,,,,,,
07938,矣,0900,1,31,111,,,,,,
07948,短,0901,1,2,111,,,,,,
07954,石,0902,1,6,112,,,,,,
08047,磐,0903,1,21,112,,,,,,
08057,磨,0904,1,7,112,,,,,,
08023,碕,0905,1,5,112,,,,,,
08124,神,0906,1,203,113,,,,,,
08107,祇,0911,1,8,113,,,,,,
08117,祖,0912,1,12,113,,,,,,
08159,禦,0913,1,3,113,,,,,,
08166,禰,0914,1,4,113,,,,,,
08135,祭,0915,1,2,113,,,,,,
08273,穗,0916,1,23,115,,,,,,
08179,秀,0917,1,2,115,,,,,,
08187,秋,0918,1,2,115,,,,,,
08233,稚,0919,1,28,115,,,,,,
08212,移,0920,1,2,115,,,,,,
08235,稜,0921,1,4,115,,,,,,
08180,私,0922,1,3,115,,,,,,
08248,稱,0923,1,8,115,,,,,,
08244,種,0924,1,2,115,,,,,,
08296,空,0925,1,4,116,,,,,,
08329,窮,0926,1,3,116,,,,,,
08354,立,0927,1,13,117,,,,,,
08353,竊,0928,1,2,116,,,,,,
08376,端,0929,1,2,117,,,,,,
08382,竹,0930,1,8,118,,,,,,
08404,笠,0931,1,4,118,,,,,,
08619,籠,0932,1,6,118,,,,,,
08468,箕,0933,1,2,118,,,,,,
08631,籬,0934,1,3,118,,,,,,
08426,等,0935,1,15,118,,,,,,
08434,筑,0936,1,3,118,,,,,,
08461,箇,0937,1,10,118,,,,,,
08437,答,0938,1,2,118,,,,,,
08435,筒,0939,1,3,118,,,,,,
08396,笑,0940,1,2,118,,,,,,
08773,紫,0941,1,3,120,,,,,,
08924,縁,0942,1,12,120,,,,,,
08807,結,0943,1,2,120,,,,,,
08856,經,0944,1,11,120,,,,,,
08765,素,0945,1,5,120,,,,,,
08899,綿,0946,1,2,120,,,,,,
08809,絶,0947,1,4,120,,,,,,
09028,繩,0948,1,2,120,,,,,,
08795,終,0949,1,3,120,,,,,,
09012,織,0950,1,2,120,,,,,,
09125,罪,0951,1,2,122,,,,,,
09128,置,0952,1,7,122,,,,,,
09155,美,0953,1,12,123,,,,,,
09195,羽,0954,1,6,124,,,,,,
09201,翁,0955,1,11,124,,,,,,
09255,者,0956,1,102,125,,,,,,
09250,老,0959,1,12,125,,,,,,
09264,而,0960,1,120,126,,,,,,
09267,耐,0963,1,4,126,,,,,,
09278,耜,0964,1,9,127,,,,,,
09315,聞,0965,1,11,128,,,,,,
09292,耶,0966,1,21,128,,,,,,
09328,聲,0967,1,4,128,,,,,,
09429,能,0968,1,17,130,,,,,,
09394,背,0969,1,6,130,,,,,,
09425,胸,0970,1,8,130,,,,,,
09413,胤,0971,1,7,130,,,,,,
09577,臍,0972,1,2,130,,,,,,
09508,腰,0973,1,2,130,,,,,,
09601,臨,0974,1,8,131,,,,,,
09596,臣,0975,1,2,131,,,,,,
09602,自,0976,1,35,132,,,,,,
09610,至,0977,1,25,133,,,,,,
09617,臺,0978,1,2,133,,,,,,
09611,致,0979,1,8,133,,,,,,
09629,與,0980,1,23,134,,,,,,
09632,擧,0981,1,7,134,,,,,,
09675,船,0982,1,4,137,,,,,,
09714,良,0983,1,2,138,,,,,,
09716,色,0984,1,4,139,,,,,,
09758,花,0985,1,6,140,,,,,,
09764,芹,0986,1,9,140,,,,,,
09982,葦,0987,1,26,140,,,,,,
10031,蒼,0988,1,2,140,,,,,,
10040,蓋,0989,1,4,140,,,,,,
09985,葬,0990,1,3,140,,,,,,
09846,草,0991,1,11,140,,,,,,
09966,葉,0992,1,3,140,,,,,,
09961,落,0993,1,5,140,,,,,,
09807,茂,0994,1,5,140,,,,,,
09788,若,0995,1,17,140,,,,,,
09789,苦,0996,1,6,140,,,,,,
09972,著,0997,1,3,140,,,,,,
09921,華,0998,1,2,140,,,,,,
09954,萬,0999,1,9,140,,,,,,
10270,處,1000,1,19,141,,,,,,
10272,虚,1001,1,3,141,,,,,,
10563,蠅,1002,1,3,142,,,,,,
10614,行,1003,1,19,144,,,,,,
10636,衢,1004,1,3,144,,,,,,
10698,裂,1005,1,2,145,,,,,,
10637,衣,1006,1,2,145,,,,,,
10649,衰,1007,1,2,145,,,,,,
10806,襲,1008,1,3,145,,,,,,
10729,裹,1009,1,4,145,,,,,,
10658,衾,1010,1,5,145,,,,,,
10774,襃,1011,1,3,145,,,,,,
10820,西,1012,1,2,146,,,,,,
10826,覆,1013,1,5,146,,,,,,
10831,見,1014,1,69,147,,,,,,
10834,覓,1016,1,6,147,,,,,,
10848,親,1017,1,3,147,,,,,,
10837,視,1018,1,7,147,,,,,,
10840,覘,1019,1,2,147,,,,,,
10887,觸,1020,1,2,148,,,,,,
10890,言,1021,1,29,149,,,,,,
11095,謂,1022,1,20,149,,,,,,
11085,諸,1023,1,12,149,,,,,,
11028,誰,1024,1,9,149,,,,,,
11017,語,1025,1,5,149,,,,,,
10925,訪,1026,1,4,149,,,,,,
10896,計,1027,1,4,149,,,,,,
11049,請,1028,1,14,149,,,,,,
11018,誠,1029,1,3,149,,,,,,
11008,誓,1030,1,4,149,,,,,,
10975,試,1031,1,5,149,,,,,,
10999,誅,1032,1,2,149,,,,,,
11024,誨,1033,1,2,149,,,,,,
10912,訖,1034,1,6,149,,,,,,
11020,誤,1035,1,4,149,,,,,,
11200,護,1036,1,2,149,,,,,,
10930,許,1037,1,2,149,,,,,,
11022,誥,1038,1,4,149,,,,,,
10965,詛,1039,1,2,149,,,,,,
11205,譽,1040,1,5,149,,,,,,
10928,設,1041,1,5,149,,,,,,
11234,谷,1042,1,2,150,,,,,,
11250,豆,1043,1,6,151,,,,,,
11253,豈,1044,1,5,151,,,,,,
11261,豐,1045,1,30,151,,,,,,
11283,豫,1046,1,3,152,,,,,,
11311,貌,1047,1,4,153,,,,,,
11355,貴,1048,1,11,154,,,,,,
11344,責,1049,1,5,154,,,,,,
11338,貧,1050,1,7,154,,,,,,
11393,賜,1051,1,9,154,,,,,,
11377,賊,1052,1,2,154,,,,,,
11354,貳,1053,1,2,154,,,,,,
11429,贈,1054,1,3,154,,,,,,
11445,赤,1055,1,10,155,,,,,,
11454,走,1056,1,3,156,,,,,,
11461,起,1057,1,13,156,,,,,,
11708,躡,1058,1,4,157,,,,,,
11548,路,1059,1,3,157,,,,,,
11495,足,1060,1,6,157,,,,,,
11614,11614,1061,1,2,157,,,,,,
11564,踉,1062,1,2,157,,,,,,
11715,身,1063,1,8,158,,,,,,
11795,載,1064,1,3,159,,,,,,
11801,輔,1065,1,5,159,,,,,,
11782,軻,1066,1,2,159,,,,,,
11914,辭,1067,1,6,160,,,,,,
11918,辱,1068,1,6,161,,,,,,
12000,通,1069,1,2,162,,,,,,
11995,途,1070,1,2,162,,,,,,
11947,迎,1071,1,4,162,,,,,,
12009,逢,1072,1,2,162,,,,,,
12115,邊,1073,1,10,162,,,,,,
12070,遠,1074,1,7,162,,,,,,
11937,迅,1075,1,2,162,,,,,,
12037,遂,1076,1,18,162,,,,,,
12042,遊,1077,1,11,162,,,,,,
11951,返,1078,1,2,162,,,,,,
12074,遣,1079,1,22,162,,,,,,
12108,還,1080,1,32,162,,,,,,
12091,遵,1081,1,4,162,,,,,,
12103,避,1082,1,12,162,,,,,,
12051,道,1083,1,6,162,,,,,,
12003,速,1084,1,9,162,,,,,,
12052,達,1085,1,4,162,,,,,,
12004,造,1086,1,9,162,,,,,,
12010,連,1087,1,7,162,,,,,,
12022,進,1088,1,11,162,,,,,,
11983,送,1089,1,6,162,,,,,,
12120,邏,1090,1,3,162,,,,,,
12030,逼,1091,1,3,162,,,,,,
12223,12223,1092,1,4,163,,,,,,
12205,郷,1093,1,7,163,,,,,,
12188,都,1094,1,3,163,,,,,,
12176,部,1095,1,6,163,,,,,,
12139,邪,1096,1,2,163,,,,,,
12302,酸,1097,1,3,164,,,,,,
12282,酢,1098,1,7,164,,,,,,
12263,配,1099,1,5,164,,,,,,
12373,重,1100,1,10,166,,,,,,
12374,野,1101,1,9,166,,,,,,
12386,針,1102,1,2,167,,,,,,
12421,鈿,1103,1,9,167,,,,,,
12494,鋪,1104,1,2,167,,,,,,
12388,釣,1105,1,9,167,,,,,,
12441,鉤,1106,1,45,167,,,,,,
12418,鈴,1107,1,2,167,,,,,,
12613,鏡,1108,1,6,167,,,,,,
12497,鋺,1109,1,4,167,,,,,,
12698,長,1110,1,19,168,,,,,,
12724,間,1111,1,9,169,,,,,,
12773,闌,1112,1,4,169,,,,,,
12709,門,1113,1,8,169,,,,,,
12716,開,1114,1,5,169,,,,,,
12935,隱,1115,1,4,170,,,,,,
12822,防,1116,1,2,170,,,,,,
12887,隈,1117,1,2,170,,,,,,
12838,降,1118,1,34,170,,,,,,
12859,陪,1119,1,2,170,,,,,,
12898,隔,1120,1,2,170,,,,,,
12870,陸,1121,1,2,170,,,,,,
12855,除,1122,1,2,170,,,,,,
12830,阿,1123,1,10,170,,,,,,
12864,陳,1124,1,2,170,,,,,,
12831,陀,1125,1,3,170,,,,,,
13001,離,1126,1,5,172,,,,,,
12991,雖,1127,1,7,172,,,,,,
12965,雉,1128,1,14,172,,,,,,
12961,雄,1129,1,2,172,,,,,,
12963,集,1130,1,4,172,,,,,,
13092,靈,1131,1,28,173,,,,,,
13073,露,1132,1,4,173,,,,,,
13020,雲,1133,1,8,173,,,,,,
13012,雨,1134,1,2,173,,,,,,
13104,非,1135,1,11,175,,,,,,
13293,響,1136,1,2,180,,,,,,
13302,順,1137,1,6,181,,,,,,
13316,頓,1138,1,5,181,,,,,,
13346,頭,1139,1,3,181,,,,,,
13380,顏,1140,1,2,181,,,,,,
13325,頗,1141,1,2,181,,,,,,
13416,顯,1142,1,7,181,,,,,,
13409,顧,1143,1,2,181,,,,,,
13304,須,1144,1,7,181,,,,,,
13391,願,1145,1,2,181,,,,,,
13423,風,1146,1,13,182,,,,,,
13479,飄,1147,1,2,182,,,,,,
13495,飛,1148,1,2,183,,,,,,
13527,飯,1149,1,8,184,,,,,,
13636,饌,1150,1,2,184,,,,,,
13641,饒,1151,1,3,184,,,,,,
13551,養,1152,1,8,184,,,,,,
13661,首,1153,1,3,185,,,,,,
13667,香,1154,1,2,186,,,,,,
13680,馬,1155,1,2,187,,,,,,
13681,馭,1156,1,3,187,,,,,,
13771,駿,1157,1,2,187,,,,,,
13864,驢,1158,1,2,187,,,,,,
13839,驅,1159a,2,2,187,,,,,,
13839b,驅,1159b,2,1,187,,,,,,
13852,驚,1160,1,3,187,,,,,,
13775,13775,1161,1,2,187,,,,,,
13873,骨,1162,1,2,188,,,,,,
13940,高,1163,1,54,189,,,,,,
14061,鬼,1165,1,2,194,,,,,,
14101,魚,1166,1,13,195,,,,,,
14356,14356,1167,1,13,195,,,,,,
14279,鰭,1168,1,3,195,,,,,,
14213,鯛,1169,1,3,195,,,,,,
14361,鳥,1170,1,6,196,,,,,,
14537,14537,1171,1,7,196,,,,,,
14379,鳴,1172,1,3,196,,,,,,
14603,14603,1173,1,7,196,,,,,,
12957,雁,1174,1,2,172,,,,,,
14620,鹽,1175,1,5,197,,,,,,
14621,鹿,1176,1,16,198,,,,,,
14645,麗,1177,1,3,198,,,,,,
14809,鼻,1178,1,2,209,,,,,,
14829,齋,1179,1,8,210,,,,,,
S00066,々,1180,1,98,部外,,,,,,
00282,來,1182a,2,21,009,,,,,,
00282b,來,1182b,2,18,009,,,,,,
01430,喪,1183a,2,5,030,,,,,,
01430b,喪,1183b,2,5,030,,,,,,
02105,威,1184a,2,4,038,,,,,,
02105b,威,1184b,2,1,038,,,,,,
02515,屬,1185a,2,3,044,,,,,,
02515b,屬,1185b,2,2,044,,,,,,
03153,御,1186a,2,8,060,,,,,,
03153b,御,1186b,2,3,060,,,,,,
05979,汚,1187a,2,2,085,,,,,,
05979b,汚,1187b,2,1,085,,,,,,
06882,焔,1188a,2,1,086,,,,,,
06882b,焔,1188b,2,1,086,,,,,,
07043,爾,1189a,2,8,089,,,,,,
07043b,爾,1189b,2,1,089,,,,,,
07248,獸,1190a,2,2,094,,,,,,
07248b,獸,1190b,2,1,094,,,,,,
08256,稻,1191a,2,5,115,,,,,,
08256b,稻,1191b,2,3,115,,,,,,
08438,策,1192a,2,1,118,,,,,,
08438b,策,1192b,2,1,118,,,,,,
09290,耳,1193,1,7,128,,,,,,
09522,膂,1194a,2,2,130,,,,,,
09522b,膂,1194b,2,1,130,,,,,,
09548,膩,1195a,2,2,130,,,,,,
09548b,膩,1195b,2,1,130,,,,,,
10160,薦,1196,1,2,140,,,,,,
10683,被,1197a,2,1,145,,,,,,
10683b,被,1197b,2,1,145,,,,,,
11332,負,1198a,2,1,154,,,,,,
11332b,負,1198b,2,1,154,,,,,,
11977,迺,1199a,2,3,162,,,,,,
11977b,迺,1199b,2,2,162,,,,,,
12927,隨,1200a,2,6,170,,,,,,
12927b,隨,1200b,2,1,170,,,,,,
12867,陵,1201a,2,2,170,,,,,,
12867b,陵,1201b,2,1,170,,,,,,
09994,葺,1202a,2,4,140,,,,,,
09994b,葺,1202b,2,4,140,,,,,,
10276,號,1203a,3,16,141,,,,,,
10276b,號,1203b,3,12,141,,,,,,
10276c,號,1203c,3,3,141,,,,,,
08522,篤,1501,0,1,118,,,,,,
09835,茸,1502,0,1,140,,,,,,
