カード番号,文字,字体数,用例数1,用例数2,用例数3,用例数4,大字典,部首,枚数
0205,膜,0 ,,,,,09540,130,1 
0206,臂,0 ,,,,,09568,130,1 
0207,臍,0 ,,,,,09577,130,1 
0208,09579,0 ,,,,,09579,130,1 
0209,臨,0 ,,,,,09601,131,1 
0210,臻,0 ,,,,,09618,133,1 
0211,臾,0 ,,,,,09621,134,1 
0212,舍,0 ,,,,,09638,135,1 
0213,般,0 ,,,,,09665,137,1 
0214,良,0 ,,,,,09714,138,1 
0215,茂,0 ,,,,,09807,140,1 
0216,荼,0 ,,,,,09863,140,1 
0217,蓬,0 ,,,,,10048,140,1 
0218,蔭,0 ,,,,,10086,140,1 
0219,藪,0 ,,,,,10207,140,1 
0220,蘂,0 ,,,,,10223,140,1 
0221,蘊,0 ,,,,,10232,140,1 
0222,虐,0 ,,,,,10266,141,1 
0223,蟲,0 ,,,,,10549,142,1 
0224,衢,0 ,,,,,10636,144,1 
0225,衰,0 ,,,,,10649,145,1 
0226,袒,0 ,,,,,10669,145,1 
0227,裂,0 ,,,,,10698,145,1 
0228,裳,0 ,,,,,10724,145,1 
0229,裸,0 ,,,,,10728,145,1 
0230,覓,0 ,,,,,10834,147,1 
0231,視,0 ,,,,,10837,147,1 
0232,觸,0 ,,,,,10887,148,1 
0233,許,0 ,,,,,10930,149,1 
0234,誅,0 ,,,,,10999,149,1 
0235,諍,0 ,,,,,11051,149,1 
0236,諦,0 ,,,,,11072,149,1 
0237,謀,0 ,,,,,11092,149,1 
0238,豐,0 ,,,,,11261,151,1 
0239,豚,0 ,,,,,11269,152,1 
0240,象,0 ,,,,,11275,152,1 
0241,貨,0 ,,,,,11339,154,1 
0242,責,0 ,,,,,11344,154,1 
0243,赦,0 ,,,,,11447,155,1 
0244,赫,0 ,,,,,11451,155,1 
0245,走,0 ,,,,,11454,156,1 
0246,超,0 ,,,,,11467,156,1 
0247,踰,0 ,,,,,11593,157,1 
0248,車,0 ,,,,,11740,159,1 
0249,輕,0 ,,,,,11802,159,1 
0250,輦,0 ,,,,,11823,159,1 
0251,輿,0 ,,,,,11846,159,1 
0252,辨,0 ,,,,,11908,160,1 
0253,逝,0 ,,,,,12001,162,1 
0254,造,0 ,,,,,12004,162,1 
0255,逢,0 ,,,,,12009,162,1 
0256,連,0 ,,,,,12010,162,1 
0257,運,0 ,,,,,12043,162,1 
0258,遞,0 ,,,,,12068,162,1 
0259,醫,0 ,,,,,12341,164,1 
0260,鈴,0 ,,,,,12418,167,1 
0261,銷,0 ,,,,,12473,167,1 
0262,鏡,0 ,,,,,12613,167,1 
0263,12769,0 ,,,,,12769,169,1 
0264,闍,0 ,,,,,12774,169,1 
0265,關,0 ,,,,,12790,169,1 
0266,陵,0 ,,,,,12867,170,1 
0267,險,0 ,,,,,12929,170,1 
0268,雙,0 ,,,,,12994,172,1 
0269,電,0 ,,,,,13026,173,1 
0270,震,0 ,,,,,13036,173,1 
0271,霑,0 ,,,,,13045,173,1 
0272,露,0 ,,,,,13073,173,1 
0273,靈,0 ,,,,,13092,173,1 
0274,青,0 ,,,,,13095,174,1 
0275,鞠,0 ,,,,,13179,177,1 
0276,頃,0 ,,,,,13297,181,1 
0277,頒,0 ,,,,,13315,181,1 
0278,顛,0 ,,,,,13395,181,1 
0279,飯,0 ,,,,,13527,184,1 
0280,饒,0 ,,,,,13641,184,1 
0281,首,0 ,,,,,13661,185,1 
0282,駕,0 ,,,,,13724,187,1 
0283,骸,0 ,,,,,13890,188,1 
0284,髻,0 ,,,,,13970,190,1 
0285,魔,0 ,,,,,14088,194,1 
0286,鳩,0 ,,,,,14366,196,1 
0287,麗,0 ,,,,,14645,198,1 
0288,14659,0 ,,,,,14659,198,1 
0289,黨,0 ,,,,,14730,203,1 
0290,鼓,0 ,,,,,14776,207,1 
0291,群,1 ,6 ,,,,,000,1 
0292-0295,一,1 ,173 ,,,,00001,001,4 
0296,七,1 ,6 ,,,,00004,001,1 
0297,三,1 ,36 ,,,,00007,001,1 
0298,上,1 ,23 ,,,,00008,001,1 
0299,下,1 ,11 ,,,,00009,001,1 
0300-0301,不,1 ,73 ,,,,00013,001,2 
0302-0303,世,1 ,65 ,,,,00025,001,2 
0304-0305,中,1 ,72 ,,,,00051,002,2 
0306,主,1 ,3 ,,,,00070,003,1 
0307,乃,1 ,7 ,,,,00078,004,1 
0308,久,1 ,5 ,,,,00085,004,1 
0309,之,1 ,44 ,,,,00088,004,1 
0310,乎,1 ,4 ,,,,00092,004,1 
0311,乏,1 ,3 ,,,,00093,004,1 
0312,乘,1 ,8 ,,,,00102,004,1 
0313,九,1 ,3 ,,,,00107,005,1 
0314,乞,1 ,2 ,,,,00108,005,1 
0315,也,1 ,4 ,,,,00109,005,1 
0316,乳,1 ,2 ,,,,00113,005,1 
0317,乾,1 ,10 ,,,,00118,005,1 
0318,亂,1 ,9 ,,,,00121,005,1 
0319,了,1 ,8 ,,,,00125,006,1 
0320,事,1 ,13 ,,,,00128,006,1 
0321,二,1 ,8 ,,,,00129,007,1 
0322,于,1 ,4 ,,,,00132,007,1 
0323,云,1 ,31 ,,,,00133,007,1 
0324,五,1 ,18 ,,,,00135,007,1 
0325,亦,1 ,22 ,,,,00154,008,1 
0326-0327,人,1 ,66 ,,,,00168,009,2 
0328,仁,1 ,2 ,,,,00170,009,1 
0329,今,1 ,22 ,,,,00175,009,1 
0330,他,1 ,19 ,,,,00183,009,1 
0331,令,1 ,45 ,,,,00193,009,1 
0332-0333,以,1 ,56 ,,,,00194,009,2 
0334,仰,1 ,7 ,,,,00199,009,1 
0335,伏,1 ,10 ,,,,00217,009,1 
0336,休,1 ,3 ,,,,00219,009,1 
0337,伽,1 ,5 ,,,,00236,009,1 
0338,但,1 ,4 ,,,,00240,009,1 
0339,位,1 ,4 ,,,,00243,009,1 
0340,住,1 ,35 ,,,,00245,009,1 
0341,何,1 ,40 ,,,,00250,009,1 
0342,佚,1 ,2 ,,,,00254,009,1 
0343-0345,佛,1 ,101 ,,,,00255,009,3 
0346,作,1 ,22 ,,,,00256,009,1 
0347,使,1 ,3 ,,,,00279,009,1 
0348-0349,來,1 ,75 ,,,,00282,009,2 
0350,供,1 ,33 ,,,,00299,009,1 
0351,依,1 ,11 ,,,,00301,009,1 
0352,便,1 ,7 ,,,,00321,009,1 
0353,信,1 ,9 ,,,,00345,009,1 
0354,倶,1 ,7 ,,,,00350,009,1 
0355,倒,1 ,3 ,,,,00373,009,1 
0356,値,1 ,11 ,,,,00385,009,1 
0357,偈,1 ,4 ,,,,00406,009,1 
0358,備,1 ,3 ,,,,00455,009,1 
0359,像,1 ,5 ,,,,00489,009,1 
0360,僧,1 ,2 ,,,,00503,009,1 
0361,儀,1 ,3 ,,,,00516,009,1 
0362,億,1 ,12 ,,,,00520,009,1 
0363,充,1 ,6 ,,,,00562,010,1 
0364,先,1 ,6 ,,,,00566,010,1 
0365-0366,光,1 ,62 ,,,,00567,010,2 
0367,免,1 ,3 ,,,,00570,010,1 
0368,兜,1 ,3 ,,,,00579,010,1 
0369,入,1 ,25 ,,,,00582,011,1 
0370,内,1 ,13 ,,,,00585,011,1 
0371,兩,1 ,3 ,,,,00591,011,1 
0372,八,1 ,7 ,,,,00594,012,1 
0373,六,1 ,9 ,,,,00597,012,1 
0374,共,1 ,6 ,,,,00599,012,1 
0375-0376,其,1 ,89 ,,,,00605,012,2 
0377,具,1 ,16 ,,,,00606,012,1 
0378,冠,1 ,2 ,,,,00646,014,1 
0379,出,1 ,46 ,,,,00723,017,1 
0380,分,1 ,9 ,,,,00734,018,1 
0381-0383,切,1 ,127 ,,,,00735,018,3 
0384,刑,1 ,2 ,,,,00746,018,1 
0385,列,1 ,3 ,,,,00754,018,1 
0386,初,1 ,10 ,,,,00759,018,1 
0387,別,1 ,10 ,,,,00763,018,1 
0388,利,1 ,13 ,,,,00767,018,1 
0389,刹,1 ,17 ,,,,00781,018,1 
0390,前,1 ,6 ,,,,00794,018,1 
0391,剛,1 ,7 ,,,,00803,018,1 
0392,力,1 ,29 ,,,,00856,019,1 
0393,功,1 ,23 ,,,,00857,019,1 
0394,劣,1 ,2 ,,,,00859,019,1 
0395,助,1 ,3 ,,,,00863,019,1 
0396,劫,1 ,36 ,,,,00865,019,1 
0397,勇,1 ,3 ,,,,00881,019,1 
0398,動,1 ,4 ,,,,00887,019,1 
0399,勝,1 ,7 ,,,,00893,019,1 
0400,勤,1 ,8 ,,,,00900,019,1 
0401,化,1 ,15 ,,,,00938,021,1 
0402,匝,1 ,9 ,,,,00951,022,1 
0403,十,1 ,41 ,,,,00985,024,1 
0404,千,1 ,20 ,,,,00987,024,1 
0405,半,1 ,4 ,,,,00994,024,1 
0406,即,1 ,24 ,,,,01049,026,1 
0407,厭,1 ,6 ,,,,01088,027,1 
0408,去,1 ,9 ,,,,01101,028,1 
0409,又,1 ,14 ,,,,01108,029,1 
0410,叉,1 ,8 ,,,,01109,029,1 
0411,及,1 ,33 ,,,,01111,029,1 
0412,友,1 ,3 ,,,,01112,029,1 
0413,受,1 ,50 ,,,,01128,029,1 
0414,口,1 ,2 ,,,,01141,030,1 
0415,古,1 ,2 ,,,,01142,030,1 
0416,叫,1 ,2 ,,,,01148,030,1 
0417,可,1 ,10 ,,,,01154,030,1 
0418,右,1 ,2 ,,,,01158,030,1 
0419,各,1 ,16 ,,,,01168,030,1 
0420,合,1 ,14 ,,,,01170,030,1 
0421,同,1 ,5 ,,,,01174,030,1 
0422-0423,名,1 ,58 ,,,,01175,030,2 
0424,后,1 ,2 ,,,,01176,030,1 
0425,向,1 ,3 ,,,,01179,030,1 
0426,告,1 ,5 ,,,,01219,030,1 
0427,周,1 ,9 ,,,,01235,030,1 
0428,命,1 ,12 ,,,,01252,030,1 
0429,咸,1 ,6 ,,,,01288,030,1 
0430,哀,1 ,13 ,,,,01295,030,1 
0431,哉,1 ,12 ,,,,01305,030,1 
0432,唯,1 ,4 ,,,,01349,030,1 
0433,問,1 ,8 ,,,,01369,030,1 
0434-0436,善,1 ,112 ,,,,01395,030,3 
0437,喜,1 ,26 ,,,,01412,030,1 
0438,器,1 ,4 ,,,,01523,030,1 
0439,嚴,1 ,31 ,,,,01581,030,1 
0440,四,1 ,12 ,,,,01607,031,1 
0441,因,1 ,10 ,,,,01611,031,1 
0442,固,1 ,6 ,,,,01627,031,1 
0443,國,1 ,14 ,,,,01639,031,1 
0444,圍,1 ,7 ,,,,01641,031,1 
0445,園,1 ,22 ,,,,01644,031,1 
0446,圓,1 ,10 ,,,,01645,031,1 
0447,土,1 ,10 ,,,,01654,032,1 
0448,在,1 ,18 ,,,,01659,032,1 
0449,地,1 ,20 ,,,,01666,032,1 
0450,坎,1 ,2 ,,,,01680,032,1 
0451,坐,1 ,7 ,,,,01682,032,1 
0452,坑,1 ,5 ,,,,01683,032,1 
0453,坦,1 ,3 ,,,,01690,032,1 
0454,垂,1 ,3 ,,,,01710,032,1 
0455,垢,1 ,7 ,,,,01726,032,1 
0456,城,1 ,15 ,,,,01740,032,1 
0457,堂,1 ,2 ,,,,01765,032,1 
0458,堅,1 ,6 ,,,,01767,032,1 
0459,堆,1 ,2 ,,,,01768,032,1 
0460,報,1 ,5 ,,,,01796,032,1 
0461,場,1 ,7 ,,,,01798,032,1 
0462,塗,1 ,2 ,,,,01818,032,1 
0463,塵,1 ,15 ,,,,01831,032,1 
0464,境,1 ,9 ,,,,01839,032,1 
0465,増,1 ,8 ,,,,01853,032,1 
0466,墮,1 ,4 ,,,,01863,032,1 
0467,壞,1 ,6 ,,,,01895,032,1 
0468,士,1 ,2 ,,,,01903,033,1 
0469,壽,1 ,5 ,,,,01913,033,1 
0470,外,1 ,5 ,,,,01934,036,1 
0471,多,1 ,20 ,,,,01938,036,1 
0472,夜,1 ,29 ,,,,01939,036,1 
0473-0475,大,1 ,117 ,,,,01946,037,3 
0476,天,1 ,46 ,,,,01947,037,1 
0477,太,1 ,22 ,,,,01948,037,1 
0478,夫,1 ,20 ,,,,01949,037,1 
0479,失,1 ,3 ,,,,01957,037,1 
0480,奉,1 ,2 ,,,,01974,037,1 
0481,奪,1 ,2 ,,,,02013,037,1 
0482,女,1 ,27 ,,,,02022,038,1 
0483,好,1 ,6 ,,,,02029,038,1 
0484-0486,如,1 ,121 ,,,,02031,038,3 
0487,妄,1 ,2 ,,,,02033,038,1 
0488,妙,1 ,32 ,,,,02045,038,1 
0489,妹,1 ,2 ,,,,02059,038,1 
0490,妻,1 ,5 ,,,,02061,038,1 
0491,威,1 ,11 ,,,,02105,038,1 
0492,娑,1 ,2 ,,,,02110,038,1 
0493,婆,1 ,11 ,,,,02142,038,1 
0494,婬,1 ,2 ,,,,02159,038,1 
0495,嫉,1 ,3 ,,,,02201,038,1 
0496-0498,子,1 ,109 ,,,,02262,039,3 
0499,孔,1 ,8 ,,,,02264,039,1 
0500,孝,1 ,2 ,,,,02273,039,1 
0501,學,1 ,7 ,,,,02293,039,1 
0502,守,1 ,3 ,,,,02308,040,1 
0503,安,1 ,12 ,,,,02309,040,1 
0504,定,1 ,3 ,,,,02325,040,1 
0505,宣,1 ,9 ,,,,02333,040,1 
0506,宥,1 ,2 ,,,,02335,040,1 
0507,宮,1 ,8 ,,,,02342,040,1 
0508,害,1 ,6 ,,,,02346,040,1 
0509,家,1 ,10 ,,,,02349,040,1 
0510,容,1 ,2 ,,,,02352,040,1 
0511,宿,1 ,8 ,,,,02355,040,1 
0512,寂,1 ,5 ,,,,02357,040,1 
0513,密,1 ,2 ,,,,02361,040,1 
0514,察,1 ,4 ,,,,02383,040,1 
0515,實,1 ,6 ,,,,02390,040,1 
0516,寛,1 ,3 ,,,,02397,040,1 
0517-0518,寶,1 ,65 ,,,,02407,040,2 
0519,將,1 ,17 ,,,,02425,041,1 
0520,專,1 ,4 ,,,,02426,041,1 
0521,尊,1 ,6 ,,,,02429,041,1 
0522,小,1 ,2 ,,,,02439,042,1 
0523,少,1 ,3 ,,,,02440,042,1 
0524,就,1 ,11 ,,,,02464,043,1 
0525,尼,1 ,26 ,,,,02473,044,1 
0526,居,1 ,5 ,,,,02482,044,1 
0527,屬,1 ,8 ,,,,02515,044,1 
0528,山,1 ,12 ,,,,02528,046,1 
0529,岸,1 ,6 ,,,,02564,046,1 
0530,嵐,1 ,9 ,,,,02660,046,1 
0531,差,1 ,5 ,,,,02780,048,1 
0532,己,1 ,2 ,,,,02782,049,1 
0533,已,1 ,27 ,,,,02783,049,1 
0534,布,1 ,4 ,,,,02800,050,1 
0535,希,1 ,2 ,,,,02806,050,1 
0536,帝,1 ,2 ,,,,02820,050,1 
0537,師,1 ,13 ,,,,02835,050,1 
0538,常,1 ,19 ,,,,02847,050,1 
0539,幡,1 ,4 ,,,,02881,050,1 
0540,幢,1 ,8 ,,,,02882,050,1 
0541,平,1 ,7 ,,,,02899,051,1 
0542,年,1 ,4 ,,,,02900,051,1 
0543,并,1 ,4 ,,,,02902,051,1 
0544,幾,1 ,2 ,,,,02915,052,1 
0545,床,1 ,2 ,,,,02924,053,1 
0546,度,1 ,6 ,,,,02944,053,1 
0547,座,1 ,12 ,,,,02946,053,1 
0548,庫,1 ,2 ,,,,02949,053,1 
0549,廣,1 ,15 ,,,,02993,053,1 
0550,建,1 ,3 ,,,,03006,054,1 
0551,廻,1 ,5 ,,,,03008,054,1 
0552,弟,1 ,2 ,,,,03052,057,1 
0553,彌,1 ,7 ,,,,03084,057,1 
0554,形,1 ,11 ,,,,03101,059,1 
0555,影,1 ,3 ,,,,03116,059,1 
0556-0557,彼,1 ,56 ,,,,03124,060,2 
0558,往,1 ,19 ,,,,03128,060,1 
0559,後,1 ,7 ,,,,03138,060,1 
0560,得,1 ,40 ,,,,03145,060,1 
0561,從,1 ,12 ,,,,03151,060,1 
0562,御,1 ,2 ,,,,03153,060,1 
0563,03157,1 ,7 ,,,,03157,060,1 
0564,復,1 ,16 ,,,,03159,060,1 
0565,微,1 ,17 ,,,,03165,060,1 
0566,徳,1 ,30 ,,,,03172,060,1 
0567-0568,心,1 ,78 ,,,,03179,061,2 
0569,志,1 ,2 ,,,,03194,061,1 
0570,快,1 ,3 ,,,,03208,061,1 
0571,念,1 ,21 ,,,,03214,061,1 
0572,忽,1 ,3 ,,,,03219,061,1 
0573,忿,1 ,2 ,,,,03220,061,1 
0574,怒,1 ,2 ,,,,03229,061,1 
0575,怖,1 ,5 ,,,,03233,061,1 
0576,思,1 ,7 ,,,,03239,061,1 
0577,性,1 ,8 ,,,,03244,061,1 
0578,怯,1 ,2 ,,,,03252,061,1 
0579,恒,1 ,3 ,,,,03267,061,1 
0580,恐,1 ,2 ,,,,03272,061,1 
0581,恚,1 ,3 ,,,,03278,061,1 
0582,恣,1 ,2 ,,,,03286,061,1 
0583,恭,1 ,11 ,,,,03297,061,1 
0584,息,1 ,4 ,,,,03298,061,1 
0585,悉,1 ,42 ,,,,03312,061,1 
0586,悟,1 ,2 ,,,,03326,061,1 
0587,悲,1 ,17 ,,,,03335,061,1 
0588,情,1 ,3 ,,,,03348,061,1 
0589,惑,1 ,5 ,,,,03355,061,1 
0590,惟,1 ,3 ,,,,03365,061,1 
0591,惡,1 ,22 ,,,,03367,061,1 
0592,惱,1 ,10 ,,,,03372,061,1 
0593,想,1 ,6 ,,,,03373,061,1 
0594,愁,1 ,2 ,,,,03387,061,1 
0595,意,1 ,11 ,,,,03395,061,1 
0596,愍,1 ,5 ,,,,03402,061,1 
0597,愚,1 ,3 ,,,,03404,061,1 
0598,愛,1 ,4 ,,,,03405,061,1 
0599,感,1 ,2 ,,,,03409,061,1 
0600,慈,1 ,8 ,,,,03439,061,1 
0601,慢,1 ,3 ,,,,03458,061,1 
0602,慧,1 ,14 ,,,,03462,061,1 
0603,慳,1 ,4 ,,,,03471,061,1 
0604,慶,1 ,4 ,,,,03474,061,1 
0605,憂,1 ,4 ,,,,03486,061,1 
0606,憶,1 ,3 ,,,,03534,061,1 
0607,應,1 ,10 ,,,,03550,061,1 
0608,懷,1 ,4 ,,,,03585,061,1 
0609,成,1 ,18 ,,,,03610,062,1 
0610-0611,我,1 ,88 ,,,,03611,062,2 
0612,戒,1 ,2 ,,,,03612,062,1 
0613,或,1 ,13 ,,,,03617,062,1 
0614,戮,1 ,5 ,,,,03632,062,1 
0615-0617,所,1 ,110 ,,,,03647,063,3 
0618,手,1 ,7 ,,,,03659,064,1 
0619,承,1 ,10 ,,,,03690,064,1 
0620,投,1 ,3 ,,,,03708,064,1 
0621,持,1 ,10 ,,,,03780,064,1 
0622,捧,1 ,3 ,,,,03834,064,1 
0623,捨,1 ,12 ,,,,03835,064,1 
0624,授,1 ,5 ,,,,03855,064,1 
0625,掌,1 ,12 ,,,,03858,064,1 
0626,提,1 ,35 ,,,,03896,064,1 
