統合ID,文字,S2423,字体数,用例数,部首
05957,永,0685,1,3,085
05964,求,0686,1,17,085
05983,汝,0687,1,15,085
06031,沙,0688,1,8,085
06074,法,0689,1,111,085
06086,波,0692,1,10,085
06123,洛,0693,1,3,085
06145,活,0694,1,3,085
06182,海,0695,1,10,085
06189,涅,0696,1,7,085
06193,涉,0697,1,2,085
06272,淨,0698,1,14,085
06285,深,0699,1,8,085
06290,清,0700,1,10,085
06335,測,0701,1,2,085
06432,滅,0702,1,17,085
06476,滿,0703,1,3,085
06484,漉,0704,1,2,085
06487,漏,0705,1,2,085
06641,濟,0706,1,3,085
06151,流,0707,1,2,085
06885,然,0708,1,5,086
06921,煩,0709,1,9,086
06957,熱,0710,1,2,086
06882,焰,0711,1,3,086
07032,爲,0712,1,69,087
07035,父,0714,1,2,088
07043,爾,0715,1,22,089
07047,牆,0716,1,2,090
07080,物,0717,1,17,093
07112,犯,0718,1,3,094
07125,狂,0719,1,2,094
07203,猶,0720,1,3,094
07212,獄,0721,1,14,094
07230,獨,0722,1,5,094
07241,獲,0723,1,9,094
07262,王,0724,1,12,096
07291,珠,0725,1,2,096
07304,現,0726,1,19,096
07307,理,0727,1,6,096
07345,瑜,0728,1,5,096
07457,甚,0729,1,12,099
07461,生,0730,1,97,100
07469,用,0732,1,9,101
07478,田,0733,1,14,102
07479,由,0734,1,7,102
07483,男,0735,1,70,102
07501,界,0737,1,12,102
07513,畜,0738,1,8,102
07525,畫,0739,1,2,102
07530,異,0740,1,9,102
07535,當,0741a,2,15,102
07535b,當,0741b,2,1,102
07559,疑,0742,1,4,103
07591,疾,0743,1,6,104
07598,病,0744,1,10,104
07685,癡,0745,1,7,104
07707,發,0746,1,5,105
07709,白,0747,1,4,106
07710,百,0748,1,9,106
07717,皆,0749,1,14,106
07759,益,0750,1,4,108
07770,盛,0751,1,3,108
07779,盡,0752,1,13,108
07790,目,0753,1,5,109
07796,盲,0754,1,3,109
07801,相,0755,1,28,109
07827,眞,0756,1,12,109
07839,眷,0757,1,4,109
07843,眼,0758,1,5,109
07844,眾,0759,1,86,109
07870,睹,0761,1,2,109
07941,知,0762,1,28,111
07954,石,0763,1,2,112
07986,破,0764,1,17,112
08057,磨,0765,1,2,112
08097,示,0766,1,4,113
08116,祕,0767,1,3,113
08124,神,0768,1,6,113
08148,福,0769,1,33,113
08162,禪,0770,1,13,113
08212,移,0771,1,3,115
08244,種,0772,1,33,115
08248,稱,0773,1,3,115
08269,積,0774,1,4,115
08279,穢,0775,1,3,115
08296,空,0776,1,7,116
08329,窮,0777a,2,14,116
08329b,窮,0777b,2,2,116
08354,立,0778,1,5,117
08361,竝,0779,1,3,117
08426,等,0780,1,39,118
08438,策,0781,1,2,118
08479,箭,0782,1,2,118
08685,精,0783,1,4,119
08856,經,0784,1,19,120
08885,網,0785,1,3,120
08924,緣,0786a,2,6,120
08924b,緣,0786b,2,1,120
08963,縛,0787,1,4,120
09030,繋,0788,1,3,120
08767,索,0789,1,6,120
08795,終,0790,1,8,120
09125,罪,0791,1,14,122
09128,置,0792,1,2,122
09132,罵,0793,1,3,122
09144,羅,0794,1,9,122
09182,羯,0795,1,2,123
09214,習,0796,1,3,124
09250,老,0797,1,7,125
09255,者,0798,1,59,125
09264,而,0800,1,30,126
09292,耶,0801,1,11,128
09308,聖,0802,1,4,128
09314,聚,0803,1,7,128
09315,聞,0804,1,25,128
09335,聽,0805,1,8,128
09348,肉,0806,1,13,130
09429,能,0807,1,53,130
09462,脩,0809,1,21,130
09463,脱,0810,1,6,130
09596,臣,0811,1,4,131
09599,臥,0812,1,2,131
09602,自,0813,1,46,132
09610,至,0814,1,14,133
09629,與,0815,1,19,134
09630,興,0816,1,2,134
09638,舍,0817,1,6,135
09656,舞,0818,1,2,136
09716,色,0819,1,6,139
09758,花,0820,1,2,140
09765,芻,0821,1,44,140
09788,若,0822,1,61,140
09789,苦,0824,1,25,140
09804,苾,0825,1,42,140
09869,莊,0826,1,5,140
09886,莫,0827,1,9,140
09919,菩,0828,1,31,140
09961,落,0829,1,3,140
09972,著,0830,1,7,140
10050,蓮,0831,1,2,140
10139,薄,0832,1,2,140
10163,薩,0833,1,32,140
10191,藏,0834,1,6,140
10204,藥,0835,1,2,140
10270,處,0836,1,26,141
10272,虛,0837,1,5,141
10414,蜜,0838,1,4,142
10558,蟻,0839,1,2,142
10614,行,0840,1,45,144
10637,衣,0841,1,6,145
10683,被,0842,1,5,145
10822,要,0843,1,2,146
10826,覆,0844,1,2,146
10831,見,0845,1,74,147
10834,覓,0847,1,2,147
10848,親,0848,1,2,147
10856,覺,0849a,2,6,147
10856b,覺,0849b,2,2,147
10859,觀,0850a,2,17,147
10859b,觀,0850b,2,2,147
10875,解,0851,1,22,148
10890,言,0852,1,23,149
10936,訶,0853,1,2,149
10984,詳,0854,1,2,149
11006,誑,0855,1,2,149
11017,語,0856,1,6,149
11023,誦,0857,1,2,149
11025,説,0858,1,56,149
11035,誹,0860,1,2,149
11038,調,0861,1,8,149
11041,諂,0862,1,3,149
11049,請,0863,1,2,149
11058,論,0864,1,4,149
11072,諦,0865,1,2,149
11085,諸,0866,1,69,149
11116,謗,0868,1,3,149
11155,證,0869,1,3,149
11162,譏,0870,1,3,149
11171,識,0871,1,6,149
11189,譬,0872,1,7,149
11195,議,0873,1,6,149
11200,護,0874,1,2,149
11229,讚,0875,1,14,149
11253,豈,0876,1,2,151
11334,財,0877,1,11,154
11338,貧,0878,1,16,154
11340,販,0879,1,2,154
11355,貴,0880,1,2,154
11356,買,0881,1,3,154
11357,貸,0882,1,2,154
11398,賣,0883,1,6,154
11402,賤,0884,1,5,154
11461,起,0885,1,13,156
11485,趣,0886,1,4,156
11495,足,0887,1,10,157
11548,路,0888,1,4,157
11715,身,0889,1,29,158
11802,輕,0890,1,7,159
11827,輪,0891,1,2,159
11856,轉,0892,1,7,159
11907,辦,0893,1,2,160
11918,辱,0894,1,4,161
11960,迦,0895,1,6,162
11974,迷,0896,1,2,162
11982,退,0897,1,2,162
11993,逐,0898,1,2,162
12003,速,0899,1,4,162
12004,造,0900,1,15,162
12022,進,0901,1,5,162
03157,徧,0902,1,7,060
12046,過,0903,1,11,162
12051,道,0904,1,27,162
12052,達,0905,1,5,162
12068,遞,0906,1,3,162
12070,遠,0907,1,6,162
12092,遶,0908,1,2,162
12108,還,0909,1,2,162
12115,邊,0910,1,5,162
12176,部,0911,1,3,163
12188,都,0912,1,3,163
12204,鄔,0913,1,6,163
12341,醫,0914,1,3,164
12373,重,0915,1,14,166
12376,量,0916,1,23,166
12380,金,0917,1,6,167
12386,針,0918,1,2,167
12418,鈴,0919,1,2,167
12451,銀,0920,1,2,167
12473,銷,0921,1,2,167
12528,錯,0922,1,2,167
12613,鏡,0923,1,2,167
12698,長,0924,1,12,168
12709,門,0925,1,10,169
12724,間,0926,1,10,169
12774,闍,0927,1,2,169
12830,阿,0928,1,6,170
12831,陀,0929,1,2,170
12855,除,0930,1,3,170
12927,隨,0931,1,21,170
13002,難,0932,1,4,172
12994,雙,0933,1,2,172
13001,離,0934,1,6,172
12963,集,0935,1,4,172
12991,雖,0936,1,2,172
13026,電,0937,1,2,173
13104,非,0938,1,49,175
13296,頂,0939,1,3,181
13304,須,0940,1,5,181
13346,頭,0941,1,3,181
13391,願,0942,1,2,181
13395,顚,0943,1,5,181
13398,類,0944,1,3,181
13503,食,0945,1,29,184
13508,飢,0946,1,3,184
13526,飮,0947,1,9,184
13551,養,0948,1,10,184
13559,餓,0949,1,5,184
13565,餘,0950,1,7,184
13839,驅,0951,1,5,187
13934,體,0952,1,3,188
13940,高,0953,1,4,189
14061,鬼,0954,1,5,194
14088,魔,0955,1,2,194
14809,鼻,0956,1,2,209
14876,龍,0957,1,2,212
00025,世,0958a,2,34,001
00025b,世,0958b,2,29,001
00121,亂,0960a,2,2,005
00121b,亂,0960b,2,1,005
00516,儀,0961a,2,4,009
00516b,儀,0961b,2,1,009
02293,學,0962a,2,2,039
02293b,學,0962b,2,2,039
02473,尼,0963a,2,8,044
02473b,尼,0963b,2,1,044
03159,復,0964a,2,63,060
03159b,復,0964b,2,1,060
03587,懺,0966a,2,4,061
03587b,懺,0966b,2,1,061
04263,救,0967a,2,6,066
04263b,救,0967b,2,1,066
04261,教,0968a,2,7,066
04261b,教,0968b,2,7,066
04381,斷,0969a,2,3,069
04381b,斷,0969b,2,1,069
06058,況,0970a,2,7,085
